Calendar Date	Date	Sony % Change	Market % Change	Dow % Change	Small-Big	High-Low	Momentum	Market-Dow %Change	(Market+Dow)/2 %Chg	Value-Weighted	Risk-Free	Return DJIA	Sony	Return S&P 500	S&P % Change
1/31/2008	2008	-12.733	-6.4251	-4.8422528	-0.76	3.01	-7.84	-1.5828472	-5.6336764	-0.062151	0.0021	-0.046322528	-0.12523	-0.061163	-6.3263
2/29/2008	2008.08333	-0.7405	-2.2953	-3.1652496	-0.55	0.05	6.14	0.86994959	-2.7302748	-0.021653	0.0013	-0.030352496	-0.006105	-0.034761	-3.6061
3/31/2008	2008.16667	-15.0414	-1.212	-0.1985333	0.86	0.17	4.14	-1.0134667	-0.7052666	-0.01042	0.0017	-0.000285333	-0.148714	-0.00596	-0.766
4/30/2008	2008.25	14.105	4.9405	4.37411644	-1.55	0.07	-0.21	0.56638356	4.65730822	0.051105	0.0017	0.045441164	0.14275	0.047547	4.5847
5/30/2008	2008.33333	9.8759	2.2143	-1.5881603	2.84	-0.26	3.2	3.80246035	0.31306983	0.023843	0.0017	-0.014181603	0.100459	0.010674	0.8974
6/30/2008	2008.41667	-13.3671	-8.0134	-10.363681	1.05	-1.06	12.52	2.35028081	-9.1885404	-0.078434	0.0017	-0.101936808	-0.131971	-0.085962	-8.7662
7/31/2008	2008.5	-14.0275	-1.483	0.09678392	3.74	3.59	-5.15	-1.5797839	-0.693108	-0.01333	0.0015	0.002467839	-0.138775	-0.009859	-1.1359
8/29/2008	2008.58333	1.287	0.9364	1.33482254	3.79	1.48	-3.81	-0.3984225	1.13561127	0.010564	0.0012	0.014548225	0.01407	0.012191	1.0991
9/30/2008	2008.66667	-18.6051	-9.9505	-6.1523996	-0.23	4.42	0.39	-3.7981004	-8.0514498	-0.098005	0.0015	-0.060023996	-0.184551	-0.090791	-9.2291
10/31/2008	2008.75	-24.7966	-18.5403	-14.140435	-2.17	-3.07	7.81	-4.399865	-16.340368	-0.184603	0.0008	-0.14060435	-0.247166	-0.169425	-17.0225
11/28/2008	2008.83333	-16.6293	-8.4815	-5.3387074	-3.57	-4.99	7.18	-3.1427926	-6.9101037	-0.084615	0.0002	-0.053187074	-0.166093	-0.074849	-7.5049
12/31/2008	2008.91667	12.7583	2.1249	-0.6863276	3.99	-1.18	-5.03	2.81122757	0.71928621	0.022149	0.0009	-0.005963276	0.128483	0.007822	0.6922
1/30/2009	2009	-12.1171	-7.7332	-8.836549	-0.9	-9.93	-1.92	1.10334897	-8.2848745	-0.077332	0	-0.08836549	-0.121171	-0.085657	-8.5657
2/27/2009	2009.08333	-13.8497	-10.0284	-11.732865	-0.41	-6.75	4.25	1.70446479	-10.880632	-0.100184	0.0001	-0.117228648	-0.138397	-0.109931	-11.0031
3/31/2009	2009.16667	24.5673	8.6593	7.7203612	0.75	2.57	-11.51	0.9389388	8.1898306	0.086693	0.0001	0.077303612	0.245773	0.085405	8.5305
4/30/2009	2009.25	25.3414	10.9259	7.33926902	5.16	5.68	-34.75	3.58663098	9.13258451	0.109359	0.0001	0.07349269	0.253514	0.093925	9.3825
5/29/2009	2009.33333	1.4308	6.7789	4.06715376	-2.64	0.45	-12.49	2.71174624	5.42302688	0.067789	0	0.040671538	0.014308	0.053081	5.3081
6/30/2009	2009.41667	-1.4106	-0.3098	-0.6273874	2.65	-2.45	5.37	0.31758741	-0.4685937	-0.003098	0	-0.006273874	-0.014106	0.000196	0.0196
7/31/2009	2009.5	8.1106	8.1618	8.56831183	2.47	4.82	-5.51	-0.4065118	8.36505591	0.081718	0.0001	0.085783118	0.081206	0.074142	7.4042
8/31/2009	2009.58333	-4.3734	3.1366	3.52994555	-0.56	7.68	-8.87	-0.3933455	3.33327277	0.031466	0.0001	0.035399456	-0.043634	0.03356	3.346
9/30/2009	2009.66667	9.1997	4.5235	2.27457489	2.33	1.47	-4.97	2.24892511	3.39903744	0.045235	0	0.022745749	0.091997	0.035723	3.5723
10/30/2009	2009.75	0.6507	-2.7998	0.00463331	-4.28	-4.37	2.65	-2.8044333	-1.3975833	-0.027998	0	4.63331E-05	0.006507	-0.019762	-1.9762
11/30/2009	2009.83333	-9.1868	5.7099	6.50805695	-2.84	0.13	0.41	-0.798157	6.10897848	0.057099	0	0.06508057	-0.091868	0.057364	5.7364
12/31/2009	2009.91667	8.6549	2.8419	0.80436237	5.89	0.72	2.94	2.03753763	1.82313118	0.028419	0	0.008043624	0.086549	0.017771	1.7771
1/29/2010	2010	14.5862	-3.7098	-3.4591319	0.43	0.57	-5.34	-0.2506681	-3.5844659	-0.037098	0	-0.034591319	0.145862	-0.036974	-3.6974
2/26/2010	2010.08333	2.6482	3.4775	2.56204972	1.39	2.75	3.61	0.91545028	3.01977486	0.034775	0	0.025620497	0.026482	0.028514	2.8514
3/31/2010	2010.16667	12.3424	6.3605	5.14631109	1.57	2.01	3.72	1.21418891	5.75340554	0.063605	0	0.051463111	0.123424	0.058796	5.8796
4/30/2010	2010.25	-10.6994	2.0011	1.39988192	5.01	3.14	3.2	0.60121808	1.70049096	0.020011	0	0.013998819	-0.106994	0.014759	1.4759
5/28/2010	2010.33333	-10.0626	-7.9241	-7.930891	-0.01	-2.36	-0.26	0.00679101	-7.9274955	-0.079141	0.0001	-0.07920891	-0.100526	-0.081976	-8.2076
6/30/2010	2010.41667	-13.3303	-5.0821	-3.5872244	-2.08	-4.31	-2.88	-1.4948756	-4.3346622	-0.050721	0.0001	-0.035772244	-0.133203	-0.053882	-5.3982
7/30/2010	2010.5	17.0065	7.1454	7.0691752	-0.06	0.23	1.68	0.0762248	7.1072876	0.071554	0.0001	0.070791752	0.170165	0.068778	6.8678
8/31/2010	2010.58333	-10.3559	-4.2918	-4.3213184	-2.92	-1.71	-0.12	0.02951843	-4.3065592	-0.042818	0.0001	-0.043113184	-0.103459	-0.047449	-4.7549
9/30/2010	2010.66667	10.458	9.1418	7.71193331	3.95	-3.05	1.33	1.42986669	8.42686666	0.091518	0.0001	0.077219333	0.10468	0.087551	8.7451
10/29/2010	2010.75	9.4337	3.8432	3.05218455	0.95	-2.21	1.55	0.79101545	3.44769227	0.038532	0.0001	0.030621846	0.094437	0.036856	3.6756
11/30/2010	2010.83333	4.8363	0.5065	-1.0207569	3.78	-0.66	2.43	1.52725694	-0.2571285	0.005165	0.0001	-0.010107569	0.048463	-0.00229	-0.239
12/31/2010	2010.91667	0.6383	6.7052	5.18252191	0.77	3.53	-3.08	1.52267809	5.94386096	0.067152	0.0001	0.051925219	0.006483	0.0653	6.52
1/31/2011	2011	-3.8365	1.9157	2.71578258	-2.46	0.96	-0.23	-0.8000826	2.31574129	0.019157	0	0.027157826	-0.038365	0.022646	2.2646
2/28/2011	2011.08333	7.2701	3.8064	2.80207508	1.79	1.38	2	1.00432492	3.30423754	0.038164	0.0001	0.028120751	0.072801	0.031957	3.1857
3/31/2011	2011.16667	-13.5993	0.3374	0.76384265	2.73	-1.31	3.55	-0.4264427	0.55062133	0.003374	0	0.007638427	-0.135993	-0.001047	-0.1047
4/29/2011	2011.25	-11.0588	2.8689	3.98393471	-0.22	-2.31	0.07	-1.1150347	3.42641736	0.028689	0	0.039839347	-0.110588	0.028495	2.8495
5/31/2011	2011.33333	-5.5457	-1.4933	-1.8793119	-0.43	-2.22	-0.57	0.38601188	-1.6863059	-0.014933	0	-0.018793119	-0.055457	-0.013501	-1.3501
6/30/2011	2011.41667	-1.3089	-1.8395	-1.2366953	0.05	-0.5	1.71	-0.6028047	-1.5380976	-0.018395	0	-0.012366953	-0.013089	-0.018258	-1.8258
7/29/2011	2011.5	-4.8882	-2.247	-2.1837649	-1.43	-1.12	0.1	-0.0632351	-2.2153825	-0.02247	0	-0.021837649	-0.048882	-0.021474	-2.1474
8/31/2011	2011.58333	-12.5498	-5.7471	-4.3621801	-3.24	-1.49	-0.36	-1.3849199	-5.0546401	-0.057471	0	-0.043621801	-0.125498	-0.056791	-5.6791
9/30/2011	2011.66667	-13.4396	-8.4873	-6.0287441	-3.58	-0.99	-2.51	-2.4585559	-7.258022	-0.084873	0	-0.060287441	-0.134396	-0.071762	-7.1762
10/31/2011	2011.75	10.3684	11.3984	9.54452241	3.53	-0.9	-1.45	1.85387759	10.4714612	0.113984	0	0.095445224	0.103684	0.107723	10.7723
11/30/2011	2011.83333	-13.9247	-0.6225	0.7584268	-0.22	-0.02	3.98	-1.3809268	0.0679634	-0.006225	0	0.007584268	-0.139247	-0.0050586	-0.50586
12/30/2011	2011.91667	-0.0554	0.3701	1.42690159	-0.43	1.54	1.89	-1.0568016	0.8985008	0.003701	0	0.014269016	-0.000554	0.00853275	0.853275
