Date	Market Return	Day of Week	Year	Month	D(Jan)	D(Feb)	D(Mar)	D(Apr)	D(May)	D(Jun)	D(Jul)	D(Aug)	D(Sep)	D(Oct)	D(Nov)	D(Dec)
20110406	0.00173	Wednesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110407	-0.002256	Thursday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110408	-0.003388	Friday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110411	-0.00472	Monday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110412	-0.009235	Tuesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110413	0.001298	Wednesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110414	0.000543	Thursday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110415	0.003965	Friday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110418	-0.011611	Monday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110419	0.005726	Tuesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110420	0.014271	Wednesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110421	0.005873	Thursday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110425	-0.001841	Monday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110426	0.008138	Tuesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110427	0.006166	Wednesday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110428	0.002938	Thursday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110429	0.003117	Friday	2011	4	0	0	0	1	0	0	0	0	0	0	0	0
20110502	-0.003565	Monday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110503	-0.006642	Tuesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110504	-0.007961	Wednesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110505	-0.009445	Thursday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110506	0.004605	Friday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110509	0.006144	Monday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110510	0.008469	Tuesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110511	-0.012233	Wednesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110512	0.004028	Thursday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110513	-0.008902	Friday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110516	-0.006952	Monday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110517	-0.000633	Tuesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110518	0.010736	Wednesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110519	0.002342	Thursday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110520	-0.006785	Friday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110523	-0.012997	Monday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110524	-0.000394	Tuesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110525	0.005075	Wednesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110526	0.005325	Thursday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110527	0.00511	Friday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110531	0.010286	Tuesday	2011	5	0	0	0	0	1	0	0	0	0	0	0	0
20110601	-0.023067	Wednesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110602	-0.000633	Thursday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110603	-0.009285	Friday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110606	-0.012437	Monday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110607	0.000266	Tuesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110608	-0.005965	Wednesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110609	0.007465	Thursday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110610	-0.014078	Friday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110613	-0.000914	Monday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110614	0.013859	Tuesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110615	-0.017293	Wednesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110616	-0.000112	Thursday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110617	0.002157	Friday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110620	0.005339	Monday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110621	0.015895	Tuesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110622	-0.005477	Wednesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110623	-0.00258	Thursday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110624	-0.010571	Friday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110627	0.008067	Monday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110628	0.013696	Tuesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110629	0.008714	Wednesday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110630	0.009706	Thursday	2011	6	0	0	0	0	0	1	0	0	0	0	0	0
20110701	0.013471	Friday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110705	-0.00002	Tuesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110706	0.001148	Wednesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110707	0.010618	Thursday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110708	-0.006331	Friday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110711	-0.019341	Monday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110712	-0.003808	Tuesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110713	0.005005	Wednesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110714	-0.008041	Thursday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110715	0.006169	Friday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110718	-0.00947	Monday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110719	0.016154	Tuesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110720	0.000053	Wednesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110721	0.01225	Thursday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110722	0.001441	Friday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110725	-0.00628	Monday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110726	-0.004539	Tuesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110727	-0.021643	Wednesday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110728	-0.002921	Thursday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110729	-0.005619	Friday	2011	7	0	0	0	0	0	0	1	0	0	0	0	0
20110801	-0.00361	Monday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110802	-0.025643	Tuesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110803	0.004954	Wednesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110804	-0.050349	Thursday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110805	-0.004785	Friday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110808	-0.068665	Monday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110809	0.051214	Tuesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110810	-0.038549	Wednesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110811	0.045247	Thursday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110812	0.004764	Friday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110815	0.022829	Monday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110816	-0.010894	Tuesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110817	0.000845	Wednesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110818	-0.04531	Thursday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110819	-0.015358	Friday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110822	0.000037	Monday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110823	0.033737	Tuesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110824	0.011552	Wednesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110825	-0.015903	Thursday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110826	0.016437	Friday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110829	0.029617	Monday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110830	0.00376	Tuesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110831	0.005091	Wednesday	2011	8	0	0	0	0	0	0	0	1	0	0	0	0
20110901	-0.012121	Thursday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110902	-0.024626	Friday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110906	-0.008132	Tuesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110907	0.029134	Wednesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110908	-0.010869	Thursday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110909	-0.026579	Friday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110912	0.00414	Monday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110913	0.010801	Tuesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110914	0.012782	Wednesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110915	0.015461	Thursday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110916	0.003565	Friday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110919	-0.010936	Monday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110920	-0.004106	Tuesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110921	-0.029425	Wednesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110922	-0.034394	Thursday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110923	0.005756	Friday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110926	0.021585	Monday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110927	0.012843	Tuesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110928	-0.023685	Wednesday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110929	0.00822	Thursday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20110930	-0.024625	Friday	2011	9	0	0	0	0	0	0	0	0	1	0	0	0
20111003	-0.031916	Monday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111004	0.023613	Tuesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111005	0.019649	Wednesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111006	0.020555	Thursday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111007	-0.010922	Friday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111010	0.034254	Monday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111011	0.001062	Tuesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111012	0.011795	Wednesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111013	-0.002944	Thursday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111014	0.017728	Friday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111017	-0.020839	Monday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111018	0.020777	Tuesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111019	-0.014155	Wednesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111020	0.003882	Thursday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111021	0.019253	Friday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111024	0.016757	Monday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111025	-0.019814	Tuesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111026	0.011502	Wednesday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111027	0.036207	Thursday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111028	0.000257	Friday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111031	-0.024636	Monday	2011	10	0	0	0	0	0	0	0	0	0	1	0	0
20111101	-0.028595	Tuesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111102	0.017068	Wednesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111103	0.019189	Thursday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111104	-0.005559	Friday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111107	0.004912	Monday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111108	0.011208	Tuesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111109	-0.037839	Wednesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111110	0.00742	Thursday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111111	0.019766	Friday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111114	-0.009368	Monday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111115	0.00453	Tuesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111116	-0.015088	Wednesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111117	-0.017202	Thursday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111118	-0.000294	Friday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111121	-0.018646	Monday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111122	-0.003934	Tuesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111123	-0.023237	Wednesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111125	-0.003631	Friday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111128	0.030509	Monday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111129	0.002266	Tuesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111130	0.043872	Wednesday	2011	11	0	0	0	0	0	0	0	0	0	0	1	0
20111201	-0.002277	Thursday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111202	0.000099	Friday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111205	0.010294	Monday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111206	0.000387	Tuesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111207	0.001912	Wednesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111208	-0.022862	Thursday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111209	0.017731	Friday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111212	-0.015542	Monday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111213	-0.011232	Tuesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111214	-0.012733	Wednesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111215	0.003749	Thursday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111216	0.004966	Friday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111219	-0.012645	Monday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111220	0.030021	Tuesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111221	0.002026	Wednesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111222	0.008909	Thursday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111223	0.007859	Friday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111227	0.000021	Tuesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111228	-0.013635	Wednesday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111229	0.010772	Thursday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
20111230	-0.002585	Friday	2011	12	0	0	0	0	0	0	0	0	0	0	0	1
