Profit from Sales	Number Accounts	Early Commission	Early Selling	Log Profit	Log Accounts	Log Commission	Office	Office Dummy
8878.7	1	0	0	9.091410429	0	0	New	1
9560.42	3	110	5290	9.165386938	1.098612289	4.700480366	New	1
25707	29	2915.92	951986	10.15451861	3.36729583	7.977940658	Existing	0
30357.95	26	2890.42	4966094	10.32081371	3.258096538	7.969157099	New	1
9229.26	18	495.74	61066	9.130134151	2.890371758	6.206051596	Existing	0
10393.22	12	654.86	187186	9.248908949	2.48490665	6.484421472	New	1
12196.38	22	5543.73	288950	9.408894465	3.091042453	8.620422838	New	1
17284.65	318	3997.03	6563828	9.757574103	5.762051383	8.293306864	Existing	0
28967.95	63	6156.86	553131	10.27394533	4.143134726	8.725322186	Existing	0
21448.85	23	1563.31	97081	9.97342631	3.135494216	7.354560647	New	1
22440.05	12	150	55736	10.01860259	2.48490665	5.010635294	New	1
6663.4	11	908.54	210106	8.804385144	2.397895273	6.811838915	New	1
6125.71	13	510.47	53823	8.720249947	2.564949357	6.23533187	New	1
10479.47	56	0	343125	9.257173384	4.025351691	0	Existing	0
20028.31	14	2027.75	220651	9.904902052	2.63905733	7.614682083	New	1
4313.39	3	0	0	8.369479417	1.098612289	0	Existing	0
14869.9	14	240	15251	9.607094314	2.63905733	5.480638923	Existing	0
45768.17	32	3898.85	163251	10.73134415	3.465735903	8.268436917	New	1
25059.4	8	27.5	231	10.12900429	2.079441542	3.314186005	New	1
48396.41	92	3590.32	1719615	10.78718092	4.521788577	8.185996614	Existing	0
12485.41	102	3464.26	829856	9.432316042	4.624972813	8.150254325	Existing	0
7589.56	40	28.38	239550	8.934528898	3.688879454	3.345684672	Existing	0
14777.03	9	150	121276	9.600829227	2.197224577	5.010635294	New	1
32053.19	7	2069.07	262895	10.37515199	1.945910149	7.63485451	New	1
10534.74	10	793.71	22098	9.262433646	2.302585093	6.676718155	Existing	0
36960.83	22	2925.49	164334	10.51761398	3.091042453	7.981217267	New	1
6187.08	7	2115	68405	8.730218526	1.945910149	7.656810091	New	1
18790.64	7	3567.6	140700	9.841114152	1.945910149	8.17964838	Existing	0
13010.26	22	349.58	14083	9.473493556	3.091042453	5.856732434	New	1
11659.67	18	2370	115014	9.363891158	2.890371758	7.770645234	Existing	0
10206.85	63	1173.56	621686	9.230814342	4.143134726	7.067797143	Existing	0
11827.7	11	481.03	128879	9.378199517	2.397895273	6.175929638	New	1
35228.41	31	5999.55	187546	10.46960814	3.433987204	8.699439745	Existing	0
2656.27	18	173.73	28143	7.884678162	2.890371758	5.15750237	Existing	0
7030.73	7	600	629576	8.85804582	1.945910149	6.396929655	New	1
18139.55	5	1643.26	942805	9.805849916	1.609437912	7.404437353	New	1
30003.98	27	1232.4	83624	10.30908532	3.295836866	7.116718767	New	1
3802.32	29	480.25	36690	8.243366686	3.36729583	6.174306802	New	1
8322.71	8	58.34	18980	9.026743202	2.079441542	4.066287964	Existing	0
32187.03	190	4293.31	2021314	10.37931886	5.247024072	8.364813276	Existing	0
57025.74	43	2237.37	277045	10.95125802	3.761200116	7.713056348	New	1
41266.76	32	1256.02	6743365.5	10.62781261	3.465735903	7.13570327	New	1
25890.83	16	2060.14	6050470.5	10.16164413	2.772588722	7.630529221	New	1
45792.02	43	6094.4	5622511	10.73186512	3.761200116	8.715125596	Existing	0
14147.56	7	160	4176	9.55729745	1.945910149	5.075173815	New	1
9955.42	11	3242.5	18490	9.205872405	2.397895273	8.084099916	Existing	0
32096.93	21	600	822776	10.37651567	3.044522438	6.396929655	New	1
4278.8	12	195.25	6879	8.361427875	2.48490665	5.274280789	New	1
6043.6	6	0	0	8.70675514	1.791759469	0	New	1
7730.83	9	750	46132	8.95297151	2.197224577	6.620073207	New	1
10989.97	7	0	0	9.304738318	1.945910149	0	New	1
10510.48	14	2597.44	124080	9.260128134	2.63905733	7.862281624	New	1
20832.7	18	175	201123	9.944279147	2.890371758	5.164785974	New	1
11345.25	14	150	48489	9.336554433	2.63905733	5.010635294	New	1
17017.58	19	2092.32	158953	9.742002206	2.944438979	7.646028777	New	1
47246.81	20	4102.5	172184	10.76314042	2.995732274	8.319351823	Existing	0
25893.99	116	1346.31	2372768	10.16176617	4.753590191	7.205122796	Existing	0
30774.79	25	10438.45	364510	10.33445113	3.218875825	9.253251383	New	1
3868.56	169	708.51	1177545	8.260637624	5.129898715	6.563164173	Existing	0
6794.07	13	357.5	9497	8.823805452	2.564949357	5.879135362	New	1
8740.44	10	6516.51	277495	9.075715811	2.302585093	8.782094236	New	1
10820.63	12	1736.4	450349	9.289209776	2.48490665	7.459569283	Existing	0
20400.45	15	835	389755	9.923312238	2.708050201	6.727431725	New	1
26154.68	11	3020.48	354593	10.17178342	2.397895273	8.013171038	New	1
34851.05	16	3845	125198	10.45883854	2.772588722	8.254528882	New	1
5247.69	9	497.08	61230	8.565543259	2.197224577	6.208750979	New	1
19956.31	14	1137.5	73191	9.901300663	2.63905733	7.036588151	New	1
23712.22	407	1434.77	2753226	10.07374581	6.008813185	7.268759837	Existing	0
24958.86	42	511.64	499575	10.12498415	3.737669618	6.237621253	Existing	0
62047.75	55	5365.92	712128	11.03565953	4.007333185	8.587823122	New	1
18057.91	88	800.02	765745	9.801339095	4.477336814	6.684636727	Existing	0
23269.62	12	80.77	10301	10.05490393	2.48490665	4.391605609	New	1
41846.63	265	1990.57	4433173	10.64176655	5.579729826	7.596176309	Existing	0
49638.17	13	250.55	54996	10.81251537	2.564949357	5.523658501	Existing	0
31110.85	24	998.19	60642	10.34531191	3.17805383	6.905943639	New	1
10317.13	12	600	114358	9.2415609	2.48490665	6.396929655	New	1
47411.81	6	275	5594261.5	10.76662663	1.791759469	5.616771098	Existing	0
7369.91	3	1425	48578	8.905160773	1.098612289	7.261927093	New	1
12458.67	11	529.88	38046	9.430172045	2.397895273	6.272650566	New	1
15935.92	38	512.25	532121	9.67633096	3.63758616	6.238812787	Existing	0
7983.65	10	357.03	34678	8.985150979	2.302585093	5.877819812	Existing	0
24726.24	9	1092.14	32406	10.11562031	2.197224577	6.995894353	New	1
24941.07	32	3485.76	648284	10.12427112	3.465735903	8.156441377	Existing	0
32472.07	288	4877.47	252122	10.38813561	5.66296048	8.492381922	Existing	0
2893.1	7	250	9817	7.970083871	1.945910149	5.521460918	New	1
6817.68	6	150	2775	8.827274517	1.791759469	5.010635294	Existing	0
12999.57	5	300	10176	9.472671559	1.609437912	5.703782475	New	1
28764.46	25	6.25	170605	10.26689588	3.218875825	1.832581464	New	1
6649.42	16	52.25	30881	8.802284912	2.772588722	3.956039891	Existing	0
