Cal Date	Year	Month	Day	Pct Change Apple	Price Apple
20060922	2006	9	22	-2.2103	73
20060925	2006	9	25	3.7671	75.75
20060926	2006	9	26	2.4554	77.61
20060927	2006	9	27	-1.5462	76.41
20060928	2006	9	28	0.7852	77.01
20060929	2006	9	29	-0.039	76.98
20061002	2006	10	2	-2.754	74.86
20061003	2006	10	3	-1.0419	74.08
20061004	2006	10	4	1.7549	75.38
20061005	2006	10	5	-0.7296	74.83
20061006	2006	10	6	-0.8152	74.22
20061009	2006	10	9	0.5524	74.63
20061010	2006	10	10	-1.0988	73.81
20061011	2006	10	11	-0.7858	73.23
20061012	2006	10	12	2.7721	75.26
20061013	2006	10	13	-0.3189	75.02
20061016	2006	10	16	0.5065	75.4
20061017	2006	10	17	-1.4721	74.29
20061018	2006	10	18	0.3231	74.53
20061019	2006	10	19	5.9842	78.99
20061020	2006	10	20	1.2153	79.95
20061023	2006	10	23	1.8887	81.46
20061024	2006	10	24	-0.5033	81.05
20061025	2006	10	25	0.7773	81.68
20061026	2006	10	26	0.6244	82.19
20061027	2006	10	27	-2.1657	80.41
20061030	2006	10	30	0.0124	80.42
20061031	2006	10	31	0.8207	81.08
20061101	2006	11	1	-2.368	79.16
20061102	2006	11	2	-0.2274	78.98
20061103	2006	11	3	-0.8736	78.29
20061106	2006	11	6	1.8138	79.71
20061107	2006	11	7	1.0036	80.51
20061108	2006	11	8	2.4096	82.45
20061109	2006	11	9	1.0794	83.34
20061110	2006	11	10	-0.264	83.12
20061113	2006	11	13	1.4798	84.35
20061114	2006	11	14	0.7706	85
20061115	2006	11	15	-1.1176	84.05
20061116	2006	11	16	1.856	85.61
20061117	2006	11	17	0.2803	85.85
20061120	2006	11	20	0.7222	86.47
20061121	2006	11	21	2.4633	88.6
20061122	2006	11	22	1.93	90.31
20061124	2006	11	24	1.4616	91.63
20061127	2006	11	27	-2.2809	89.54
20061128	2006	11	28	2.5352	91.81
20061129	2006	11	29	-0.0109	91.8
20061130	2006	11	30	-0.1525	91.66
20061201	2006	12	1	-0.3709	91.32
20061204	2006	12	4	-0.219	91.12
20061205	2006	12	5	0.1646	91.27
20061206	2006	12	6	-1.5777	89.83
20061207	2006	12	7	-3.1059	87.04
20061208	2006	12	8	1.4017	88.26
20061211	2006	12	11	0.5552	88.75
20061212	2006	12	12	-2.9408	86.14
20061213	2006	12	13	3.3782	89.05
20061214	2006	12	14	-0.5615	88.55
20061215	2006	12	15	-0.9373	87.72
20061218	2006	12	18	-2.565	85.47
20061219	2006	12	19	0.9828	86.31
20061220	2006	12	20	-1.7958	84.76
20061221	2006	12	21	-2.1944	82.9
20061222	2006	12	22	-0.8444	82.2
20061226	2006	12	26	-0.8394	81.51
20061227	2006	12	27	0.0123	81.52
20061228	2006	12	28	-0.7973	80.87
20061229	2006	12	29	4.9091	84.84
20070103	2007	1	3	-1.2258	83.8
20070104	2007	1	4	2.2196	85.66
20070105	2007	1	5	-0.7121	85.05
20070108	2007	1	8	0.4938	85.47
20070109	2007	1	9	8.307	92.57
20070110	2007	1	10	4.7856	97
20070111	2007	1	11	-1.2371	95.8
20070112	2007	1	12	-1.2317	94.62
20070116	2007	1	16	2.621	97.1
20070117	2007	1	17	-2.2142	94.95
20070118	2007	1	18	-6.1927	89.07
20070119	2007	1	19	-0.6399	88.5
20070122	2007	1	22	-1.9322	86.79
20070123	2007	1	23	-1.2559	85.7
20070124	2007	1	24	1.1669	86.7
20070125	2007	1	25	-0.519	86.25
20070126	2007	1	26	-1.0087	85.38
20070129	2007	1	29	0.6559	85.94
20070130	2007	1	30	-0.4538	85.55
20070131	2007	1	31	0.2104	85.73
20070201	2007	2	1	-1.1548	84.74
20070202	2007	2	2	0.0118	84.75
20070205	2007	2	5	-0.9557	83.94
20070206	2007	2	6	0.2502	84.15
20070207	2007	2	7	2.3767	86.15
20070208	2007	2	8	0.0348	86.18
20070209	2007	2	9	-3.3767	83.27
20070212	2007	2	12	1.9335	84.88
20070213	2007	2	13	-0.2945	84.63
20070214	2007	2	14	0.7917	85.3
20070215	2007	2	15	-0.1055	85.21
20070216	2007	2	16	-0.446	84.83
20070220	2007	2	20	1.2613	85.9
20070221	2007	2	21	3.8417	89.2
20070222	2007	2	22	0.3475	89.51
20070223	2007	2	23	-0.4916	89.07
20070226	2007	2	26	-0.4715	88.65
20070227	2007	2	27	-5.3243	83.93
20070228	2007	2	28	0.8102	84.61
20070301	2007	3	1	2.8956	87.06
20070302	2007	3	2	-1.8952	85.41
20070305	2007	3	5	1.0653	86.3199
20070306	2007	3	6	2.1665	88.19
20070307	2007	3	7	-0.5329	87.72
20070308	2007	3	8	0.3192	88
20070309	2007	3	9	-0.0341	87.97
20070312	2007	3	12	2.1598	89.87
20070313	2007	3	13	-1.6357	88.4
20070314	2007	3	14	1.81	90
20070315	2007	3	15	-0.4778	89.57
20070316	2007	3	16	0.0223	89.59
20070319	2007	3	19	1.7189	91.13
20070320	2007	3	20	0.3841	91.48
20070321	2007	3	21	2.6126	93.87
20070322	2007	3	22	0.0959	93.96
20070323	2007	3	23	-0.4683	93.52
20070326	2007	3	26	2.4914	95.85
20070327	2007	3	27	-0.4069	95.46
20070328	2007	3	28	-2.3256	93.24
20070329	2007	3	29	0.547	93.75
20070330	2007	3	30	-0.896	92.91
20070402	2007	4	2	0.7965	93.65
20070403	2007	4	3	0.9076	94.5
20070404	2007	4	4	-0.2434	94.27
20070405	2007	4	5	0.4349	94.68
20070409	2007	4	9	-1.0879	93.65
20070410	2007	4	10	0.6407	94.25
20070411	2007	4	11	-1.7613	92.59
20070412	2007	4	12	-0.432	92.19
20070413	2007	4	13	-2.1152	90.24
20070416	2007	4	16	1.3187	91.43
20070417	2007	4	17	-1.1812	90.35
20070418	2007	4	18	0.0553	90.4
20070419	2007	4	19	-0.1438	90.27
20070420	2007	4	20	0.7755	90.97
20070423	2007	4	23	2.7921	93.51
20070424	2007	4	24	-0.2887	93.24
20070425	2007	4	25	2.2608	95.348
20070426	2007	4	26	3.6624	98.84
20070427	2007	4	27	1.0927	99.92
20070430	2007	4	30	-0.1201	99.8
20070501	2007	5	1	-0.3307	99.47
20070502	2007	5	2	0.9249	100.39
20070503	2007	5	3	0.01	100.4
20070504	2007	5	4	0.4084	100.81
20070507	2007	5	7	3.085	103.92
20070508	2007	5	8	1.097	105.06
20070509	2007	5	9	1.7323	106.88
20070510	2007	5	10	0.4304	107.34
20070511	2007	5	11	1.3043	108.74
20070514	2007	5	14	0.5702	109.36
20070515	2007	5	15	-1.6825	107.52
20070516	2007	5	16	-0.1674	107.34
20070517	2007	5	17	1.9564	109.44
20070518	2007	5	18	0.53	110.02
20070521	2007	5	21	1.7815	111.98
20070522	2007	5	22	1.3931	113.54
20070523	2007	5	23	-0.5725	112.89
20070524	2007	5	24	-1.9488	110.69
20070525	2007	5	25	2.647	113.62
20070529	2007	5	29	0.6425	114.35
20070530	2007	5	30	3.8653	118.77
20070531	2007	5	31	2.0384	121.191
20070601	2007	6	1	-2.303	118.4
20070604	2007	6	4	2.4747	121.33
20070605	2007	6	5	1.1044	122.67
20070606	2007	6	6	0.7907	123.64
20070607	2007	6	7	0.347	124.069
20070608	2007	6	8	0.3393	124.49
20070611	2007	6	11	-3.4541	120.19
20070612	2007	6	12	0.1581	120.38
20070613	2007	6	13	-2.3924	117.5
20070614	2007	6	14	1.0638	118.75
20070615	2007	6	15	1.4737	120.5
20070618	2007	6	18	3.8091	125.09
20070619	2007	6	19	-1.1432	123.66
20070620	2007	6	20	-1.7063	121.55
20070621	2007	6	21	1.9334	123.9
20070622	2007	6	22	-0.7264	123
20070625	2007	6	25	-0.5366	122.34
20070626	2007	6	26	-2.1988	119.65
20070627	2007	6	27	1.8721	121.89
20070628	2007	6	28	-1.0911	120.56
20070629	2007	6	29	1.2276	122.04
20070702	2007	7	2	-0.6391	121.26
20070703	2007	7	3	4.8738	127.17
20070705	2007	7	5	4.3878	132.75
20070706	2007	7	6	-0.339	132.3
20070709	2007	7	9	-1.489	130.33009
20070710	2007	7	10	1.5498	132.35001
20070711	2007	7	11	0.0302	132.39
20070712	2007	7	12	1.2689	134.0699
20070713	2007	7	13	2.73	137.73
20070716	2007	7	16	0.2686	138.10001
20070717	2007	7	17	0.5865	138.9099
20070718	2007	7	18	-0.5686	138.12
20070719	2007	7	19	1.3611	140
20070720	2007	7	20	2.6786	143.75
20070723	2007	7	23	-0.0348	143.7
20070724	2007	7	24	-6.1309	134.88989
20070725	2007	7	25	1.7571	137.25999
20070726	2007	7	26	6.3675	146
20070727	2007	7	27	-1.4726	143.85001
20070730	2007	7	30	-1.6823	141.42999
20070731	2007	7	31	-6.8373	131.75999
20070801	2007	8	1	2.459	135
20070802	2007	8	2	1.1037	136.49001
20070803	2007	8	3	-3.3996	131.8499
20070806	2007	8	6	2.5788	135.25
20070807	2007	8	7	-0.1626	135.03011
20070808	2007	8	8	-0.7555	134.00999
20070809	2007	8	9	-5.6861	126.39
20070810	2007	8	10	-1.0998	125
20070813	2007	8	13	2.232	127.79
20070814	2007	8	14	-2.9423	124.03
20070815	2007	8	15	-3.3298	119.9
20070816	2007	8	16	-2.377	117.05
20070817	2007	8	17	4.2802	122.06
20070820	2007	8	20	0.1311	122.22
20070821	2007	8	21	4.3774	127.57
20070822	2007	8	22	3.8724	132.50999
20070823	2007	8	23	-1.0867	131.07001
20070824	2007	8	24	3.2273	135.3
20070827	2007	8	27	-2.2543	132.25
20070828	2007	8	28	-4.1059	126.82
20070829	2007	8	29	5.7247	134.08
20070830	2007	8	30	1.6184	136.25
20070831	2007	8	31	1.6367	138.48
20070904	2007	9	4	4.1017	144.16
20070905	2007	9	5	-5.1332	136.75999
20070906	2007	9	6	-1.2796	135.00999
20070907	2007	9	7	-2.3998	131.77
20070910	2007	9	10	3.749	136.71001
20070911	2007	9	11	-0.8924	135.49001
20070912	2007	9	12	1.0038	136.85001
20070913	2007	9	13	0.2557	137.2
20070914	2007	9	14	1.1735	138.81
20070917	2007	9	17	-0.2882	138.41
20070918	2007	9	18	1.8134	140.92
20070919	2007	9	19	-0.1065	140.7699
20070920	2007	9	20	-0.3267	140.31
20070921	2007	9	21	2.7368	144.14999
20070924	2007	9	24	2.8651	148.28
20070925	2007	9	25	3.3046	153.17999
20070926	2007	9	26	-0.2677	152.77
20070927	2007	9	27	1.1324	154.5
20070928	2007	9	28	-0.6667	153.47
20071001	2007	10	1	1.8694	156.339
20071002	2007	10	2	1.3503	158.45
20071003	2007	10	3	-0.3344	157.9201
20071004	2007	10	4	-1.0639	156.24001
20071005	2007	10	5	3.3345	161.44991
20071008	2007	10	8	4.0013	167.91
20071009	2007	10	9	-0.0298	167.86
20071010	2007	10	10	-0.6374	166.78999
20071011	2007	10	11	-2.734	162.23
20071012	2007	10	12	3.0967	167.25369
20071015	2007	10	15	-0.1636	166.98
20071016	2007	10	16	1.5571	169.58
20071017	2007	10	17	1.8693	172.75
20071018	2007	10	18	0.4342	173.5
20071019	2007	10	19	-1.7752	170.42
20071022	2007	10	22	2.3119	174.36
20071023	2007	10	23	6.7676	186.16
20071024	2007	10	24	-0.1236	185.92999
20071025	2007	10	25	-1.6942	182.78
20071026	2007	10	26	1.0504	184.7
20071029	2007	10	29	0.2112	185.09
20071030	2007	10	30	1.0319	187
20071031	2007	10	31	1.5775	189.95
20071101	2007	11	1	-1.3214	187.44
20071102	2007	11	2	0.2294	187.87
20071105	2007	11	5	-0.8996	186.17999
20071106	2007	11	6	3.0132	191.78999
20071107	2007	11	7	-2.8626	186.2999
20071108	2007	11	8	-5.8151	175.46629
20071109	2007	11	9	-5.754	165.37
20071112	2007	11	12	-7.0206	153.75999
20071113	2007	11	13	10.5359	169.96001
20071114	2007	11	14	-2.2652	166.11
20071115	2007	11	15	-1.0896	164.3
20071116	2007	11	16	1.2721	166.39
20071119	2007	11	19	-1.4664	163.95
20071120	2007	11	20	2.9887	168.85001
20071121	2007	11	21	-0.231	168.46001
20071123	2007	11	23	1.8283	171.53999
20071126	2007	11	26	0.5841	172.5419
20071127	2007	11	27	1.3145	174.81
20071128	2007	11	28	3.0948	180.22
20071129	2007	11	29	2.2583	184.28999
20071130	2007	11	30	-1.1232	182.22
20071203	2007	12	3	-1.8439	178.86
20071204	2007	12	4	0.5311	179.81
20071205	2007	12	5	3.1645	185.5
20071206	2007	12	6	2.4004	189.9528
20071207	2007	12	7	2.2886	194.3
20071210	2007	12	10	-0.0463	194.21001
20071211	2007	12	11	-2.9193	188.54041
20071212	2007	12	12	1.2303	190.86
20071213	2007	12	13	0.5082	191.83
20071214	2007	12	14	-0.7507	190.39
20071217	2007	12	17	-3.1462	184.39999
20071218	2007	12	18	-0.7701	182.98
20071219	2007	12	19	0.0765	183.12
20071220	2007	12	20	2.2335	187.21001
20071221	2007	12	21	3.5789	193.91
20071224	2007	12	24	2.5218	198.8
20071226	2007	12	26	0.0754	198.95
20071227	2007	12	27	-0.191	198.57001
20071228	2007	12	28	0.6345	199.83
20071231	2007	12	31	-0.8757	198.08
20080102	2008	1	2	-1.6357	194.84
20080103	2008	1	3	0.0462	194.92999
20080104	2008	1	4	-7.6335	180.05
20080107	2008	1	7	-1.3385	177.64
20080108	2008	1	8	-3.5972	171.25
20080109	2008	1	9	4.7591	179.39999
20080110	2008	1	10	-0.7692	178.02
20080111	2008	1	11	-2.994	172.69
20080114	2008	1	14	3.5265	178.78
20080115	2008	1	15	-5.448	169.03999
20080116	2008	1	16	-5.5608	159.64
20080117	2008	1	17	0.783	160.89
20080118	2008	1	18	0.2921	161.36
20080122	2008	1	22	-3.5449	155.64
20080123	2008	1	23	-10.6451	139.07201
20080124	2008	1	24	-2.4965	135.60001
20080125	2008	1	25	-4.1224	130.00999
20080128	2008	1	28	0	130.00999
20080129	2008	1	29	1.1768	131.53999
20080130	2008	1	30	0.4865	132.17999
20080131	2008	1	31	2.4058	135.36
20080201	2008	2	1	-1.1894	133.75
20080204	2008	2	4	-1.5701	131.64999
20080205	2008	2	5	-1.7395	129.36
20080206	2008	2	6	-5.6895	122
20080207	2008	2	7	-0.623	121.24
20080208	2008	2	8	3.4972	125.48
20080211	2008	2	11	3.1638	129.45
20080212	2008	2	12	-3.5458	124.86
20080213	2008	2	13	3.6361	129.39999
20080214	2008	2	14	-1.4992	127.46
20080215	2008	2	15	-2.2203	124.63
20080219	2008	2	19	-1.9658	122.18
20080220	2008	2	20	1.3423	123.82
20080221	2008	2	21	-1.8414	121.54
20080222	2008	2	22	-1.7114	119.46
20080225	2008	2	25	0.2344	119.74
20080226	2008	2	26	-0.4927	119.15
20080227	2008	2	27	3.1976	122.96
20080228	2008	2	28	5.6522	129.91
20080229	2008	2	29	-3.7641	125.02
20080303	2008	3	3	-2.6316	121.73
20080304	2008	3	4	2.3741	124.62
20080305	2008	3	5	-0.1044	124.4899
20080306	2008	3	6	-2.8596	120.93
20080307	2008	3	7	1.0915	122.25
20080310	2008	3	10	-2.0941	119.69
20080311	2008	3	11	6.3999	127.3501
20080312	2008	3	12	-1.0366	126.03
20080313	2008	3	13	1.5155	127.94
20080314	2008	3	14	-1.0396	126.61
20080317	2008	3	17	0.0948	126.73
20080318	2008	3	18	4.8055	132.82001
20080319	2008	3	19	-2.3716	129.67
20080320	2008	3	20	2.7763	133.27
20080324	2008	3	24	4.6972	139.53
20080325	2008	3	25	1.0392	140.98
20080326	2008	3	26	2.894	145.06
20080327	2008	3	27	-3.3159	140.25
20080328	2008	3	28	1.9679	143.00999
20080331	2008	3	31	0.3426	143.5
20080401	2008	4	1	4.2022	149.53011
20080402	2008	4	2	-1.3643	147.49001
20080403	2008	4	3	2.7934	151.61
20080404	2008	4	4	0.9696	153.08
20080407	2008	4	7	1.8356	155.89
20080408	2008	4	8	-1.9565	152.84
20080409	2008	4	9	-0.916	151.44
20080410	2008	4	10	2.0536	154.55
20080411	2008	4	11	-4.7946	147.14
20080414	2008	4	14	0.435	147.78
20080415	2008	4	15	0.406	148.38
20080416	2008	4	16	3.5854	153.7
20080417	2008	4	17	0.514	154.49001
20080418	2008	4	18	4.2397	161.03999
20080421	2008	4	21	4.4213	168.16
20080422	2008	4	22	-4.7336	160.2
20080423	2008	4	23	1.6792	162.89
20080424	2008	4	24	3.7142	168.94
20080425	2008	4	25	0.4676	169.73
20080428	2008	4	28	1.4788	172.24001
20080429	2008	4	29	1.6314	175.05
20080430	2008	4	30	-0.6284	173.95
20080501	2008	5	1	3.478	180
20080502	2008	5	2	0.5222	180.94
20080505	2008	5	5	2.0946	184.73
20080506	2008	5	6	1.0448	186.66
20080507	2008	5	7	-2.1804	182.59
20080508	2008	5	8	1.3528	185.06
20080509	2008	5	9	-0.87	183.45
20080512	2008	5	12	2.5675	188.16
20080513	2008	5	13	0.9566	189.96001
20080514	2008	5	14	-1.9478	186.25999
20080515	2008	5	15	1.863	189.73
20080516	2008	5	16	-1.1121	187.6201
20080519	2008	5	19	-2.1427	183.60001
20080520	2008	5	20	1.2527	185.89999
20080521	2008	5	21	-4.1474	178.19
20080522	2008	5	22	-0.6398	177.05
20080523	2008	5	23	2.327	181.17
20080527	2008	5	27	2.9033	186.42999
20080528	2008	5	28	0.3111	187.00999
20080529	2008	5	29	-0.1711	186.69
20080530	2008	5	30	1.1034	188.75
20080602	2008	6	2	-1.404	186.10001
20080603	2008	6	3	-0.3923	185.37
20080604	2008	6	4	-0.0971	185.19
20080605	2008	6	5	2.2895	189.42999
20080606	2008	6	6	-2.0007	185.64
20080609	2008	6	9	-2.1709	181.61
20080610	2008	6	10	2.219	185.64
20080611	2008	6	11	-2.6018	180.81
20080612	2008	6	12	-4.1757	173.25999
20080613	2008	6	13	-0.5137	172.37
20080616	2008	6	16	2.5933	176.84
20080617	2008	6	17	2.5956	181.42999
20080618	2008	6	18	-1.4771	178.75
20080619	2008	6	19	1.2028	180.89999
20080620	2008	6	20	-3.1122	175.27
20080623	2008	6	23	-1.2039	173.16
20080624	2008	6	24	0.052	173.25
20080625	2008	6	25	2.3896	177.39
20080626	2008	6	26	-5.1469	168.25999
20080627	2008	6	27	1.0876	170.09
20080630	2008	6	30	-1.558	167.44
20080701	2008	7	1	4.3239	174.67999
20080702	2008	7	2	-3.7211	168.17999
20080703	2008	7	3	1.1535	170.12
20080707	2008	7	7	2.9626	175.16
20080708	2008	7	8	2.5063	179.55
20080709	2008	7	9	-2.9518	174.25
20080710	2008	7	10	1.3659	176.63
20080711	2008	7	11	-2.2929	172.58
20080714	2008	7	14	0.7533	173.88
20080715	2008	7	15	-2.4385	169.64
20080716	2008	7	16	1.8687	172.81
20080717	2008	7	17	-0.5787	171.81
20080718	2008	7	18	-3.8764	165.14999
20080721	2008	7	21	0.6903	166.28999
20080722	2008	7	22	-2.5678	162.02
20080723	2008	7	23	2.617	166.25999
20080724	2008	7	24	-4.3486	159.03
20080725	2008	7	25	1.943	162.12
20080728	2008	7	28	-4.7619	154.39999
20080729	2008	7	29	1.7358	157.08
20080730	2008	7	30	1.7825	159.88
20080731	2008	7	31	-0.5817	158.95
20080801	2008	8	1	-1.4407	156.66
20080804	2008	8	4	-2.1895	153.23
20080805	2008	8	5	4.8359	160.64
20080806	2008	8	6	2.2099	164.19
20080807	2008	8	7	-0.3776	163.57001
20080808	2008	8	8	3.6559	169.55
20080811	2008	8	11	2.3651	173.56
20080812	2008	8	12	1.8265	176.73
20080813	2008	8	13	1.4542	179.3
20080814	2008	8	14	0.0112	179.32001
20080815	2008	8	15	-1.9964	175.74001
20080818	2008	8	18	-0.1992	175.39
20080819	2008	8	19	-1.0605	173.53
20080820	2008	8	20	1.3312	175.84
20080821	2008	8	21	-0.8815	174.28999
20080822	2008	8	22	1.4344	176.78999
20080825	2008	8	25	-2.3983	172.55
20080826	2008	8	26	0.6317	173.64
20080827	2008	8	27	0.5932	174.67
20080828	2008	8	28	-0.5324	173.74001
20080829	2008	8	29	-2.4232	169.53
20080902	2008	9	2	-1.9702	166.19
20080903	2008	9	3	0.4633	166.96001
20080904	2008	9	4	-3.438	161.22
20080905	2008	9	5	-0.6451	160.17999
20080908	2008	9	8	-1.4109	157.92
20080909	2008	9	9	-3.9514	151.67999
20080910	2008	9	10	-0.0461	151.61
20080911	2008	9	11	0.686	152.64999
20080912	2008	9	12	-2.4304	148.94
20080915	2008	9	15	-5.7607	140.36
20080916	2008	9	16	-0.342	139.88
20080917	2008	9	17	-8.6145	127.83
20080918	2008	9	18	4.8971	134.09
20080919	2008	9	19	5.0861	140.91
20080922	2008	9	22	-6.9974	131.05
20080923	2008	9	23	-3.2125	126.84
20080924	2008	9	24	1.4743	128.71001
20080925	2008	9	25	2.5017	131.92999
20080926	2008	9	26	-2.7969	128.24001
20080929	2008	9	29	-17.9195	105.26
20080930	2008	9	30	7.9802	113.66
20081001	2008	10	1	-3.9944	109.12
20081002	2008	10	2	-8.2661	100.1
20081003	2008	10	3	-3.027	97.07
20081006	2008	10	6	1.1023	98.14
20081007	2008	10	7	-9.1502	89.16
20081008	2008	10	8	0.7066	89.79
20081009	2008	10	9	-1.1694	88.74
20081010	2008	10	10	9.0827	96.8
20081013	2008	10	13	13.905	110.26
20081014	2008	10	14	-5.6049	104.08
20081015	2008	10	15	-5.8897	97.95
20081016	2008	10	16	4.0225	101.89
20081017	2008	10	17	-4.4067	97.4
20081020	2008	10	20	1.0678	98.44
20081021	2008	10	21	-7.0601	91.49
20081022	2008	10	22	5.8804	96.87
20081023	2008	10	23	1.4039	98.23
20081024	2008	10	24	-1.8833	96.38
20081027	2008	10	27	-4.4511	92.09
20081028	2008	10	28	8.4917	99.91
20081029	2008	10	29	4.6442	104.55
20081030	2008	10	30	6.2076	111.04
20081031	2008	10	31	-3.107	107.59
20081103	2008	11	3	-0.5856	106.96
20081104	2008	11	4	3.7678	110.99
20081105	2008	11	5	-6.9285	103.3
20081106	2008	11	6	-4.0658	99.1
20081107	2008	11	7	-0.8678	98.24
20081110	2008	11	10	-2.4023	95.88
20081111	2008	11	11	-1.1577	94.77
20081112	2008	11	12	-4.9066	90.12
20081113	2008	11	13	7.0129	96.44
20081114	2008	11	14	-6.4289	90.24
20081117	2008	11	17	-2.3271	88.14
20081118	2008	11	18	2.0082	89.91
20081119	2008	11	19	-4.0263	86.29
20081120	2008	11	20	-6.7215	80.49
20081121	2008	11	21	2.5966	82.58
20081124	2008	11	24	12.5575	92.95
20081125	2008	11	25	-2.3131	90.8
20081126	2008	11	26	4.6255	95
20081128	2008	11	28	-2.4526	92.67
20081201	2008	12	1	-4.0358	88.93
20081202	2008	12	2	3.9807	92.47
20081203	2008	12	3	3.7093	95.9
20081204	2008	12	4	-4.682	91.41
20081205	2008	12	5	2.8334	94
20081208	2008	12	8	6.0851	99.72
20081209	2008	12	9	0.341	100.06
20081210	2008	12	10	-1.8489	98.21
20081211	2008	12	11	-3.2685	95
20081212	2008	12	12	3.4421	98.27
20081215	2008	12	15	-3.582	94.75
20081216	2008	12	16	0.7177	95.43
20081217	2008	12	17	-6.5703	89.16
20081218	2008	12	18	0.3028	89.43
20081219	2008	12	19	0.6374	90
20081222	2008	12	22	-4.7333	85.74
20081223	2008	12	23	0.7464	86.38
20081224	2008	12	24	-1.5513	85.04
20081226	2008	12	26	0.9055	85.81
20081229	2008	12	29	0.9323	86.61
20081230	2008	12	30	-0.3695	86.29
20081231	2008	12	31	-1.0894	85.35
20090102	2009	1	2	6.3269	90.75
20090105	2009	1	5	4.2204	94.58
20090106	2009	1	6	-1.6494	93.02
20090107	2009	1	7	-2.1608	91.01
20090108	2009	1	8	1.8569	92.7
20090109	2009	1	9	-2.2869	90.58
20090112	2009	1	12	-2.1197	88.66
20090113	2009	1	13	-1.0715	87.71
20090114	2009	1	14	-2.7135	85.33
20090115	2009	1	15	-2.2853	83.38
20090116	2009	1	16	-1.2593	82.33
20090120	2009	1	20	-5.0164	78.2
20090121	2009	1	21	5.9207	82.83
20090122	2009	1	22	6.6763	88.36
20090123	2009	1	23	0	88.36
20090126	2009	1	26	1.4486	89.64
20090127	2009	1	27	1.216	90.73
20090128	2009	1	28	3.8245	94.2
20090129	2009	1	29	-1.2739	93
20090130	2009	1	30	-3.086	90.13
20090202	2009	2	2	1.5311	91.51
20090203	2009	2	3	1.6064	92.98
20090204	2009	2	4	0.613	93.55
20090205	2009	2	5	3.1106	96.46
20090206	2009	2	6	3.3796	99.72
20090209	2009	2	9	2.7978	102.51
20090210	2009	2	10	-4.5654	97.83
20090211	2009	2	11	-1.0324	96.82
20090212	2009	2	12	2.5305	99.27
20090213	2009	2	13	-0.1108	99.16
20090217	2009	2	17	-4.6692	94.53
20090218	2009	2	18	-0.1693	94.37
20090219	2009	2	19	-3.9525	90.64
20090220	2009	2	20	0.6178	91.2
20090223	2009	2	23	-4.6601	86.95
20090224	2009	2	24	3.7953	90.25
20090225	2009	2	25	1.0083	91.16
20090226	2009	2	26	-2.161	89.19
20090227	2009	2	27	0.1345	89.31
20090302	2009	3	2	-1.534	87.94
20090303	2009	3	3	0.489	88.37
20090304	2009	3	4	3.1685	91.17
20090305	2009	3	5	-2.5557	88.84
20090306	2009	3	6	-3.9847	85.3
20090309	2009	3	9	-2.5674	83.11
20090310	2009	3	10	6.6388	88.6275
20090311	2009	3	11	4.5725	92.68
20090312	2009	3	12	3.9599	96.35
20090313	2009	3	13	-0.4359	95.93
20090316	2009	3	16	-0.5316	95.42
20090317	2009	3	17	4.4435	99.66
20090318	2009	3	18	1.8663	101.52
20090319	2009	3	19	0.0985	101.62
20090320	2009	3	20	-0.0295	101.59
20090323	2009	3	23	5.975	107.66
20090324	2009	3	24	-1.0765	106.501
20090325	2009	3	25	-0.0103	106.49
20090326	2009	3	26	3.174	109.87
20090327	2009	3	27	-2.7487	106.85
20090330	2009	3	30	-2.2087	104.49
20090331	2009	3	31	0.6029	105.12
20090401	2009	4	1	3.3961	108.69
20090402	2009	4	2	3.6986	112.71
20090403	2009	4	3	2.9101	115.99
20090406	2009	4	6	2.1209	118.45
20090407	2009	4	7	-2.9126	115
20090408	2009	4	8	1.1478	116.32
20090409	2009	4	9	2.794	119.57
20090413	2009	4	13	0.5436	120.22
20090414	2009	4	14	-1.5888	118.31
20090415	2009	4	15	-0.5663	117.64
20090416	2009	4	16	3.2387	121.45
20090417	2009	4	17	1.6221	123.42
20090420	2009	4	20	-2.3659	120.5
20090421	2009	4	21	1.0456	121.76
20090422	2009	4	22	-0.2053	121.51
20090423	2009	4	23	3.2014	125.4
20090424	2009	4	24	-1.1962	123.9
20090427	2009	4	27	0.6699	124.73
20090428	2009	4	28	-0.6638	123.902
20090429	2009	4	29	0.9992	125.14
20090430	2009	4	30	0.5514	125.83
20090501	2009	5	1	1.1206	127.24
20090504	2009	5	4	3.796	132.07001
20090505	2009	5	5	0.4846	132.71001
20090506	2009	5	6	-0.1582	132.5
20090507	2009	5	7	-2.5962	129.06
20090508	2009	5	8	0.1007	129.19
20090511	2009	5	11	0.2941	129.57001
20090512	2009	5	12	-3.9747	124.42
20090513	2009	5	13	-3.9624	119.49
20090514	2009	5	14	2.8956	122.95
20090515	2009	5	15	-0.4311	122.42
20090518	2009	5	18	3.4553	126.65
20090519	2009	5	19	0.6317	127.45
20090520	2009	5	20	-1.2397	125.87
20090521	2009	5	21	-1.3427	124.18
20090522	2009	5	22	-1.3529	122.5
20090526	2009	5	26	6.7592	130.78
20090527	2009	5	27	1.7357	133.05
20090528	2009	5	28	1.5182	135.07001
20090529	2009	5	29	0.5479	135.81
20090601	2009	6	1	2.6066	139.35001
20090602	2009	6	2	0.1005	139.49001
20090603	2009	6	3	1.0467	140.95
20090604	2009	6	4	1.9794	143.74001
20090605	2009	6	5	0.647	144.67
20090608	2009	6	8	-0.5668	143.85001
20090609	2009	6	9	-0.7855	142.72
