Date	Apple Price	Stock Return	Market Return
19950818	44.875	0.005602	0.000996
19950821	44.125	-0.016713	-0.002046
19950822	44.75	0.014164	0.001727
19950823	45.5	0.01676	-0.002323
19950824	45.75	0.005495	-0.000378
19950825	44.75	-0.021858	0.004076
19950828	43	-0.039106	-0.002733
19950829	43.125	0.002907	0.000265
19950830	43.375	0.005797	0.003291
19950831	43	-0.008646	0.00324
19950901	43	0	0.002938
19950905	43.5	0.011628	0.009618
19950906	43.75	0.005747	0.003777
19950907	44.75	0.022857	0.000924
19950908	44.75	0	0.005081
19950911	44.25	-0.011173	0.002693
19950912	42.9375	-0.029661	0.002898
19950913	42.375	-0.0131	0.003784
19950914	40	-0.056047	0.005625
19950915	35.875	-0.103125	-0.001776
19950918	36.6875	0.022648	-0.001248
19950919	36.75	0.001704	0.003058
19950920	36.625	-0.003401	0.004524
19950921	37	0.010239	-0.005692
19950922	37.0625	0.001689	-0.003081
19950925	37.51563	0.012226	-0.001715
19950926	37.375	-0.003748	-0.000913
19950927	36.25	-0.0301	-0.003035
19950928	37.75	0.041379	0.009018
19950929	37.25	-0.013245	-0.000535
19951002	37.625	0.010067	-0.00601
19951003	37.625	0	-0.001503
19951004	36.375	-0.033223	-0.004286
19951005	36.5	0.003436	0.003061
19951006	35.6875	-0.02226	0.000405
19951009	34.8125	-0.024518	-0.010326
19951010	34.6875	-0.003591	-0.002385
19951011	34.875	0.005405	0.006182
19951012	35.3125	0.012545	0.007776
19951013	36	0.019469	0.003676
19951016	36.125	0.003472	-0.00172
19951017	36.625	0.013841	0.00578
19951018	37.375	0.020478	0.002235
19951019	34.75	-0.070234	0.003055
19951020	35.125	0.010791	-0.005506
19951023	35.125	0	-0.004171
19951024	35.125	0	0.001495
19951025	34.75	-0.010676	-0.008047
19951026	34.875	0.003597	-0.009288
19951027	34.75	-0.003584	0.004091
19951030	35.25	0.014388	0.00641
19951031	36.3125	0.030142	-0.001673
19951101	36.625	0.008606	0.004866
19951102	36.625	0	0.010427
19951103	36.5	-0.003413	0.003269
19951106	38.125	0.044521	-0.002361
19951107	39.625	0.039344	-0.004721
19951108	38.875	-0.018927	0.007
19951109	39.375	0.012862	0.004574
19951110	39.75	0.009524	-0.000909
19951113	40.875	0.028302	-0.001167
19951114	41.5	0.015291	-0.006264
19951115	41	-0.012048	0.005204
19951116	39.9375	-0.025915	0.005895
19951117	40.125	0.004695	0.004094
19951120	38.625	-0.037383	-0.005224
19951121	38.625	0.003107	0.002173
19951122	38.625	0	-0.001975
19951124	40.1875	0.040453	0.003544
19951127	39.375	-0.020218	0.001784
19951128	40	0.015873	0.007719
19951129	39.25	-0.01875	0.00423
19951130	38.125	-0.028662	-0.00009
19951201	37.625	-0.013115	0.001558
19951204	39.5	0.049834	0.01038
19951205	39.5	0	0.004649
19951206	38.75	-0.018987	0.00213
19951207	38.5625	-0.004839	-0.006559
19951208	39.375	0.02107	0.002042
19951211	38.625	-0.019048	0.002501
19951212	38	-0.016181	-0.002472
19951213	38.375	0.009868	0.004352
19951214	38.25	-0.003257	-0.007728
19951215	35.25	-0.078431	-0.002661
19951218	32.25	-0.085106	-0.017151
19951219	32.75	0.015504	0.009832
19951220	32.625	-0.003817	-0.004668
19951221	32.5	-0.003831	0.007087
19951222	32.25	-0.007692	0.003408
19951226	32.0625	-0.005814	0.003178
19951227	32.375	0.009747	0.001561
19951228	32	-0.011583	-0.000311
19951229	31.875	-0.003906	0.004446
19960102	32.125	0.007843	0.006617
19960103	32.125	0	-0.000145
19960104	31.5625	-0.01751	-0.007685
19960105	34.25	0.085149	-0.00103
19960108	34.625	0.010949	0.002685
19960109	32.75	-0.054152	-0.015874
19960110	34.25	0.045802	-0.015553
19960111	35	0.021898	0.008435
19960112	33.875	-0.032143	-0.000991
19960115	34.125	0.00738	-0.005277
19960116	34.5625	0.012821	0.010001
19960117	34	-0.016275	-0.00052
19960118	31.9375	-0.060662	0.003789
19960119	29.875	-0.064579	0.005698
19960122	30.5	0.020921	0.004292
19960123	31.625	0.036885	-0.000008
19960124	32.25	0.019763	0.010235
19960125	30.25	-0.062016	-0.00368
19960126	30.625	0.012397	0.006245
19960129	29.125	-0.04898	0.004046
19960130	27.3125	-0.062232	0.009159
19960131	27.625	0.011442	0.008002
19960201	28.375	0.027149	0.004638
19960202	29.25	0.030837	-0.002231
19960205	29.25	0	0.007042
19960206	29.625	0.012821	0.006841
19960207	28.25	-0.046414	0.003499
19960208	27.875	-0.013274	0.007728
19960209	27.75	-0.004484	0.000904
19960212	28.375	0.022523	0.005454
19960213	28.125	-0.008811	-0.001937
19960214	27.625	-0.017778	-0.004084
19960215	28	0.013575	-0.002695
19960216	27.5	-0.017857	-0.003414
19960220	29	0.054545	-0.010376
19960221	29.625	0.021552	0.010266
19960222	29.875	0.008439	0.015233
19960223	29.875	0	0.00066
19960226	29.5	-0.012552	-0.009783
19960227	28.625	-0.029661	-0.004134
19960228	27.75	-0.030568	-0.001603
19960229	27.5	-0.009009	-0.005453
19960301	26.875	-0.022727	0.00258
19960304	26.25	-0.023256	0.008817
19960305	26.625	0.014286	0.006692
19960306	26.1875	-0.016432	-0.00345
19960307	25.8125	-0.01432	0.001878
19960308	26	0.007264	-0.028427
19960311	25.875	-0.004808	0.009485
19960312	25.8125	-0.002415	-0.004633
19960313	25.75	-0.002421	0.004559
19960314	25.625	-0.004854	0.004259
19960315	25.875	0.009756	0.001548
19960318	26.125	0.009662	0.014237
19960319	25.75	-0.014354	-0.001157
19960320	25.25	-0.019417	-0.002589
19960321	25.125	-0.00495	-0.000666
19960322	25.375	0.00995	0.002254
19960325	24	-0.054187	-0.002551
19960326	23.875	-0.005208	0.003093
19960327	25.25	0.057592	-0.003114
19960328	24.1875	-0.042079	0.000341
19960329	24.5625	0.015504	-0.001666
19960401	25.5	0.038168	0.010209
19960402	25	-0.019608	0.00237
19960403	24.5625	-0.0175	0.001396
19960404	24.125	-0.017812	0.000549
19960408	24.375	0.010363	-0.015996
19960409	26	0.066667	-0.000826
19960410	26	0	-0.01069
19960411	25.75	-0.009615	-0.005029
19960412	25.5	-0.009709	0.008017
19960415	25.75	0.009804	0.008038
19960416	25.875	0.004854	0.005008
19960417	25.25	-0.024155	-0.004497
19960418	24.75	-0.019802	0.004784
19960419	25.0625	0.012626	0.002394
19960422	25.125	0.002494	0.005945
19960423	24.75	-0.014925	0.006045
19960424	24.25	-0.020202	0.000197
19960425	24.875	0.025773	0.004648
19960426	24.75	-0.005025	0.001809
19960429	24.75	0	0.001041
19960430	24.375	-0.015152	0.000455
19960501	24.375	0	0.00233
19960502	23.75	-0.025641	-0.015377
19960503	23.875	0.005263	-0.000712
19960506	25.625	0.073298	-0.001344
19960507	26.875	0.04878	-0.003472
19960508	26.75	-0.004651	0.005746
19960509	26.125	-0.023364	0.002648
19960510	27.25	0.043062	0.010629
19960513	27.0625	-0.006881	0.01282
19960514	27.5	0.016166	0.007138
19960515	28.5	0.036364	-0.000028
19960516	28.375	-0.004386	0.000458
19960517	27.625	-0.026432	0.005475
19960520	27.9375	0.011312	0.005929
19960521	27.125	-0.029083	-0.000339
19960522	26.0625	-0.039171	0.006083
19960523	26.25	0.007194	-0.002404
19960524	26.75	0.019048	0.002484
19960528	26.375	-0.014019	-0.008482
19960529	24.875	-0.056872	-0.006364
19960530	25.5	0.025126	0.005144
19960531	26.125	0.02451	-0.001354
19960603	24.75	-0.052632	-0.002304
19960604	24.1875	-0.022727	0.006594
19960605	25.125	0.03876	0.00687
19960606	24.25	-0.034826	-0.007395
19960607	24.375	0.005155	-0.002093
19960610	24.125	-0.010256	-0.000857
19960611	24	-0.005181	-0.001098
19960612	24.25	0.010417	-0.000602
19960613	24.625	0.015464	-0.002779
19960614	23.9375	-0.027919	-0.004153
19960617	23.625	-0.013055	-0.00187
19960618	22.75	-0.037037	-0.007169
19960619	23.125	0.016484	-0.00099
19960620	22.75	-0.016216	-0.003086
19960621	22.625	-0.005495	0.005646
19960624	22.25	-0.016575	0.003625
19960625	20.625	-0.073034	-0.00212
19960626	19.875	-0.036364	-0.007864
19960627	20.625	0.037736	0.00585
19960628	21	0.018182	0.007411
19960701	21.5	0.02381	0.007615
19960702	21	-0.023256	-0.002398
19960703	19.375	-0.077381	-0.00311
19960705	19.5	0.006452	-0.019585
19960708	19.125	-0.019231	-0.008258
19960709	19	-0.006536	0.003548
19960710	18.75	-0.013158	-0.00189
19960711	17.875	-0.046667	-0.017945
19960712	18.0625	0.01049	0.00007
19960715	17.1875	-0.048443	-0.026165
19960716	16.875	-0.018182	-0.005375
19960717	16.875	0	0.014044
19960718	20.875	0.237037	0.015947
19960719	20.75	-0.005988	-0.007249
19960722	20.25	-0.024096	-0.009241
19960723	20.5	0.012346	-0.014113
19960724	20.8125	0.015244	-0.002809
19960725	21	0.009009	0.009198
19960726	22	0.047619	0.009118
19960729	22.25	0.011364	-0.007411
19960730	21.375	-0.039326	0.004736
19960731	22	0.02924	0.007397
19960801	21.25	-0.034091	0.015416
19960802	21.625	0.017647	0.018202
19960805	21	-0.028902	-0.00258
19960806	21.5	0.02381	0.002974
19960807	22.375	0.040698	0.004073
19960808	22.125	-0.011173	-0.001235
19960809	23.125	0.045198	-0.002373
19960812	23	-0.005405	0.005293
19960813	22.5	-0.021739	-0.007499
19960814	22.75	0.011111	0.003878
19960815	22.25	-0.021978	0.001147
19960816	22.5	0.011236	0.004342
19960819	23.625	0.05	0.001189
19960820	23.5	-0.005291	-0.001044
19960821	23	-0.021277	-0.000564
19960822	23.25	0.01087	0.008453
19960823	23.875	0.026882	-0.003318
19960826	24.125	0.010471	-0.003415
19960827	24.85938	0.03044	0.00413
19960828	24.875	0.000629	0.000343
19960829	24.5	-0.015075	-0.008975
19960830	24.25	-0.010204	-0.005878
19960903	24.125	-0.005155	0.001624
19960904	24.125	0	0.001719
19960905	22.875	-0.051813	-0.009313
19960906	23	0.005464	0.009646
19960909	22	-0.043478	0.009564
19960910	21.5	-0.022727	0.000703
19960911	21.125	-0.017442	0.00426
19960912	20.375	-0.035503	0.006294
19960913	21	0.030675	0.012649
19960916	22.375	0.065476	0.00498
19960917	23	0.027933	-0.001014
19960918	23.5	0.021739	-0.001522
19960919	23.375	-0.005319	0.001991
19960920	22.875	-0.02139	0.005052
19960923	22.375	-0.021858	-0.001753
19960924	22.5	0.005587	0.000073
19960925	22.375	-0.005556	0.001845
19960926	22.375	0	0.002239
19960927	22.3125	-0.002793	0.000795
19960930	22.1875	-0.005602	0.002113
19961001	24.625	0.109859	0.00055
19961002	23.625	-0.040609	0.00737
19961003	22.375	-0.05291	-0.001472
19961004	22.8125	0.019553	0.011023
19961007	23.125	0.013699	0.00195
19961008	23.25	0.005405	-0.004125
19961009	23	-0.010753	-0.00465
19961010	24.1875	0.05163	-0.002068
19961011	24.25	0.002584	0.00682
19961014	25.25	0.041237	0.004415
19961015	25.25	0	-0.001402
19961016	25.75	0.019802	0.000896
19961017	26.375	0.024272	0.002511
19961018	26.5625	0.007109	0.003673
19961021	25.625	-0.035294	-0.002432
19961022	24.875	-0.029268	-0.006118
19961023	24.75	-0.005025	0.000258
19961024	24.75	0	-0.004388
19961025	24.5	-0.010101	-0.00183
19961028	24.5	0	-0.0056
19961029	23.25	-0.05102	0.002466
19961030	22.875	-0.016129	-0.000013
19961031	23	0.005464	0.006203
19961101	24.25	0.054348	-0.001586
19961104	24.375	0.005155	0.002829
19961105	25.5	0.046154	0.008551
19961106	25.5	0	0.013675
19961107	25.875	0.014706	0.004134
19961108	26.25	0.014493	0.00376
19961111	26	-0.009524	0.002012
19961112	25.25	-0.028846	-0.001706
19961113	25.5625	0.012376	0.001912
19961114	25.625	0.002445	0.005874
19961115	25	-0.02439	0.000926
19961118	24.75	-0.01	-0.001414
19961119	24.875	0.005051	0.00542
19961120	25	0.005025	0.002502
19961121	24.5	-0.02	-0.001821
19961122	25.25	0.030612	0.007389
19961125	25	-0.009901	0.009566
19961126	24.25	-0.03	-0.001628
19961127	24.5	0.010309	0.000381
19961129	24.125	-0.015306	0.00297
19961202	25.125	0.041451	0.000557
19961203	25.125	0	-0.006783
19961204	25	-0.004975	-0.003162
19961205	25	0	-0.00057
19961206	25.125	0.005	-0.007248
19961209	25	-0.004975	0.013877
19961210	24.5	-0.02	-0.002462
19961211	24	-0.020408	-0.009243
19961212	23.875	-0.005208	-0.012172
19961213	23.25	-0.026178	-0.002704
19961216	22.625	-0.026882	-0.010521
19961217	22.5	-0.005525	0.00457
19961218	23.125	0.027778	0.008307
19961219	22.25	-0.037838	0.015728
19961220	23.5	0.05618	0.003106
19961223	23.25	-0.010638	-0.003171
19961224	23.125	-0.005376	0.004714
19961226	23	-0.005405	0.005708
19961227	23.125	0.005435	0.001953
19961230	21.75	-0.059459	-0.00197
19961231	20.875	-0.04023	-0.009399
19970102	21	0.005988	-0.007356
19970103	21.75	0.035714	0.013499
19970106	17.875	-0.178161	0.000688
19970107	17.5	-0.020979	0.00736
19970108	17.625	0.007143	-0.003758
19970109	17.75	0.007092	0.007503
19970110	18.25	0.028169	0.005166
19970113	18.125	-0.006849	-0.000117
19970114	17.875	-0.013793	0.011046
19970115	17.25	-0.034965	-0.001555
19970116	16.75	-0.028986	0.002904
19970117	16.75	0	0.007135
19970120	16.9375	0.011194	0.002392
19970121	17.25	0.01845	0.005442
19970122	17.1875	-0.003623	0.003937
19970123	17.25	0.003636	-0.008113
19970124	16.875	-0.021739	-0.009255
19970127	16.625	-0.014815	-0.006601
19970128	16.625	0	0.000513
19970129	16.625	0	0.006686
19970130	16.75	0.007519	0.01179
19970131	16.625	-0.007463	0.003356
19970203	16.3125	-0.018797	0.000252
19970204	15.375	-0.057471	0.001354
19970205	15.25	-0.00813	-0.012221
19970206	16	0.04918	0.002083
19970207	15.8125	-0.011719	0.009366
19970210	15.625	-0.011858	-0.006305
19970211	15.6875	0.004	0.003573
19970212	15.75	0.003984	0.014943
19970213	16.125	0.02381	0.010211
19970214	16.3125	0.011628	-0.001738
19970218	17.875	0.095785	0.006932
19970219	17.625	-0.013986	-0.002862
19970220	17	-0.035461	-0.010957
19970221	16.375	-0.036765	-0.002208
19970224	16.625	0.015267	0.008239
19970225	16.875	0.015038	0.002677
19970226	17.125	0.014815	-0.007344
19970227	17	-0.007299	-0.011953
19970228	16.25	-0.044118	-0.004609
19970303	16.125	-0.007692	0.003762
19970304	16.5	0.023256	-0.002237
19970305	17	0.030303	0.011548
19970306	16.625	-0.022059	-0.002523
19970307	16.5	-0.007519	0.006817
19970310	16.625	0.007576	0.008555
19970311	16.375	-0.015038	-0.001941
19970312	16.25	-0.007634	-0.007686
19970313	16.375	0.007692	-0.01597
19970314	16.5625	0.01145	0.003525
19970317	16.5	-0.003774	-0.001181
19970318	16.25	-0.015152	-0.007275
19970319	16.125	-0.007692	-0.006173
19970320	17.25	0.069767	-0.001855
19970321	16.625	-0.036232	0.001161
19970324	16.5	-0.007519	0.004833
19970325	16.5	0	-0.000314
19970326	16.75	0.015152	0.002533
19970327	18.625	0.11194	-0.018525
19970331	18.25	-0.020134	-0.021979
19970401	17.5	-0.041096	0.001814
19970402	18	0.028571	-0.011313
19970403	18.875	0.048611	-0.000268
19970404	19.25	0.019868	0.011109
19970407	19.5	0.012987	0.00785
19970408	19.125	-0.019231	0.00419
19970409	19	-0.006536	-0.005373
19970410	18.875	-0.006579	-0.004027
19970411	18.25	-0.033113	-0.024119
19970414	18.75	0.027397	0.005163
19970415	18.4375	-0.016667	0.011972
19970416	18.5625	0.00678	0.008097
19970417	19	0.023569	-0.000846
19970418	18.375	-0.032895	0.004321
19970421	18	-0.020408	-0.009289
19970422	18.5	0.027778	0.013663
19970423	18.125	-0.02027	-0.000019
19970424	17.875	-0.013793	-0.002029
19970425	17.5	-0.020979	-0.009076
19970428	17.625	0.007143	0.007806
19970429	17.6875	0.003546	0.023652
19970430	17	-0.038869	0.009359
19970501	17	0	-0.000345
19970502	17	0	0.019162
19970505	17	0	0.021047
19970506	16.875	-0.007353	-0.00272
19970507	16.5	-0.022222	-0.011108
19970508	17	0.030303	0.004438
19970509	17.0625	0.003676	0.005412
19970512	17.5625	0.029304	0.01276
19970513	17.5625	0	-0.004292
19970514	17.6875	0.007117	0.003524
19970515	17.75	0.003534	0.005928
19970516	17.25	-0.028169	-0.010439
19970519	17	-0.014493	0.002838
19970520	17.25	0.014706	0.008916
19970521	16.875	-0.021739	-0.000635
19970522	16.625	-0.014815	-0.002134
19970523	16.875	0.015038	0.012575
19970527	17.25	0.022222	0.002978
19970528	17	-0.014493	-0.001005
19970529	16.625	-0.022059	-0.002333
19970530	16.625	0	0.005413
19970602	16.9375	0.018797	0.000079
19970603	16.6875	-0.01476	-0.001269
19970604	16.625	-0.003745	-0.004104
19970605	16.6875	0.003759	0.004386
19970606	16.75	0.003745	0.013515
19970609	16.625	-0.007463	0.004639
19970610	16.25	-0.022556	0.001533
19970611	16.3125	0.003846	0.003968
19970612	16.0625	-0.015326	0.012704
19970613	15.8125	-0.015564	0.009857
19970616	15.5	-0.019763	0.000728
19970617	16.34375	0.054435	0.001468
19970618	15.9375	-0.024857	-0.003684
19970619	15.75	-0.011765	0.009393
19970620	15.5625	-0.011905	-0.000178
19970623	15.375	-0.012048	-0.017591
19970624	15.3125	-0.004065	0.01565
19970625	15.125	-0.012245	-0.006589
19970626	14.6875	-0.028926	-0.00457
19970627	14.6875	0	0.004303
19970630	14.25	-0.029787	-0.000431
19970701	13.1875	-0.074561	0.005711
19970702	13.0625	-0.009479	0.011725
19970703	13.6875	0.047847	0.011901
19970707	13.8125	0.009132	-0.003361
19970708	13.75	-0.004525	0.007016
19970709	13.6875	-0.004545	-0.008644
19970710	13.25	-0.031963	0.006052
19970711	15.1875	0.146226	0.00466
19970714	15.625	0.028807	0.002445
19970715	15.9375	0.02	0.007395
19970716	16.4375	0.031373	0.011497
19970717	17.5	0.064639	-0.005135
19970718	17.34375	-0.008929	-0.013546
19970721	16.15625	-0.068468	-0.004235
19970722	16.5625	0.025145	0.019323
19970723	16.125	-0.026415	0.003249
19970724	15.8125	-0.01938	0.003174
19970725	16.25	0.027668	-0.000925
19970728	16.4375	0.011538	-0.001981
19970729	16.5	0.003802	0.0052
19970730	17.375	0.05303	0.010844
19970731	17.5	0.007194	0.002228
19970801	19.1875	0.096429	-0.005218
19970804	19.75	0.029316	0.003246
19970805	19.75	0	0.003593
19970806	26.3125	0.332278	0.007348
19970807	29.1875	0.109264	-0.007021
19970808	26.8125	-0.08137	-0.017508
19970811	24.5625	-0.083916	0.001321
19970812	22.0625	-0.101781	-0.008815
19970813	23.625	0.070822	-0.002368
19970814	23	-0.026455	0.002551
19970815	23.25	0.01087	-0.019867
19970818	23.625	0.016129	0.007877
19970819	24.4375	0.034392	0.01395
19970820	24.625	0.007673	0.013532
19970821	24	-0.025381	-0.011823
19970822	23.625	-0.015625	-0.002587
19970825	23.0625	-0.02381	-0.000671
19970826	22.25	-0.03523	-0.005647
19970827	22.6875	0.019663	0.001921
19970828	22	-0.030303	-0.007692
19970829	21.75	-0.011364	-0.001998
19970902	22.375	0.028736	0.024154
19970903	22.5	0.005587	0.001887
19970904	22.5	0	0.002888
19970905	22.1875	-0.013889	0.000623
19970908	21.5	-0.030986	0.003201
19970909	21.8125	0.014535	0.002928
19970910	22.9375	0.051576	-0.011493
19970911	22.375	-0.024523	-0.006087
19970912	22.0625	-0.013966	0.011792
19970915	21.5	-0.025496	-0.002509
19970916	21.9375	0.020349	0.021903
19970917	21.8125	-0.005698	-0.000475
19970918	22.3125	0.022923	0.00387
19970919	21.9375	-0.016807	0.003052
19970922	22.8125	0.039886	0.005282
19970923	21.75	-0.046575	-0.002468
19970924	21.5	-0.011494	-0.005779
19970925	21.125	-0.017442	-0.005503
19970926	21.3125	0.008876	0.006233
19970929	22.0625	0.035191	0.00738
19970930	21.6875	-0.016997	-0.003274
19971001	21.53125	-0.007205	0.006451
19971002	21.9375	0.018868	0.005401
19971003	22.125	0.008547	0.005122
19971006	21.9375	-0.008475	0.007065
19971007	21.8125	-0.005698	0.008878
19971008	21.5	-0.014327	-0.005797
19971009	21.75	0.011628	-0.001867
19971010	22.6875	0.043103	-0.002716
19971013	22.6875	0	0.001174
19971014	22.6875	0	0.000489
19971015	23.8125	0.049587	-0.00329
19971016	21.5	-0.097113	-0.010228
19971017	20.125	-0.063953	-0.012782
19971020	18.6875	-0.071429	0.01107
19971021	19.0625	0.020067	0.015908
19971022	18.5625	-0.02623	-0.002626
19971023	17.75	-0.043771	-0.018036
19971024	16.5625	-0.066901	-0.007937
19971027	16.75	0.011321	-0.065268
19971028	18.125	0.08209	0.040216
19971029	17.5	-0.034483	0.001229
19971030	16.5	-0.057143	-0.015526
19971031	17.03125	0.032197	0.011767
19971103	17.375	0.020183	0.02302
19971104	17.9375	0.032374	0.002354
19971105	18.375	0.02439	0.003802
19971106	19	0.034014	-0.004876
19971107	19.75	0.039474	-0.012733
19971110	18.75	-0.050633	-0.004939
19971111	18.375	-0.02	0.000513
19971112	17.625	-0.040816	-0.019454
19971113	18	0.021277	0.008125
19971114	18.4375	0.024306	0.012085
19971117	18.5	0.00339	0.018258
19971118	18.0625	-0.023649	-0.007711
19971119	18.25	0.010381	0.004154
19971120	18.5	0.013699	0.01351
19971121	18.1875	-0.016892	0.002695
19971124	17.625	-0.030928	-0.016283
19971125	17.375	-0.014184	0.003239
19971126	17.5	0.007194	0.001576
19971128	17.75	0.014286	0.003766
19971201	17.75	0	0.017365
19971202	15.875	-0.105634	-0.002715
19971203	15.75	-0.007874	0.005386
19971204	15.625	-0.007937	-0.001622
19971205	15.8125	0.012	0.009811
19971208	15.5625	-0.01581	0.000942
19971209	15.25	-0.02008	-0.007245
19971210	14.75	-0.032787	-0.007866
19971211	14.5625	-0.012712	-0.015726
19971212	14.125	-0.030043	-0.002901
19971215	13.9375	-0.013274	0.006395
19971216	14.3125	0.026906	0.006078
19971217	13.9375	-0.026201	-0.000977
19971218	13.8125	-0.008969	-0.010303
19971219	13.6875	-0.00905	-0.006804
19971222	13.3125	-0.027397	0.005851
19971223	12.9375	-0.028169	-0.011399
19971224	13.125	0.014493	-0.005275
19971226	13.3125	0.014286	0.003302
19971229	13.125	-0.014085	0.016165
19971230	13.1875	0.004762	0.017572
19971231	13.125	-0.004739	0.002603
19980102	16.25	0.238095	0.002498
19980105	15.875	-0.023077	0.002247
19980106	18.9375	0.192913	-0.010237
19980107	17.5	-0.075908	-0.003491
19980108	18.1875	0.039286	-0.008315
19980109	18.1875	0	-0.029345
19980112	18.25	0.003436	0.006977
19980113	19.5	0.068493	0.015261
19980114	19.75	0.012821	0.006385
19980115	19.1875	-0.028481	-0.005686
19980116	18.8125	-0.019544	0.011203
19980120	19.125	0.016611	0.016317
19980121	18.875	-0.013072	-0.006188
19980122	19.25	0.019868	-0.008378
19980123	19.5	0.012987	-0.00494
19980126	19.4375	-0.003205	-0.002087
19980127	19.125	-0.016077	0.009826
19980128	19.1875	0.003268	0.010073
19980129	18.5	-0.035831	0.007405
19980130	18.3125	-0.010135	-0.003796
19980202	17.6875	-0.03413	0.018904
19980203	18.3125	0.035336	0.005177
19980204	18.25	-0.003413	0.00271
19980205	18.3125	0.003425	-0.000821
19980206	18.5	0.010239	0.007598
19980209	19.1875	0.037162	-0.000673
19980210	19.4375	0.013029	0.008044
19980211	19	-0.022508	0.001577
19980212	19.375	0.019737	0.003461
19980213	19.5	0.006452	-0.002211
19980217	19.625	0.00641	0.001675
19980218	20.5625	0.047771	0.007987
19980219	20.4375	-0.006079	-0.001946
19980220	20	-0.021407	0.003751
19980223	21.25	0.0625	0.004369
19980224	21.3125	0.002941	-0.006726
19980225	22.3125	0.046921	0.011503
19980226	23.5	0.053221	0.005981
19980227	23.625	0.005319	0.000788
19980302	22.75	-0.037037	-0.001222
19980303	23.125	0.016484	0.003609
19980304	24.4375	0.056757	-0.003851
19980305	24.0625	-0.015345	-0.010037
19980306	24.4375	0.015584	0.018279
19980309	22.75	-0.069054	-0.00294
19980310	24.0625	0.057692	0.010597
19980311	26.125	0.085714	0.00491
19980312	27	0.033493	0.001627
19980313	27.125	0.00463	-0.000494
19980316	26.6875	-0.016129	0.008693
19980317	26.34375	-0.012881	0.00098
19980318	26.9375	0.022539	0.004693
19980319	26.75	-0.006961	0.004085
19980320	26.375	-0.014019	0.005988
19980323	26.125	-0.009479	-0.002699
19980324	28	0.07177	0.00844
19980325	27.15625	-0.030134	-0.001835
19980326	26.5625	-0.021864	-0.000173
19980327	26.9375	0.014118	-0.003702
19980330	27.4375	0.018561	-0.002173
19980331	27.5	0.002278	0.007679
19980401	27.5	0	0.006151
19980402	27.3125	-0.006818	0.0082
19980403	27.0625	-0.009153	0.001932
19980406	26.25	-0.030023	-0.002479
19980407	25.5	-0.028571	-0.010451
19980408	25	-0.019608	-0.00435
19980409	25.625	0.025	0.007797
19980413	26.4375	0.031707	-0.000352
19980414	26.9375	0.018913	0.007013
19980415	27.4375	0.018561	0.004046
19980416	28.625	0.04328	-0.008271
19980417	27.9375	-0.024017	0.010754
19980420	29	0.038031	0.0019
19980421	29	0	0.002617
19980422	27.5	-0.051724	0.002808
19980423	27.6875	0.006818	-0.010752
19980424	27.9375	0.009029	-0.009518
19980427	27.75	-0.006711	-0.021248
19980428	26.9375	-0.029279	0.002029
19980429	27	0.00232	0.009041
19980430	27.375	0.013889	0.014619
19980501	28	0.022831	0.00642
19980504	29.0625	0.037946	0.001766
19980505	29.6875	0.021505	-0.005615
19980506	30.3125	0.021053	-0.007844
19980507	30.1875	-0.004124	-0.008112
19980508	30.4375	0.008282	0.010656
19980511	30.9375	0.016427	-0.002013
19980512	30.125	-0.026263	0.005206
19980513	30.4375	0.010373	0.002493
19980514	30.0625	-0.01232	-0.001579
19980515	29.5625	-0.016632	-0.007224
19980518	28.5	-0.035941	-0.004324
19980519	29.375	0.030702	0.004003
19980520	29.5625	0.006383	0.004911
19980521	28.875	-0.023256	-0.003124
19980522	27.875	-0.034632	-0.004927
19980526	26.6875	-0.042601	-0.01484
19980527	26.75	0.002342	-0.003902
19980528	27.4375	0.025701	0.005951
19980529	26.625	-0.029613	-0.003699
19980601	26.25	-0.014085	-0.003561
19980602	26.875	0.02381	0.002235
19980603	26.3125	-0.02093	-0.007391
19980604	26.8125	0.019002	0.00953
19980605	26.875	0.002331	0.013909
19980608	27.25	0.013953	0.002784
19980609	28.25	0.036697	0.002443
19980610	28.0625	-0.006637	-0.007159
19980611	27.8125	-0.008909	-0.014523
19980612	28.125	0.011236	0.000814
19980615	27.5	-0.022222	-0.019638
19980616	28	0.018182	0.010098
19980617	28.125	0.004464	0.016313
19980618	27.3125	-0.028889	-0.00168
19980619	27.0625	-0.009153	-0.003946
19980622	27.375	0.011547	0.00349
19980623	27.8125	0.015982	0.013179
19980624	28.25	0.01573	0.011204
19980625	28.5625	0.011062	-0.002676
19980626	28.1875	-0.013129	0.003008
19980629	28.6875	0.017738	0.005623
19980630	28.6875	0	-0.001363
19980701	29.9375	0.043573	0.010831
19980702	29	-0.031315	-0.001674
19980706	30.375	0.047414	0.008532
19980707	30.5	0.004115	-0.001407
19980708	32.5625	0.067623	0.008761
19980709	31.6875	-0.026871	-0.004979
19980710	32.0625	0.011834	0.00304
19980713	33.9375	0.05848	0.00095
19980714	33.4375	-0.014733	0.00841
19980715	34.4375	0.029907	-0.000677
19980716	37.5	0.088929	0.006451
19980717	36.875	-0.016667	0.001774
19980720	36.25	-0.016949	-0.001092
19980721	35.625	-0.017241	-0.015125
19980722	35	-0.017544	-0.003001
19980723	34.9375	-0.001786	-0.019983
19980724	34.6875	-0.007156	-0.001729
19980727	34.4375	-0.007207	0.001462
19980728	33.625	-0.023593	-0.0144
