Name	Class	Vehicle Type	Transmission	Combined MPG	City MPG	Highway MPG	Weight (pounds)	Displacement (liters)	Horsepower	Air Aspiration	# Cylinders	Intake Valves Per Cyl	Exhaust Valves Per Cyl	# Gears	Drive System	THC	CO	CO2	NOx	PM	Energy Storage Device Desc	2Dr Pass Vol	2Dr Lugg Vol	4Dr Pass Vol	4Dr Lugg Vol	Htchbk Pass Vol	Htchbk Lugg Vol	Camless Valvetrain (Y or N)	Oil Viscosity	Test Veh Displ (L)	Air Aspir Method	Cyl Deact?	Var Valve Timing?
Chevrolet CORVETTE	Two Seaters	Car	Manual	18	15	24	3500	7	505	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.08789	1.38283	479.719	0.02316									N	5W30	7	NA	N	N
Chevrolet CORVETTE	Two Seaters	Car	Semi-Automatic	18	15	25	3625	6.2	420	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.06867	1.13745	488.007	0.01126									N	5W30	6.2	NA	N	N
Chevrolet CRUZE ECO	Midsize Cars	Car	Automatic	31	26	39	3375	1.4	140	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0163552	0.133294	266.493	0.015717					94	16			N	10W30	1.4	TC	N	Y
Chevrolet CRUZE	Midsize Cars	Car	Manual	30	26	38	3250	1.4	138	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0130223	0.138725	243.361	0.0048001					94	16			N	10W30	1.4	TC	N	Y
Chevrolet CRUZE	Midsize Cars	Car	Manual	29	25	36	3375	1.8	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0186588	0.279803	277.32	0.0099017					94	16			N	10W30	1.8	NA	N	Y
Chevrolet CRUZE	Midsize Cars	Car	Semi-Automatic	30	26	38	3375	1.4	140	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0163552	0.133294	266.493	0.015717					94	16			N	10W30	1.4	TC	N	Y
Chevrolet CRUZE	Midsize Cars	Car	Semi-Automatic	27	22	35	3375	1.8	140	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0204081	0.37103	311.466212	0.005905					94	16			N	10W30	1.8	NA	N	Y
Cadillac CTS AWD	Midsize Cars	Car	Semi-Automatic	21	18	26	4500	3	265	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.02006	0.20863	231.041	0.00394					97	14			N	5W30	3	NA	N	Y
Cadillac CTS AWD	Midsize Cars	Car	Semi-Automatic	21	18	27	4500	3.6	304	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.03096	0.15397	399.586	0.02015					97	14			N	5W30	3.6	NA	N	Y
Cadillac CTS WAGON	Small Station Wagons	Car	Semi-Automatic	21	18	26	4750	3.6	304	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.0113047	0.0732077	435.128	0.0040369					97	28			N	5W30	3.6	NA	N	Y
Cadillac CTS	Midsize Cars	Car	Manual	19	16	26	4250	3	265	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.05104	0.55613	475.168	0.0317					99	15			N	5W30	3	NA	N	Y
Cadillac CTS	Midsize Cars	Car	Manual	16	14	19	4500	6.2	550	Supercharged	8	1	1	6	2-Wheel Drive, Rear	0.06137	0.74302	509.072	0.03178					99	15			N	5W30	6.2	SC	N	N
Cadillac CTS	Midsize Cars	Car	Semi-Automatic	22	18	27	4250	3	265	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.02006	0.20863	231.041	0.00394					99	15			N	5W30	3	NA	N	Y
Cadillac CTS	Midsize Cars	Car	Semi-Automatic	14	12	18	4500	6.2	550	Supercharged	8	1	1	6	2-Wheel Drive, Rear	0.05524	1.0757	602.197	0.01123					99	15			N	5W30	6.2	SC	N	N
Chevrolet EQUINOX AWD	Special Purpose Vehicle, SUV 4WD	Both	Automatic	23	20	29	4250	2.4	182	Naturally Aspirated	4	2	2	6	All Wheel Drive	0.02486	0.69817	338.502	0.00298									N	5W30	2.4	NA	N	Y
Chevrolet EQUINOX AWD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	19	16	23	4500	3	264	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.0253	0.33554	417.038	0.00695									N	5W30	3	NA	N	Y
Chevrolet EQUINOX FWD	Special Purpose Vehicle, SUV 2WD	Both	Automatic	26	22	32	4000	2.4	182	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.02121	0.6285	309.317	0.01503									N	5W30	2.4	NA	N	Y
Cadillac ESCALADE 2WD	Special Purpose Vehicle, SUV 2WD	Truck	Automatic	16	14	18	6000	6.2	403	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.00822	0.31623	325.94	0.00444									N	5W30	6.2	NA	Y	Y
Cadillac ESCALADE 4WD HYBRID	Special Purpose Vehicle, SUV 4WD	Truck	Continuously Variable	21	20	23	6500	6	332	Naturally Aspirated	8	1	1	1	4-Wheel Drive	0.0339692	0.365158	350.466	0.0135889		Battery(s)							N	5W30	6	NA	Y	Y
Cadillac ESCALADE AWD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	15	13	18	6000	6.2	403	Naturally Aspirated	8	1	1	6	All Wheel Drive	0.00822	0.31623	325.94	0.00444									N	5W30	6.2	NA	Y	Y
Chevrolet G1500 EXPRESS 2WD CARGO	Vans, Cargo Types	Truck	Automatic	15	13	18	5500	5.3	301	Naturally Aspirated	8	1	1	4	2-Wheel Drive, Rear	0.06005	1.43232	555.153	0.00749									N	5W30	5.3	NA	N	Y
Chevrolet G2500 EXPRESS 2WD CARGO MDPV	Vans, Cargo Types	Truck	Automatic	12	10	15	7000	6	323	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.06354	1.06791	667.168	0.02195									N	5W30	6	NA	N	Y
Chevrolet G3500 EXPRESS 2WD PASS MDPV	Vans, Passenger Type	Truck	Automatic	13	11	17	6500	4.8	280	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.0840353	1.37525	645.137	0.0350426									N	5W30	4.8	NA	N	Y
Chevrolet G3500 EXPRESS 2WD PASS MDPV	Vans, Passenger Type	Truck	Automatic	12	11	16	6500	6	323	Naturally Aspirated	8	1	1	6	2-Wheel Drive, Rear	0.0430042	2.16998	404.868	0.0234576									N	5W30	6	NA	N	Y
Chevrolet H1500 EXPRESS AWD CARGO	Vans, Cargo Types	Truck	Automatic	14	13	17	5500	5.3	301	Naturally Aspirated	8	1	1	4	All Wheel Drive	0.00666	0.1914	388.161	0.00468									N	5W30	5.3	NA	N	Y
Chevrolet IMPALA	Large Cars	Both	Automatic	22	18	30	3875	3.6	280	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.0153155	0.0644535	396.86	0.0065005					105	19			N	5W30	3.6	NA	N	Y
Chevrolet K15 SILVERADO 4WD	Standard Pick-up Trucks 4WD	Truck	Automatic	15	14	18	5250	4.3	195	Naturally Aspirated	6	1	1	4	4-Wheel Drive	0.06576	1.28636	511.255	0.02714									N	5W30	4.3	NA	N	N
Chevrolet K15 SILVERADO 4WD	Standard Pick-up Trucks 4WD	Truck	Automatic	15	13	18	5500	4.8	295	Naturally Aspirated	8	1	1	4	4-Wheel Drive	0.00392	0.28274	335.352	0.00042									N	5W30	4.8	NA	N	Y
Chevrolet K15 SILVERADO 4WD	Standard Pick-up Trucks 4WD	Truck	Automatic	17	15	21	6000	5.3	320	Naturally Aspirated	8	1	1	6	4-Wheel Drive	0.00415	0.06145	280.961	0.00054									N	5W30	5.3	NA	Y	Y
Chevrolet K15 SILVERADO 4WD	Standard Pick-up Trucks 4WD	Truck	Automatic	14	12	18	5500	6.2	403	Naturally Aspirated	8	1	1	6	4-Wheel Drive	0.0655586	2.32701	587.521	0.0166627									N	5W30	6.2	NA	N	Y
Chevrolet K1500 TAHOE 4WD HYBRID	Special Purpose Vehicle, SUV 4WD	Truck	Continuously Variable	21	20	23	6000	6	332	Naturally Aspirated	8	1	1	1	4-Wheel Drive	0.0159604	0.0174896	395.916	0.0078628		Battery(s)							N	5W30	6	NA	Y	Y
Chevrolet K1500 TAHOE 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	17	15	21	6000	5.3	320	Naturally Aspirated	8	1	1	6	4-Wheel Drive	0.03145	0.52635	467.011	0.00711									N	5W30	5.3	NA	Y	Y
GMC K1500 YUKON XL AWD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	14	13	18	6500	6.2	403	Naturally Aspirated	8	1	1	6	All Wheel Drive	0.0246719	0.761792	574.223	0.0044604									N	5W30	6.2	NA	Y	Y
GMC K2500 YUKON XL 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	12	10	15	7000	6	352	Naturally Aspirated	8	1	1	6	4-Wheel Drive	0.0907323	2.03689	702.279	0.0280364									N	5W30	6	NA	N	Y
Buick LACROSSE AWD	Midsize Cars	Both	Semi-Automatic	20	16	26	4500	3.6	280	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.01407	0.1678	396.391	0.0014					100	16			N	5W30	3.6	NA	N	Y
Buick LACROSSE	Midsize Cars	Car	Semi-Automatic	29	25	36	4000	2.4	182	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0142447	0.788483	283.856	0.0105259		Battery(s)			100	16			N	5W30	2.4	NA	N	Y
Buick LACROSSE	Midsize Cars	Both	Semi-Automatic	21	17	27	4250	3.6	280	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.01407	0.1678	396.391	0.0014					100	16			N	5W30	3.6	NA	N	Y
Chevrolet MALIBU	Midsize Cars	Car	Semi-Automatic	26	22	33	3750	2.4	175	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.03189	0.87167	322.67	0.0058					95	16			N	5W30	2.4	NA	N	Y
Chevrolet MALIBU	Midsize Cars	Car	Semi-Automatic	20	17	26	3875	3.6	250	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.04859	1.14621	404.116	0.00783					95	16			N	5W30	3.6	NA	N	Y
Buick REGAL	Midsize Cars	Car	Manual	24	20	32	4000	2	270	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0291913	0.354056	376.847	0.0131168					98	13			N	5W30	2	TC	N	Y
Buick REGAL	Midsize Cars	Car	Semi-Automatic	22	18	29	4000	2	220	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0405147	0.916488	392.239	0.0237192					98	13			N	5W30	2	TC	N	Y
Buick REGAL	Midsize Cars	Both	Semi-Automatic	29	25	36	4000	2.4	182	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.01518	0.15776	338.398	0.00577		Battery(s)			98	13			N	5W30	2.4	NA	N	Y
Chevrolet SONIC	Compact Cars	Car	Manual	29	26	35	3000	1.8	138	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.0107258	0.147484	263.58	0.0089257					91	12			N	10W30	1.8	NA	N	Y
Chevrolet SONIC	Compact Cars	Car	Semi-Automatic	28	25	35	3125	1.8	140	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0169238	0.2449787	282.562262	0.0033621					91	12			N	10W30	1.8	NA	N	Y
Cadillac SRX 2WD	Special Purpose Vehicle, SUV 2WD	Both	Semi-Automatic	19	17	24	4750	3.6	280	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.02812	0.50005	417.204	0.01349									N	5W30	3.6	NA	N	Y
GMC TERRAIN FWD	Special Purpose Vehicle, SUV 2WD	Truck	Automatic	20	17	24	4250	3	264	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.0289141	0.442851	437.373	0.0026073									N	5W30	3	NA	N	Y
Chevrolet TRAVERSE AWD	Special Purpose Vehicle, SUV 4WD	Truck	Automatic	19	16	23	5250	3.6	288	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.00986	0.11171	287.172	0.00994									N	5W30	3.6	NA	N	Y
Chevrolet VOLT	Compact Cars	Car	Continuously Variable	37	35	40	4000	1.4	85	Naturally Aspirated	4	2	2	1	2-Wheel Drive, Front	0.011	1.789	233.936	0.008		Battery(s)					90	18	N	5W30	1.4	NA	N	Y
Honda CIVIC HF	Compact Cars	Car	Automatic	33	29	41	3000	1.8	140	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.01415	0.058	232.98	0.0156					95	12					1.8	NA	N	Y
Honda CIVIC HYBRID	Compact Cars	Car	Continuously Variable	44	44	44	3125	1.5	90	Naturally Aspirated	4	1	1	1	2-Wheel Drive, Front	0.0084639	0.1345908	157.075904	0.0094923		Battery(s)			95	11			N	0W-20	1.5	NA	Y	Y
Honda FIT	Small Station Wagons	Car	Automatic	31	28	35	2875	1.5	117	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.02189	0.393	238.2	0.0068							91	21	N	0W-20	1.5	NA	N	Y
Honda FIT	Small Station Wagons	Car	Manual	29	27	33	2750	1.5	117	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.00736	0.092	182.18	0.0025							91	21	N	0W-20	1.5	NA	N	Y
Acura MDX 4WD	Special Purpose Vehicle, SUV 4WD	Truck	Semi-Automatic	18	16	21	5000	3.7	300	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.02654	0.09	448.9	0.0158									N	5W-20	3.7	NA	N	Y
Acura TL 2WD	Midsize Cars	Car	Semi-Automatic	23	20	29	4000	3.5	280	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.02027	0.128	353.07	0.0211					98	13					3.5	NA	N	Y
Acura TL 4WD	Midsize Cars	Car	Manual	20	17	25	4250	3.7	305	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.00307	0.123	258.18	0.0141					98	13			N	0W-20	3.7	NA	N	Y
Acura TL 4WD	Midsize Cars	Car	Semi-Automatic	21	18	26	4250	3.7	305	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.0107	0.118	385.06	0.0111					98	13			N	0W-20	3.7	NA	N	Y
Acura TSX	Compact Cars	Car	Manual	24	21	29	3750	2.4	201	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.02154	0.108	334.64	0.0236					95	14					2.4	NA	N	Y
Acura TSX	Compact Cars	Car	Semi-Automatic	26	22	31	3875	2.4	201	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.01485	0.118	322.49	0.024					95	14					2.4	NA	N	Y
Acura TSX	Compact Cars	Car	Semi-Automatic	23	19	28	4000	3.5	280	Naturally Aspirated	6	2	2	5	2-Wheel Drive, Front	0.01702	0.104	361.04	0.0327					95	14					3.5	NA	N	Y
Acura ZDX 4WD	Special Purpose Vehicle, SUV 4WD	Car	Semi-Automatic	19	16	23	4750	3.7	300	Naturally Aspirated	6	2	2	6	All Wheel Drive	0.0204946	0.1091843	431.315296	0.0114487											3.7	NA	N	Y
HYUNDAI MOTOR COMPANY ACCENT	Compact Cars	Car	Automatic	33	30	40	2875	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0166122	0.1348821	240.089153	0.0195748					90	14	90	21			1.6	NA	N	Y
HYUNDAI MOTOR COMPANY ACCENT	Compact Cars	Car	Manual	34	30	40	2750	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.013	0.2067	228.14	0.0105					90	14	90	21			1.6	NA	N	Y
HYUNDAI MOTOR COMPANY ELANTRA TOURING	Small Station Wagons	Car	Automatic	26	23	30	3375	2	138	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Front	0.0253898	0.2798949	297.163404	0.0146494					101	28			N	5W20 GF4	2	NA	N	Y
HYUNDAI MOTOR COMPANY ELANTRA TOURING	Small Station Wagons	Car	Manual	26	23	31	3375	2	138	Naturally Aspirated	4	2	2	5	2-Wheel Drive, Front	0.0141	0.1321	303.86	0.0171					101	28			N	5W20 GF4	2	NA	N	Y
HYUNDAI MOTOR COMPANY ELANTRA	Midsize Cars	Car	Automatic	33	29	40	3000	1.8	148	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0233	0.2051	233.33	0.0204					96	15					1.8	NA	N	Y
HYUNDAI MOTOR COMPANY ELANTRA	Midsize Cars	Car	Manual	33	29	40	3000	1.8	148	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0185	0.436	231.66	0.0306					96	15					1.8	NA	N	Y
HYUNDAI MOTOR COMPANY EQUUS	Large Cars	Car	Automatic	18	15	23	4750	5	429	Naturally Aspirated	8	2	2	8	2-Wheel Drive, Rear	0.0169	0.1889	455.2976	0.0147					111	17			N	5W-20 GF4	5	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS COUPE	Subcompact Cars	Car	Automatic	23	20	30	3750	2	210	Turbocharged	4	2	2	5	2-Wheel Drive, Rear	0.0267052	0.3048445	353.383051	0.0294512			89	10					N	5W30 ACEA A5	2	TC	N	Y
HYUNDAI MOTOR COMPANY GENESIS COUPE	Subcompact Cars	Car	Automatic	20	17	27	3750	3.8	306	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.015	0.3029	429.15	0.0071			89	10					N	5W-20 GF4	3.8	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS COUPE	Subcompact Cars	Car	Manual	24	21	30	3750	2	210	Turbocharged	4	2	2	6	2-Wheel Drive, Rear	0.0131	0.1954	340.12	0.017			89	10					N	5W30 ACEA A5	2	TC	N	Y
HYUNDAI MOTOR COMPANY GENESIS COUPE	Subcompact Cars	Car	Manual	20	17	26	3750	3.8	306	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Rear	0.0212	0.3092	408.98	0.0308			89	10					N	5W-20 GF4	3.8	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS R SPEC	Large Cars	Car	Automatic	19	16	25	4500	5	429	Naturally Aspirated	8	2	2	8	2-Wheel Drive, Rear	0.0325	0.1159	523.8	0.0001					109	16					5	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS	Large Cars	Car	Automatic	22	19	29	4250	3.8	333	Naturally Aspirated	6	2	2	8	2-Wheel Drive, Rear	0.0013528	0.0045906	221.593741	0.0090429					109	16					3.8	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS	Large Cars	Car	Automatic	20	17	26	4500	4.6	385	Naturally Aspirated	8	2	2	8	2-Wheel Drive, Rear	0.0117	0.0712	426.94	0.0041					109	16			N	5W20 GF4	4.6	NA	N	Y
HYUNDAI MOTOR COMPANY GENESIS	Large Cars	Car	Automatic	20	17	26	4500	5	429	Naturally Aspirated	8	2	2	8	2-Wheel Drive, Rear	0.0209	0.247	418.6	0.0046					109	16					5	NA	N	Y
HYUNDAI MOTOR COMPANY SONATA	Large Cars	Car	Automatic	26	22	34	3750	2	274	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0243	0.2911	314.1978	0.0245					104	16			N	5W-30 ACEA	2	TC	N	Y
HYUNDAI MOTOR COMPANY SONATA	Large Cars	Car	Automatic	28	24	35	3500	2.4	190	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0045	0.2544	294.0213	0.005					104	16			N	5W-20 GF4	2.4	NA	N	Y
HYUNDAI MOTOR COMPANY SONATA	Large Cars	Car	Manual	28	24	35	3500	2.4	198	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0168	0.1927	295.9736	0.0118					104	16			N	5W-20 GF4	2.4	NA	N	Y
HYUNDAI MOTOR COMPANY VELOSTER	Compact Cars	Car	Automated Manual	32	29	38	3000	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0083244	0.5711664	251.924992	0.0421808					90	16			N	5W-20 GF4	1.6	NA	N	Y
HYUNDAI MOTOR COMPANY VELOSTER	Compact Cars	Car	Manual	32	28	40	3000	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0164	0.2539	247.48	0.0164					90	16			N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION FORTE ECO	Midsize Cars	Car	Automatic	30	27	37	3125	2	154	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0008603	0.0529299	178.802051	0.0014494					97	15			N	5W20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION FORTE KOUP	Compact Cars	Car	Automatic	29	25	34	3125	2	156	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.026	0.3539	272.82	0.0094			90	12					N	5W20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION FORTE KOUP	Compact Cars	Car	Automatic	26	23	31	3250	2.4	173	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0225	0.2474	305.11	0.0122			90	12					N	5W20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION FORTE KOUP	Compact Cars	Car	Manual	28	24	33	3125	2	156	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0173	0.2612	284.23	0.0234			90	12					N	5W20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION FORTE	Midsize Cars	Car	Automatic	29	26	36	3125	2	154	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0033	0.2304	270.86	0.006					97	15	97	20	N	5W20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION FORTE	Midsize Cars	Car	Automatic	26	23	32	3250	2.4	173	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0253	0.2117	302.01	0.0103					97	15	97	20	N	5W20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION FORTE	Midsize Cars	Car	Manual	29	25	34	3125	2	156	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0191	0.2371	277.14	0.0228					97	15	97	20	N	5W20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION FORTE	Midsize Cars	Car	Manual	26	22	32	3250	2.4	173	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0177	0.2957	312.12	0.0127					97	15	97	20	N	5W20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION OPTIMA	Midsize Cars	Car	Automatic	26	22	34	3750	2	274	Turbocharged	4	2	2	6	2-Wheel Drive, Front	0.0217	0.2349	312.0123	0.0157					102	15			N	5W-30 ACEA A5	2	TC	N	Y
KIA MOTORS CORPORATION OPTIMA	Midsize Cars	Car	Automatic	28	24	35	3750	2.4	166	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0069775	0.1042448	190.193708	0.0036639	0.0018923				102	15			N	5W-20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION OPTIMA	Midsize Cars	Car	Manual	28	24	35	3500	2.4	200	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0182	0.2693	294.1756	0.0094					102	15			N	5W-20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION RIO	Compact Cars	Car	Automatic	33	30	40	2875	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0203	0.1291	231.1048	0.0157							90	15	N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION RIO	Compact Cars	Car	Manual	34	30	40	2750	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0152	0.1995	225.7106	0.0103							90	15	N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION RONDO	Midsize Station Wagons	Car	Automatic	22	20	27	3750	2.4	175	Naturally Aspirated	4	2	2	4	2-Wheel Drive, Front	0.0251	0.3211	359.31	0.0108							108	32	N	5W20 GF4	2.4	NA	N	Y
KIA MOTORS CORPORATION RONDO	Midsize Station Wagons	Car	Automatic	21	18	26	4000	2.7	192	Naturally Aspirated	6	2	2	5	2-Wheel Drive, Front	0.0169	0.4702	391.45	0.0147							108	32	N	5W20 GF4	2.7	NA	N	Y
KIA MOTORS CORPORATION SEDONA	Special Purpose Vehicle, minivan 2WD	Truck	Automatic	21	18	25	4750	3.5	271	Naturally Aspirated	6	2	2	6	2-Wheel Drive, Front	0.031	0.5314	391.634	0.0227											3.5	NA	N	Y
KIA MOTORS CORPORATION SOUL ECO	Small Station Wagons	Car	Automatic	32	29	36	3000	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0271	0.2124	238.01	0.0201					102	24			N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION SOUL ECO	Small Station Wagons	Car	Automatic	30	27	35	3250	2	164	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.003009	0.1144813	179.742828	0.0037632					102	24			N	5W-20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION SOUL	Small Station Wagons	Car	Automatic	30	27	35	3000	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.01	0.455	180.12	0.008					102	24			N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION SOUL	Small Station Wagons	Car	Automatic	29	26	34	3250	2	164	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0052	0.1358	188.57	0.0035					102	24			N	5W-20 GF4	2	NA	N	Y
KIA MOTORS CORPORATION SOUL	Small Station Wagons	Car	Manual	30	27	35	3000	1.6	138	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0059	0.1691	179.56	0.0112					102	24			N	5W-20 GF4	1.6	NA	N	Y
KIA MOTORS CORPORATION SOUL	Small Station Wagons	Car	Manual	29	26	34	3125	2	164	Naturally Aspirated	4	2	2	6	2-Wheel Drive, Front	0.0251	0.2948	269.9	0.0182					102	24			N	5W-20 GF4	2	NA	N	Y
MASERATI Granturismo Convertible	Subcompact Cars	Car	Automatic	15	13	20	4750	4.7	434	Naturally Aspirated	8	2	2	6	2-Wheel Drive, Rear	0.054	0.774	560.258	0.003			85	5					N	SAE 5W/40 API SL/CF	4.7	NA	N	Y
MASERATI GRANTURISMO	Subcompact Cars	Car	Automatic	15	13	21	4500	4.7	434	Naturally Aspirated	8	2	2	6	2-Wheel Drive, Rear	0.016	0.479	560.136	0.003			86	6					N	SAE 5W/40 API SL/CF	4.7	NA	N	Y
Mercedes-Benz C 250	Compact Cars	Car	Automatic	25	21	31	3750	1.8	201	Turbocharged	4	2	2	7	2-Wheel Drive, Rear	0.0206094	0.3861263	202.542449	0.0067666					88	12			N	5W30 / 225.10	1.796	TC	N	Y
Mercedes-Benz C 300 4MATIC	Compact Cars	Both	Automatic	20	17	24	4000	3	228	Naturally Aspirated	6	2	2	7	4-Wheel Drive	0.00333	0.075	400.54	0.0072					88	12			N	5W30 / 225.10	2.996	NA	N	Y
Mercedes-Benz C 350 (Coupe)	Subcompact Cars	Car	Automatic	22	19	28	4000	3.5	302	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.02012	0.2025	372.76	0.0105			81	12					N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz C 350	Compact Cars	Car	Automatic	23	20	29	4000	3.5	302	Naturally Aspirated	6	2	2	7	2-Wheel Drive, Rear	0.0095	0.1798	354.76	0.0076					88	12			N	5W30 / 225.10	3.498	NA	N	Y
Mercedes-Benz C 63 AMG	Compact Cars	Car	Automatic	15	13	19	4250	6.2	451	Naturally Aspirated	8	2	2	7	2-Wheel Drive, Rear	0.01432	0.2018	546.41	0.0068					88	12			N	0W40 / API-SF/CD	6.208	NA	N	Y
Mercedes-Benz CL 550 4MATIC	Compact Cars	Car	Automatic	18	15	24	5000	4.7	429	Turbocharged	8	2	2	7	4-Wheel Drive	0.01835	0.1931	470.4	0.0246			91	14					N	5W/40	4.664	TC	N	Y
Mercedes-Benz CL 600	Compact Cars	Car	Automatic	14	12	18	5250	5.5	510	Turbocharged	12	2	1	5	2-Wheel Drive, Rear	0.026004	0.4584817	616.292806	0.0321402			91	14					N	5W30 / 225.10	5.513	TC	N	Y
