datadate	Fiscal Year	tic	Company Name	Nation	NAICS Sector	Total Assets	Return on Assets	Net Income	Cost of Goods Sold	Total Revenue	Expense: R&D	Expense: Admin, Selling	# Employees	Book Value per Share	log(R&D)	log(assets)	Sector Dummy	Interaction	log(cgs)	log(revenue)
20101231	2010	DASTY	DASSAULT SYSTEMS SA	FRA	Information	$4,075.97 	0.071781914	$292.58 	$255.96 	$2,075.01 	$427.39 	$1,231.50 			6.057706304	8.31286428	1	8.31286428	5.545017275	7.637719324
20101231	2010	CHKP	CHECK POINT SOFTWARE TECHN	ISR	Information	$3,605.30 	0.125600019	$452.83 	$105.21 	$1,097.87 	$105.75 	$398.29 	2239	13.0477	4.661058905	8.190160819	1	8.190160819	4.655929838	7.001125396
20101231	2010	3EVSNF	ELBIT VISION SYSTEMS LTD	ISR	Prof Services	$2.07 	1.270309478	$2.63 	$1.96 	$3.91 	$0.49 	$2.22 			-0.705219762	0.726581957	0	0	0.672944473	1.364048752
20101031	2010	VSNT	VERSANT CORP	USA	Information	$39.13 	0.042270439	$1.65 	$1.50 	$15.77 	$3.78 	$11.64 	61	10.7202	1.329194769	3.66686388	1	3.66686388	0.406131553	2.757855723
20101231	2010	PEGA	PEGASYSTEMS INC	USA	Information	$337.48 	-0.017455798	($5.89)	$116.73 	$336.60 	$55.19 	$196.46 	1509	5.2529	4.010836134	5.821509212	1	5.821509212	4.759897842	5.818892311
20101231	2010	MGT	MGT CAPITAL INVESTMENTS INC	GBR	Information	$11.48 	-0.840972464	($9.65)	$11.74 	$0.54 	$1.58 		30	0.0503	0.454889991	2.440257898	1	2.440257898	2.462575829	-0.616186139
20101231	2010	AWRE	AWARE INC	USA	Prof Services	$53.40 	0.003370787	$0.18 	$4.54 	$23.56 	$8.10 	$18.32 	83	2.4889	2.091370113	3.977810746	0	0	1.512927012	3.159550359
20101231	2010	BITS	BITSTREAM INC  -CL A	USA	Information	$21.82 	-0.148338299	($3.24)	$10.64 	$23.14 	$7.18 	$14.65 	148	1.5653	1.971299383	3.082597807	1	3.082597807	2.364714465	3.141735568
20101231	2010	PBIO	PRESSURE BIOSCIENCES INC	USA	Prof Services	$2.59 	-1.207255886	($3.13)	$0.18 	$1.34 	$1.23 	$4.36 	14	-1.059	0.209450224	0.952043902	0	0	-1.725971729	0.292669614
20110131	2010	SEAC	SEACHANGE INTERNATIONAL INC	USA	Information	$305.19 	0.096555927	$29.47 	$97.79 	$216.73 	$48.40 	$96.41 	1202	6.5691	3.879561795	5.72093781	1	5.72093781	4.582863226	5.378638497
20101231	2010	ID	L-1 IDENTITY SOLUTIONS INC	USA	Prof Services	$1,392.86 	-0.011836112	($16.49)	$293.17 	$450.13 	$22.31 	$114.21 	1352	7.9072	3.104990185	7.239111594	0	0	5.680766289	6.109531987
20101231	2010	3GOJO	GRAPHON CORP	USA	Information	$3.35 	-0.249850568	($0.84)	$0.70 	$7.52 	$2.47 	$7.06 	33	-0.0005	0.903002838	1.207765603	1	1.207765603	-0.352398387	2.017167122
20101231	2010	TISA	TOP IMAGE SYSTEMS LTD	ISR	Information	$15.02 	-0.030617678	($0.46)	$8.09 	$21.76 	$1.65 	$11.65 	127	0.4565	0.498955451	2.709648923	1	2.709648923	2.090752333	3.08016533
20101231	2010	3NEOM	NEOMEDIA TECHNOLOGIES INC	USA	Prof Services	$8.57 	4.093082935	$35.09 	$0.07 	$1.52 	$1.68 	$6.64 	21	-3.5559	0.520577915	2.14861773	0	0	-2.603690186	0.420025259
20101231	2010	BPHX	BLUEPHOENIX SOLUTIONS LTD	ISR	Information	$79.00 	-0.483601058	($38.20)	$26.77 	$57.12 	$6.69 	$28.59 	549	1.8965	1.900912783	4.369435194	1	4.369435194	3.287319212	4.045154318
20101231	2010	ERT	ERESEARCHTECHNOLOGY INC	USA	Information	$214.84 	0.04594689	$9.87 	$55.92 	$140.99 	$5.09 	$45.82 	647	3.0827	1.627081348	5.369870292	1	5.369870292	4.023832681	4.948703151
20101231	2010	RADS	RADIANT SYSTEMS INC	USA	Prof Services	$367.70 	0.059349529	$21.82 	$183.85 	$346.41 	$25.77 	$112.62 	1377	6.7494	3.249133412	5.907275547	0	0	5.214141964	5.847634592
20101231	2010	PROJ	DELTEK INC	USA	Information	$392.12 	-0.01255244	($4.92)	$96.74 	$279.65 	$52.59 	$146.60 	1640	0.7469	3.962545002	5.971555164	1	5.971555164	4.572057978	5.633531669
20101231	2010	ROVI	ROVI CORP	USA	Prof Services	$2,457.28 	0.086633896	$212.88 	$99.13 	$541.49 	$95.69 	$237.88 	1200	16.5175	4.561082448	7.806811547	0	0	4.596422032	6.294324599
20110331	2010	TTWO	TAKE-TWO INTERACTIVE SFTWR	USA	Information	$971.66 	0.049871406	$48.46 	$685.45 	$1,136.88 	$69.58 	$356.14 	2118	7.1445	4.24241968	6.87900492	1	6.87900492	6.530081392	7.036039429
20100630	2010	3PRTKQ	PROFILE TECHNOLOGIES INC	USA	Prof Services	$0.46 	-4.687089716	($2.14)	$0.14 	$0.16 	$0.56 	$2.15 	6	-0.0494	-0.574475651	-0.783071888	0	0	-2.002480501	-1.814005078
20100831	2010	SLP	SIMULATIONS PLUS INC	USA	Information	$14.66 	0.147066849	$2.16 	$1.86 	$10.71 	$0.97 	$5.30 	40	0.824	-0.030459207	2.685122697	1	2.685122697	0.622188092	2.371364608
20110331	2010	EGHT	8X8 INC	USA	Information	$26.58 	0.244282275	$6.49 	$21.29 	$70.16 	$4.82 	$40.67 	254	0.2543	1.572566438	3.280309531	1	3.280309531	3.058425343	4.250821107
20101231	2010	INXI	INX INC	USA	Prof Services	$109.14 	0.049047994	$5.35 	$243.15 	$311.98 	$0.07 	$59.21 		4.2926	-2.659260037	4.692613137	0	0	5.493657973	5.742929467
20110131	2010	QADB	QAD INC	USA	Information	$213.09 	0.012722085	$2.71 	$87.04 	$220.01 	$34.58 	$119.42 	1350	3.5143	3.543130878	5.361733383	1	5.361733383	4.466402249	5.39368209
20100630	2010	GCOM	GLOBECOMM SYSTEMS INC	USA	Information	$240.71 	0.032827884	$7.90 	$169.40 	$227.82 	$3.34 	$41.34 	416	7.7416	1.20656943	5.483592889	1	5.483592889	5.132286395	5.428542675
20101231	2010	ESLT	ELBIT SYSTEMS LTD	ISR	Prof Services	$3,611.10 	0.050814987	$183.50 	$1,727.32 	$2,670.13 	$234.13 	$582.37 	12317	22.6429	5.455880788	8.191767714	0	0	7.454327511	7.889883563
20101231	2010	RLRN	RENAISSANCE LEARNING INC	USA	Information	$53.79 	0.444105672	$23.89 	$24.92 	$130.09 	$16.37 	$68.51 	893	-1.197	2.795389302	3.985068985	1	3.985068985	3.215670694	4.868257266
20100630	2010	PVSW	PERVASIVE SOFTWARE INC	USA	Information	$94.57 	0.043060329	$4.07 	$4.67 	$47.21 	$11.78 	$35.61 	229	4.8363	2.46597864	4.549287429	1	4.549287429	1.541159072	3.854669278
20100630	2010	SNT	SENESCO TECHNOLOGIES INC	USA	Prof Services	$13.91 	-0.962047154	($13.38)	$0.00 	$0.14 	$2.64 	$4.86 	4	-0.0292	0.969641907	2.632751777	0	0		-1.966112856
20101231	2010	RNWK	REALNETWORKS INC	USA	Information	$565.44 	0.008909844	$5.04 	$121.32 	$401.73 	$100.96 	$271.78 	1528	3.033	4.614674873	6.337607726	1	6.337607726	4.798448168	5.995787689
20100930	2010	BASI	BIOANALYTICAL SYSTEMS INC	USA	Prof Services	$29.74 	-0.09047507	($2.69)	$19.13 	$28.78 	$0.55 	$9.11 	248	2.1703	-0.605136303	3.39259381	0	0	2.951310056	3.359715447
20101231	2010	3MHTX	MANHATTAN SCIENTIFICS INC	USA	Prof Services	$1.93 	-0.022314478	($0.04)	$0.10 	$1.69 	$0.03 	$1.55 	1	0.0002	-3.575550769	0.655964389	0	0	-2.3227878	0.52235886
20101231	2010	SAAS	INCONTACT INC	USA	Information	$40.59 	-0.026019465	($1.06)	$41.15 	$82.16 	$5.27 	$36.51 	330	0.5237	1.662220098	3.70339854	1	3.70339854	3.717175323	4.408607707
20101231	2010	3RMLX	ROOMLINX INC	USA	Prof Services	$6.79 	-0.186782455	($1.27)	$3.43 	$4.50 	$0.41 	$2.66 	33	0.8036	-0.881889305	1.91603987	0	0	1.232560261	1.502965668
20110131	2010	DSGX	DESCARTES SYSTEMS GROUP INC	CAN	Information	$241.27 	0.047826285	$11.54 	$31.46 	$99.18 	$16.97 	$42.10 		3.3286	2.831506005	5.485912494	1	5.485912494	3.448557953	4.596885966
20101231	2010	VRSN	VERISIGN INC	USA	Information	$2,444.01 	0.34000203	$830.97 	$89.02 	$680.58 	$53.66 	$274.76 	1048	3.916	3.982742386	7.801393775	1	7.801393775	4.488872297	6.522942437
20100630	2010	MRCY	MERCURY COMPUTER SYSTEMS INC	USA	Prof Services	$224.34 	0.126407474	$28.36 	$82.15 	$199.83 	$41.55 	$93.07 	523	7.8273	3.726849385	5.413153843	0	0	4.408559017	5.297467005
20101231	2010	3INKS	INKSURE TECHNOLOGIES INC	USA	Prof Services	$2.84 	1.72259429	$4.89 	$0.43 	$2.81 	$0.16 	$2.04 	15	0.0373	-1.832581464	1.042747156	0	0	-0.85566611	1.033895974
20101231	2010	MRGE	MERGE HEALTHCARE INC	USA	Prof Services	$396.39 	-0.029052343	($11.52)	$53.38 	$154.01 	$20.06 	$62.77 	750	0.5998	2.998927165	5.98239353	0	0	3.977379942	5.037017535
20101231	2010	FNDT	FUNDTECH LTD	ISR	Prof Services	$157.46 	0.079588467	$12.53 	$60.22 	$141.94 	$21.88 	$60.81 	1024	7.6683	3.085664381	5.059171458	0	0	4.097987917	4.955390343
20101231	2010	CGV	CGG VERITAS	FRA	Prof Services	$7,064.95 	-0.010254714	($72.45)	$1,634.87 	$2,900.74 	$75.63 	$380.95 	7264	24.6286	4.325892696	8.862900652	0	0	7.399320405	7.972719777
20101231	2010	SAP	SAP AG	DEU	Information	$27,653.92 	0.086896026	$2,403.02 	$4,463.69 	$16,546.44 	$2,294.21 	$6,651.75 	53513	10.9568	7.738143837	10.22752288	1	10.22752288	8.403731505	9.713926433
20100630	2010	NZT	TELECOM CORP OF NEW ZEALAND	NZL	Information	$4,737.54 	0.055353235	$262.24 	$2,420.18 	$3,618.88 	$5.52 		8629	4.5613	1.708559003	8.463272659	1	8.463272659	7.79159761	8.19392097
20101231	2010	3ABTG	AMBIENT CORP	USA	Information	$10.57 	-0.301333586	($3.19)	$11.64 	$20.36 	$6.07 	$11.55 	59	0.0037	1.80368804	2.358303582	1	2.358303582	2.454705141	3.013473955
20101231	2010	USVO	USA VIDEO INTERACTIVE CORP	USA	Prof Services	$0.02 	-4.45	($0.09)	$0.01 	$0.04 	$0.00 	$0.25 	4	-0.0023	-5.80914299	-3.912023005	0	0	-5.11599581	-3.244193633
20100930	2010	SOFO	SONIC FOUNDRY INC	USA	Information	$18.27 	-0.00667871	($0.12)	$4.52 	$20.48 	$3.09 	$15.14 	90	1.9618	1.128171091	2.905096153	1	2.905096153	1.508954374	3.019253469
20101231	2010	MANH	MANHATTAN ASSOCIATES INC	USA	Prof Services	$280.46 	0.100052057	$28.06 	$128.79 	$297.12 	$40.51 	$117.24 	1925	8.4584	3.701499486	5.636445375	0	0	4.8581987	5.694126001
20101231	2010	EVOL	EVOLVING SYSTEMS INC	USA	Prof Services	$50.45 	0.106102951	$5.35 	$12.79 	$37.31 	$4.32 	$17.02 	248	3.3571	1.463718258	3.921002568	0	0	2.548898146	3.619154172
20101231	2010	ULTI	ULTIMATE SOFTWARE GROUP INC	USA	Information	$249.56 	0.008643316	$2.16 	$87.36 	$227.81 	$42.22 	$120.32 	1134	2.8698	3.742941412	5.519687346	1	5.519687346	4.470026065	5.428516338
20101231	2010	IPLY	INTERPLAY ENTERTAINMENT CORP	USA	Information	$0.29 	-3.553264605	($1.03)	$0.18 	$1.38 	$0.51 	$2.13 	11	-0.0232	-0.665532014	-1.234432012	1	-1.234432012	-1.720369473	0.322083499
20101231	2010	MSTR	MICROSTRATEGY INC	USA	Information	$381.57 	0.114769136	$43.79 	$93.29 	$454.58 	$50.57 	$297.90 	2597	14.0186	3.923279414	5.944283837	1	5.944283837	4.535734359	6.119367316
20101231	2010	EXE	CREXENDO INC	USA	Prof Services	$51.64 	-0.044729301	($2.31)	$21.77 	$65.79 	$3.09 	$49.21 	395	1.8865	1.128171091	3.944374022	0	0	3.080716598	4.18651345
20100930	2010	DOX	AMDOCS LTD	GBR	Information	$4,820.60 	0.071340853	$343.91 	$1,796.43 	$2,984.22 	$207.84 	$581.42 	19455	16.7283	5.336749307	8.48065451	1	8.48065451	7.493556085	8.00109469
20101231	2010	CSGP	COSTAR GROUP INC	USA	Information	$439.65 	0.030226454	$13.29 	$72.26 	$226.26 	$17.35 	$113.37 	1389	18.3653	2.853592506	6.085974407	1	6.085974407	4.280201529	5.421684781
20101231	2010	RTLX	RETALIX LTD	ISR	Information	$304.69 	0.035402964	$10.79 	$117.51 	$207.37 	$29.66 	$71.63 	1329	9.5644	3.389698185	5.71930143	1	5.71930143	4.766531946	5.334523926
20101231	2010	BIRT	ACTUATE CORP	USA	Information	$195.63 	0.05442389	$10.65 	$18.77 	$123.67 	$24.85 	$88.00 	569	2.0154	3.212857753	5.276230232	1	5.276230232	2.932472934	4.817592469
20101231	2010	SCIL	SCIENTIFIC LEARNING CORP	USA	Information	$31.80 	-0.304688237	($9.69)	$10.24 	$43.38 	$7.93 	$37.56 	212	0.2317	2.071031274	3.459560625	1	3.459560625	2.32630162	3.77009071
20101231	2010	EBAY	EBAY INC	USA	Information	$22,003.76 	0.081847868	$1,800.96 	$1,991.93 	$9,156.27 	$908.43 	$4,326.87 	17700	11.7917	6.811722238	9.998968718	1	9.998968718	7.596858795	9.122194606
20101231	2010	GEOY	GEOEYE INC	USA	Information	$1,269.09 	0.019413199	$24.64 	$104.01 	$330.35 	$1.65 	$56.28 	723	20.0881	0.498955451	7.146051447	1	7.146051447	4.644487048	5.800137563
20101231	2010	SCMWY	SWISSCOM AG	CHE	Information	$22,485.86 	0.085963809	$1,932.97 	$8,096.92 	$12,806.06 	$29.89 		19547	12.8911	3.397390143	10.02064186	1	10.02064186	8.999238404	9.457673932
20101231	2010	INSP	INFOSPACE INC	USA	Information	$361.74 	0.037880484	$13.70 	$154.92 	$246.84 	$6.80 	$78.69 	174	8.6119	1.916922612	5.890934015	1	5.890934015	5.0429024	5.508720097
20100930	2010	CNQR	CONCUR TECHNOLOGIES INC	USA	Information	$1,043.75 	0.019718248	$20.58 	$65.12 	$292.94 	$28.00 	$162.80 	1200	12.1954	3.332097362	6.950579109	1	6.950579109	4.176277789	5.679954155
20101231	2010	VMII	VOICE MOBILITY INTL INC	CAN	Information	$0.03 	-28.76470588	($0.98)	$0.86 	$0.10 	$0.01 		0	-0.1362	-4.268697949	-3.381394754	1	-3.381394754	-0.15665381	-2.3330443
20110331	2010	3UDWK	US DATAWORKS INC	USA	Information	$5.78 	-0.105135743	($0.61)	$2.50 	$7.28 	$0.97 	$4.74 	34	0.0002	-0.031490667	1.754922579	1	1.754922579	0.917490012	1.984581261
20100930	2010	9693B	ACTIVANT SOLUTIONS INC	USA	Prof Services	$851.91 	0.028830646	$24.56 	$143.70 	$370.76 	$34.38 	$120.32 	1600		3.537504086	6.747476192	0	0	4.967734752	5.915544164
20101231	2010	AMRI	ALBANY MOLECULAR RESH INC	USA	Prof Services	$325.11 	-0.193386157	($62.87)	$139.12 	$198.07 	$11.09 	$51.88 	1421	8.056	2.406043801	5.784151283	0	0	4.935322494	5.288600309
20100630	2010	EPAY	BOTTOMLINE TECHNOLOGIES INC	USA	Information	$269.38 	0.014678041	$3.95 	$64.32 	$157.99 	$18.86 	$68.76 	747	6.9379	2.936937227	5.596130447	1	5.596130447	4.163932812	5.06253174
20101231	2010	INFA	INFORMATICA CORP	USA	Information	$1,189.64 	0.072563067	$86.32 	$98.99 	$650.08 	$106.04 	$397.81 	2126	6.828	4.663844672	7.08140686	1	7.08140686	4.595039039	6.477089279
20101231	2010	RATE	BANKRATE INC	USA	Information	$1,123.82 	-0.01915522	($21.53)	$85.33 	$220.60 	$8.72 	$64.00 	378	151.1492	2.165848569	7.024487986	1	7.024487986	4.446479215	5.396342041
20101231	2010	EDGR	EDGAR ONLINE INC	USA	Information	$30.25 	-0.238983107	($7.23)	$7.83 	$19.47 	$1.85 	$14.62 	143	-0.0538	0.616266136	3.409463126	1	3.409463126	2.057579295	2.968772092
20101231	2010	SONE	S1 CORP	USA	Prof Services	$309.65 	-0.020290454	($6.28)	$111.56 	$209.09 	$35.51 	$88.51 	1670	4.4566	3.569758023	5.735452316	0	0	4.714562563	5.342745651
20100930	2010	FFIV	F5 NETWORKS INC	USA	Prof Services	$1,362.19 	0.110963065	$151.15 	$148.55 	$881.97 	$118.31 	$480.02 	2012	12.4908	4.773342107	7.216850446	0	0	5.000935065	6.78216031
20101231	2010	ORCC	ONLINE RESOURCES CORP	USA	Information	$310.59 	0.017309271	$5.38 	$59.90 	$149.51 	$9.90 	$61.58 	603	4.4469	2.292635762	5.738457616	1	5.738457616	4.0926932	5.007383346
20100630	2010	OPWV	OPENWAVE SYSTEMS INC	USA	Information	$188.61 	-0.031053661	($5.86)	$65.19 	$183.30 	$41.05 	$113.25 	584	0.864	3.714669026	5.239676089	1	5.239676089	4.17736744	5.211145977
20100930	2010	ARBA	ARIBA INC	USA	Information	$721.71 	0.022704442	$16.39 	$125.77 	$361.15 	$46.04 	$202.84 	1804	5.3153	3.829532304	6.581622011	1	6.581622011	4.834478695	5.889282309
20101231	2010	QPSA	QUEPASA CORP	USA	Information	$16.45 	-0.404242387	($6.65)	$11.79 	$6.05 	$4.78 		76	0.601	1.563393974	2.800507831	1	2.800507831	2.467166893	1.800719211
20101231	2010	CTCH	COMMTOUCH SOFTWARE LTD	ISR	Information	$31.98 	0.13767119	$4.40 	$2.21 	$18.16 	$3.40 	$11.61 	93	0.9254	1.222892689	3.465173245	1	3.465173245	0.792992516	2.899276438
20101130	2010	TIBX	TIBCO SOFTWARE INC	USA	Information	$1,205.00 	0.064803373	$78.09 	$168.30 	$754.01 	$124.65 	$414.27 	2540	4.9146	4.825541899	7.094234016	1	7.094234016	5.125742159	6.625401652
20101231	2010	CHINA	CDC CORP	HKG	Information	$514.46 	-0.07891816	($40.60)	$150.27 	$317.84 	$27.88 	$146.58 			3.327766104	6.243111976	1	6.243111976	5.012433676	5.761544965
20101231	2010	JCOM	J2 GLOBAL COMMUNICATIONS INC	USA	Information	$532.62 	0.155920792	$83.05 	$29.58 	$255.39 	$12.83 	$106.09 	600	9.5901	2.551552324	6.277813857	1	6.277813857	3.386963222	5.542807451
20101231	2010	VHC	VIRNETX HOLDING CORP	USA	Information	$81.69 	0.506977257	$41.42 	$0.00 	$0.07 	$2.41 	$36.12 	11	1.2049	0.880456279	4.40298056	1	4.40298056		-2.688247574
20100831	2010	3DSNY	DESTINY MEDIA TECHNOLOGIES	CAN	Information	$2.58 	0.65374176	$1.69 	$3.03 	$3.77 	$1.19 		23	0.0403	0.177309015	0.947401727	1	0.947401727	1.108232532	1.327340218
20101231	2010	ICGE	ICG GROUP INC	USA	Information	$280.99 	0.165803644	$46.59 	$68.48 	$115.71 	$10.64 	$52.85 	773	6.049	2.364996353	5.638315523	1	5.638315523	4.226541732	4.751087061
20110331	2010	IIJI	INTERNET INITIATIVE JAPAN INC	JPN	Information	$863.62 	0.044819585	$38.71 	$722.08 	$995.87 	$4.27 	$150.42 			1.452550157	6.761130541	1	6.761130541	6.582134551	6.903616727
20101231	2010	MOVE	MOVE INC	USA	Information	$239.02 	-0.064731526	($15.47)	$33.04 	$197.50 	$34.32 	$150.71 	966	0.6267	3.535728275	5.476538863	1	5.476538863	3.49777948	5.285753774
20110228	2010	RHT	RED HAT INC	USA	Information	$2,199.32 	0.04877776	$107.28 	$102.29 	$909.28 	$171.25 	$613.31 	3700	6.6859	5.143141995	7.69590441	1	7.69590441	4.627811917	6.812649778
20110331	2010	NTCT	NETSCOUT SYSTEMS INC	USA	Prof Services	$527.57 	0.070635176	$37.27 	$49.56 	$290.54 	$40.63 	$169.21 	845	7.509	3.704457484	6.268281558	0	0	3.903204234	5.67174126
20101031	2010	COOL	MAJESCO ENTERTAINMENT CO	USA	Information	$30.03 	-0.03236871	($0.97)	$57.26 	$75.65 	$3.35 	$19.91 	71	0.3053	1.208064422	3.402163581	1	3.402163581	4.047654691	4.326091002
20101231	2010	LOOK	LOOKSMART LTD	USA	Information	$35.73 	0.027291813	$0.98 	$26.03 	$47.48 	$9.04 	$18.01 	52	1.6057	2.201548549	3.575850724	1	3.575850724	3.259326551	3.860287508
20101231	2010	QSFT	QUEST SOFTWARE INC	USA	Information	$1,635.58 	0.060264101	$98.57 	$61.85 	$767.10 	$151.90 	$537.65 	3460	11.1124	5.023196076	7.399755206	1	7.399755206	4.124744435	6.64261326
20101231	2010	LIOX	LIONBRIDGE TECHNOLOGIES INC	USA	Information	$156.98 	-0.008217817	($1.29)	$275.47 	$405.24 	$3.88 	$109.19 	4500	0.7518	1.355835154	5.056092927	1	5.056092927	5.61849325	6.004474549
20100630	2010	3EGAN	EGAIN COMMUNICATIONS	USA	Information	$15.32 	-0.008291982	($0.13)	$9.08 	$29.88 	$5.51 	$18.95 	272	-0.1881	1.706564623	2.728898034	1	2.728898034	2.205743742	3.397088954
20101231	2010	ININ	INTERACTIVE INTELLIGENCE GRP	USA	Information	$176.23 	0.084553316	$14.90 	$46.11 	$166.32 	$28.35 	$92.13 	849	5.4667	3.344591756	5.171801309	1	5.171801309	3.831008159	5.113883581
20100930	2010	KEYN	KEYNOTE SYSTEMS INC	USA	Information	$186.52 	0.009039148	$1.69 	$36.50 	$79.85 	$11.98 	$37.48 	323	10.1294	2.483071634	5.228549195	1	5.228549195	3.597421844	4.380162398
20101231	2010	UNTD	UNITED ONLINE INC	USA	Information	$992.16 	0.054111341	$53.69 	$403.12 	$920.55 	$55.38 	$339.93 	1606	5.2393	4.014236575	6.899882369	1	6.899882369	5.999224362	6.824974576
20101231	2010	INAP	INTERNAP NETWORK SVCS CORP	USA	Information	$293.14 	-0.012355787	($3.62)	$147.28 	$244.16 	$1.90 	$62.28 	416	3.6259	0.641853886	5.680657133	1	5.680657133	4.992362696	5.497840131
20110131	2010	TIVO	TIVO INC	USA	Information	$285.82 	-0.295684666	($84.51)	$119.31 	$219.61 	$81.60 	$176.85 	611	1.4489	4.40187828	5.655355245	1	5.655355245	4.781733529	5.391844139
20101231	2010	JCDA	JACADA LTD	ISR	Information	$24.69 	-0.429705537	($10.61)	$10.75 	$17.16 	$3.48 	$13.26 	96	4.8471	1.246457416	3.2063578	1	3.2063578	2.37444053	2.842289676
20101231	2010	BSQR	BSQUARE CORP	USA	Information	$42.10 	0.146403459	$6.16 	$75.39 	$96.77 	$3.38 	$16.23 	215	2.408	1.217579808	3.739952724	1	3.739952724	4.322714433	4.572378363
20101231	2010	AKAM	AKAMAI TECHNOLOGIES INC	USA	Information	$2,352.68 	0.072776702	$171.22 	$176.82 	$1,023.59 	$54.77 	$449.66 	2200	11.6697	4.003069563	7.763308683	1	7.763308683	5.175120955	6.931067427
20101231	2010	KTOS	KRATOS DEFENSE & SECURITY	USA	Information	$536.10 	0.027047193	$14.50 	$305.60 	$408.50 	$2.20 	$65.20 	2900	8.858	0.78845736	6.284320711	1	6.284320711	5.722277057	6.012491914
20101231	2010	TMNG	MANAGEMENT NETWORK GROUP INC	USA	Prof Services	$41.10 	-0.053364156	($2.19)	$41.27 	$67.24 	$0.60 	$26.31 	350	4.4842	-0.519193873	3.71588646	0	0	3.720087381	4.208312924
20101231	2010	SQI	SCIQUEST INC	USA	Information	$76.69 	0.022728755	$1.74 	$8.81 	$42.48 	$8.40 	$25.29 	192	1.6674	2.127636291	4.339732203	1	4.339732203	2.17588744	3.748962753
20101231	2010	DDDC	DELTATHREE INC	USA	Information	$2.20 	-1.136156648	($2.50)	$11.22 	$14.20 	$1.48 	$4.76 	48	-0.0493	0.394067063	0.786637524	1	0.786637524	2.4176979	2.653241965
20101231	2010	XOXO	XO GROUP INC	USA	Information	$235.24 	0.015533139	$3.65 	$23.18 	$111.88 	$22.81 	$77.82 	605	6.1391	3.127286713	5.460602019	1	5.460602019	3.143462386	4.717435806
20101231	2010	WZE	WIZZARD SOFTWARE CORP	USA	Information	$21.36 	-0.192460782	($4.11)	$3.25 	$5.54 	$0.32 	$4.82 	110	0.2749	-1.136314156	3.061285904	1	3.061285904	1.178347257	1.711994501
20101231	2010	MAXY	MAXYGEN INC	USA	Prof Services	$146.99 	0.468643272	$68.88 	$24.27 	$37.60 	$6.85 	$19.53 	69	4.3171	1.924686513	4.990337344	0	0	3.189364622	3.627030646
20100731	2010	EONC	EON COMMUNICATIONS CORP	USA	Information	$15.61 	0.029926306	$0.47 	$10.68 	$17.09 	$0.50 	$5.29 	104	2.2822	-0.689155159	2.747591376	1	2.747591376	2.367904559	2.838727525
20101231	2010	GIGM	GIGAMEDIA LTD	TWN	Information	$267.59 	0.009903247	$2.65 	$16.32 	$64.68 	$7.30 	$62.31 	489	3.8661	1.988011325	5.589452221	1	5.589452221	2.792452622	4.169482956
20101231	2010	ONVI	ONVIA INC	USA	Information	$21.65 	-0.03722176	($0.81)	$1.22 	$26.99 	$3.77 	$22.97 	139	1.026	1.326809714	3.075190195	1	3.075190195	0.200488861	3.295540526
20101231	2010	ASIA	ASIAINFO-LINKAGE INC	CHN	Information	$1,253.21 	0.044853759	$56.21 	$148.68 	$343.38 	$36.17 	$105.32 	8221	12.5161	3.588285339	7.133460347	1	7.133460347	5.001762716	5.838846442
20110331	2010	SLTC	SELECTICA INC	USA	Information	$20.59 	-0.072174462	($1.49)	$4.58 	$14.52 	$3.00 	$10.92 	51	3.7591	1.0979454	3.024756953	1	3.024756953	1.522353806	2.6757336
20101231	2010	RVSN	RADVISION LTD	ISR	Information	$165.61 	-0.020674955	($3.42)	$21.53 	$95.24 	$30.94 	$68.73 	429	6.805	3.431952879	5.109641665	1	5.109641665	3.069586642	4.556389522
20101231	2010	LNCM	LENCO MOBILE INC	USA	Prof Services	$47.81 	-0.156988663	($7.51)	$2.61 	$8.36 	$0.53 	$10.62 		0.3996	-0.629233855	3.867151155	0	0	0.960881615	2.123099511
20101231	2010	KT	KT CORP	KOR	Information	$24,512.17 	0.04214576	$1,033.08 	$8,963.43 	$18,867.25 	$237.75 	$5,082.24 	31155	20.063	5.471228114	10.10692497	1	10.10692497	9.100907911	9.845182894
20101231	2010	WBSN	WEBSENSE INC	USA	Information	$661.94 	0.028177653	$18.65 	$16.29 	$332.76 	$54.33 	$248.86 	1442	3.2112	3.994984526	6.49517945	1	6.49517945	2.790551423	5.80742752
20101231	2010	VCLK	VALUECLICK INC	USA	Information	$613.57 	0.147514452	$90.51 	$110.18 	$430.80 	$35.05 	$200.76 	1062	5.8369	3.556690018	6.419289468	1	6.419289468	4.702133544	6.065639303
20101231	2010	HSTM	HEALTHSTREAM INC	USA	Information	$82.01 	0.050651742	$4.15 	$26.39 	$65.75 	$6.99 	$29.62 	432	2.6044	1.944337485	4.406853385	1	4.406853385	3.273098824	4.185920506
20101231	2010	SPRT	SUPPORT.COM INC	USA	Information	$93.74 	-0.192737281	($18.07)	$27.69 	$44.18 	$5.21 	$34.27 	761	1.7876	1.651347316	4.540514325	1	4.540514325	3.321035222	3.788204292
20101231	2010	LPSN	LIVEPERSON INC	USA	Information	$131.14 	0.07060232	$9.26 	$22.62 	$109.86 	$15.71 	$65.62 	481	2.0219	2.754361104	4.876288331	1	4.876288331	3.118922884	4.699225033
