Date	Gasoline   ($/Gal)	Pct Change Gasoline	Lag Pct Change Gasoline	Lag 2 Pct Change Gasoline	Lag 3 Pct Change Gasoline	Lag 4 Pct Change Gasoline	Crude ($/Bbl)	Pct Change Crude	Lag Pct Change Crude	Lag 2 Pct Change Crude	Lag 3 Pct Change Crude	Lag 4 Pct Change Crude	Lag 5 Pct Change Crude	Lag 6 Pct Change Crude	Lag 7 Pct Change Crude	Lag 8 Pct Change Crude	Residual Pct Change Gasoline
4/26/1999	$1.13 	-0.3524229	-0.438596491	1.967799642	3.327171904	6.391347099	$17.67 	-0.8417508	8.394160584	-2.951593861	2.916160389	6.952566602	6.284530387	6.23624358	10.99348534	2.589807853	-2.390548944
5/3/1999	$1.14 	0.44208665	-0.352422907	-0.438596491	1.967799642	3.327171904	$18.83 	6.56479909	-0.841750842	8.394160584	-2.951593861	2.916160389	6.952566602	6.284530387	6.23624358	10.99348534	-1.476733898
5/10/1999	$1.14 	0.35211268	0.442086649	-0.352422907	-0.438596491	1.967799642	$18.57 	-1.3807754	6.564799095	-0.841750842	8.394160584	-2.951593861	2.916160389	6.952566602	6.284530387	6.23624358	-1.331944768
5/17/1999	$1.14 	0	0.352112676	0.442086649	-0.352422907	-0.438596491	$17.76 	-4.361874	-1.380775358	6.564799095	-0.841750842	8.394160584	-2.951593861	2.916160389	6.952566602	6.284530387	-0.41500571
5/24/1999	$1.13 	-1.2280702	0	0.352112676	0.442086649	-0.352422907	$16.77 	-5.5743243	-4.36187399	-1.380775358	6.564799095	-0.841750842	8.394160584	-2.951593861	2.916160389	6.952566602	-0.124604735
5/31/1999	$1.11 	-1.3321492	-1.228070175	0	0.352112676	0.442086649	$17.34 	3.39892665	-5.574324324	-4.36187399	-1.380775358	6.564799095	-0.841750842	8.394160584	-2.951593861	2.916160389	-0.421161068
6/7/1999	$1.11 	0.090009	-1.332149201	-1.228070175	0	0.352112676	$17.91 	3.28719723	3.398926655	-5.574324324	-4.36187399	-1.380775358	6.564799095	-0.841750842	8.394160584	-2.951593861	0.030012765
6/14/1999	$1.11 	-0.3597122	0.090009001	-1.332149201	-1.228070175	0	$18.24 	1.84254606	3.287197232	3.398926655	-5.574324324	-4.36187399	-1.380775358	6.564799095	-0.841750842	8.394160584	-1.104785631
6/21/1999	$1.12 	1.44404332	-0.35971223	0.090009001	-1.332149201	-1.228070175	$17.79 	-2.4671053	1.842546064	3.287197232	3.398926655	-5.574324324	-4.36187399	-1.380775358	6.564799095	-0.841750842	1.178070561
6/28/1999	$1.11 	-0.9786477	1.444043321	-0.35971223	0.090009001	-1.332149201	$18.22 	2.41708825	-2.467105263	1.842546064	3.287197232	3.398926655	-5.574324324	-4.36187399	-1.380775358	6.564799095	-1.109381325
7/5/1999	$1.13 	1.07816712	-0.978647687	1.444043321	-0.35971223	0.090009001	$19.07 	4.66520307	2.417088252	-2.467105263	1.842546064	3.287197232	3.398926655	-5.574324324	-4.36187399	-1.380775358	0.168447215
7/12/1999	$1.14 	1.6	1.078167116	-0.978647687	1.444043321	-0.35971223	$19.92 	4.45726272	4.665203074	2.417088252	-2.467105263	1.842546064	3.287197232	3.398926655	-5.574324324	-4.36187399	-0.19117563
7/19/1999	$1.17 	2.27471566	1.6	1.078167116	-0.978647687	1.444043321	$20.28 	1.80722892	4.457262716	4.665203074	2.417088252	-2.467105263	1.842546064	3.287197232	3.398926655	-5.574324324	0.449552953
7/26/1999	$1.19 	2.05303678	2.274715661	1.6	1.078167116	-0.978647687	$20.49 	1.03550296	1.807228916	4.457262716	4.665203074	2.417088252	-2.467105263	1.842546064	3.287197232	3.398926655	0.608797571
8/2/1999	$1.20 	0.16764459	2.053036784	2.274715661	1.6	1.078167116	$20.46 	-0.1464129	1.035502959	1.807228916	4.457262716	4.665203074	2.417088252	-2.467105263	1.842546064	3.287197232	-0.790931115
8/9/1999	$1.21 	0.92050209	0.167644594	2.053036784	2.274715661	1.6	$21.26 	3.91006843	-0.146412884	1.035502959	1.807228916	4.457262716	4.665203074	2.417088252	-2.467105263	1.842546064	-0.139829495
8/16/1999	$1.24 	2.48756219	0.920502092	0.167644594	2.053036784	2.274715661	$21.34 	0.37629351	3.910068426	-0.146412884	1.035502959	1.807228916	4.457262716	4.665203074	2.417088252	-2.467105263	1.324912911
8/23/1999	$1.23 	-0.1618123	2.487562189	0.920502092	0.167644594	2.053036784	$21.61 	1.26522962	0.376293509	3.910068426	-0.146412884	1.035502959	1.807228916	4.457262716	4.665203074	2.417088252	-1.049168507
8/30/1999	$1.23 	-0.0810373	-0.161812298	2.487562189	0.920502092	0.167644594	$21.93 	1.48079593	1.265229616	0.376293509	3.910068426	-0.146412884	1.035502959	1.807228916	4.457262716	4.665203074	-0.84987897
9/6/1999	$1.24 	0.72992701	-0.081037277	-0.161812298	2.487562189	0.920502092	$23.06 	5.12995896	1.480795928	1.265229616	0.376293509	3.910068426	-0.146412884	1.035502959	1.807228916	4.457262716	-0.51326445
9/13/1999	$1.25 	0.64412238	0.729927007	-0.081037277	-0.161812298	2.487562189	$24.18 	4.87963565	5.12995896	1.480795928	1.265229616	0.376293509	3.910068426	-0.146412884	1.035502959	1.807228916	-1.289042655
9/20/1999	$1.27 	1.44	0.644122383	0.729927007	-0.081037277	-0.161812298	$24.32 	0.5789909	4.879635654	5.12995896	1.480795928	1.265229616	0.376293509	3.910068426	-0.146412884	1.035502959	-0.491021279
9/27/1999	$1.26 	-0.4731861	1.44	0.644122383	0.729927007	-0.081037277	$24.63 	1.27467105	0.578990902	4.879635654	5.12995896	1.480795928	1.265229616	0.376293509	3.910068426	-0.146412884	-1.816745445
10/4/1999	$1.26 	-0.5546751	-0.47318612	1.44	0.644122383	0.729927007	$23.71 	-3.7352822	1.274671053	0.578990902	4.879635654	5.12995896	1.480795928	1.265229616	0.376293509	3.910068426	-1.112230375
10/11/1999	$1.25 	-0.4780876	-0.554675119	-0.47318612	1.44	0.644122383	$21.58 	-8.9835512	-3.735282176	1.274671053	0.578990902	4.879635654	5.12995896	1.480795928	1.265229616	0.376293509	0.658294525
10/18/1999	$1.24 	-1.0408327	-0.478087649	-0.554675119	-0.47318612	1.44	$22.44 	3.98517146	-8.983551244	-3.735282176	1.274671053	0.578990902	4.879635654	5.12995896	1.480795928	1.265229616	0.426409499
10/25/1999	$1.24 	0.08090615	-1.040832666	-0.478087649	-0.554675119	-0.47318612	$23.22 	3.47593583	3.985171455	-8.983551244	-3.735282176	1.274671053	0.578990902	4.879635654	5.12995896	1.480795928	0.187065212
11/1/1999	$1.23 	-0.5658852	0.080906149	-1.040832666	-0.478087649	-0.554675119	$22.44 	-3.3591731	3.475935829	3.985171455	-8.983551244	-3.735282176	1.274671053	0.578990902	4.879635654	5.12995896	-0.567706396
11/8/1999	$1.23 	0.24390244	-0.565885206	0.080906149	-1.040832666	-0.478087649	$23.28 	3.74331551	-3.359173127	3.475935829	3.985171455	-8.983551244	-3.735282176	1.274671053	0.578990902	4.879635654	0.337906894
11/15/1999	$1.25 	1.45985401	0.243902439	-0.565885206	0.080906149	-1.040832666	$25.31 	8.71993127	3.743315508	-3.359173127	3.475935829	3.985171455	-8.983551244	-3.735282176	1.274671053	0.578990902	0.117847134
11/22/1999	$1.27 	1.43884892	1.459854015	0.243902439	-0.565885206	0.080906149	$28.03 	10.7467404	8.719931272	3.743315508	-3.359173127	3.475935829	3.985171455	-8.983551244	-3.735282176	1.274671053	-1.781568953
11/29/1999	$1.27 	0.39401103	1.438848921	1.459854015	0.243902439	-0.565885206	$25.84 	-7.8130574	10.74674042	8.719931272	3.743315508	-3.359173127	3.475935829	3.985171455	-8.983551244	-3.735282176	-2.234167555
12/6/1999	$1.27 	-0.0784929	0.394011032	1.438848921	1.459854015	0.243902439	$26.67 	3.2120743	-7.813057438	10.74674042	8.719931272	3.743315508	-3.359173127	3.475935829	3.985171455	-8.983551244	-1.062064455
12/13/1999	$1.28 	0.15710919	-0.078492936	0.394011032	1.438848921	1.459854015	$25.37 	-4.8743907	3.212074303	-7.813057438	10.74674042	8.719931272	3.743315508	-3.359173127	3.475935829	3.985171455	-0.124290957
12/20/1999	$1.27 	-0.4705882	0.157109191	-0.078492936	0.394011032	1.438848921	$26.55 	4.65116279	-4.874390701	3.212074303	-7.813057438	10.74674042	8.719931272	3.743315508	-3.359173127	3.475935829	-0.757207413
12/27/1999	$1.27 	0.31520883	-0.470588235	0.157109191	-0.078492936	0.394011032	$26.36 	-0.7156309	4.651162791	-4.874390701	3.212074303	-7.813057438	10.74674042	8.719931272	3.743315508	-3.359173127	-0.186978458
1/3/2000	$1.27 	-0.0785546	0.315208826	-0.470588235	0.157109191	-0.078492936	$25.54 	-3.129742	-0.715630885	4.651162791	-4.874390701	3.212074303	-7.813057438	10.74674042	8.719931272	3.743315508	0.004892723
1/10/2000	$1.26 	-0.6289308	-0.078554595	0.315208826	-0.470588235	0.157109191	$24.71 	-3.2308596	-3.129742033	-0.715630885	4.651162791	-4.874390701	3.212074303	-7.813057438	10.74674042	8.719931272	0.496069453
1/17/2000	$1.28 	1.02848101	-0.628930818	-0.078554595	0.315208826	-0.470588235	$26.98 	9.18656414	-3.230859604	-3.129742033	-0.715630885	4.651162791	-4.874390701	3.212074303	-7.813057438	10.74674042	0.960192652
1/24/2000	$1.32 	2.97572435	1.028481013	-0.628930818	-0.078554595	0.315208826	$29.25 	8.41363973	9.186564144	-3.230859604	-3.129742033	-0.715630885	4.651162791	-4.874390701	3.212074303	-7.813057438	0.921780568
1/31/2000	$1.32 	0.07604563	2.975724354	1.028481013	-0.628930818	-0.078554595	$27.65 	-5.4700855	8.413639733	9.186564144	-3.230859604	-3.129742033	-0.715630885	4.651162791	-4.874390701	3.212074303	-1.821621291
2/7/2000	$1.33 	0.68389058	0.076045627	2.975724354	1.028481013	-0.628930818	$28.40 	2.7124774	-5.47008547	8.413639733	9.186564144	-3.230859604	-3.129742033	-0.715630885	4.651162791	-4.874390701	0.021768437
2/14/2000	$1.36 	2.33962264	0.683890578	0.076045627	2.975724354	1.028481013	$30.30 	6.69014085	2.712477396	-5.47008547	8.413639733	9.186564144	-3.230859604	-3.129742033	-0.715630885	4.651162791	0.89587513
2/21/2000	$1.41 	3.68731563	2.339622642	0.683890578	0.076045627	2.975724354	$30.21 	-0.3135314	6.690140845	2.712477396	-5.47008547	8.413639733	9.186564144	-3.230859604	-3.129742033	-0.715630885	1.846962922
2/28/2000	$1.42 	1.06685633	3.687315634	2.339622642	0.683890578	0.076045627	$30.11 	-0.3145175	-0.313531353	6.690140845	2.712477396	-5.47008547	8.413639733	9.186564144	-3.230859604	-3.129742033	-0.03984713
3/6/2000	$1.50 	5.62983814	1.06685633	3.687315634	2.339622642	0.683890578	$32.19 	6.90800399	-0.314517464	-0.313531353	6.690140845	2.712477396	-5.47008547	8.413639733	9.186564144	-3.230859604	4.341678391
3/13/2000	$1.53 	1.73217855	5.629838142	1.06685633	3.687315634	2.339622642	$32.11 	-0.2485244	6.908003985	-0.314517464	-0.313531353	6.690140845	2.712477396	-5.47008547	8.413639733	9.186564144	0.20107553
3/20/2000	$1.53 	0.13097577	1.732178548	5.629838142	1.06685633	3.687315634	$29.33 	-8.657739	-0.248524386	6.908003985	-0.314517464	-0.313531353	6.690140845	2.712477396	-5.47008547	8.413639733	0.068488534
3/27/2000	$1.51 	-1.3734467	0.13097577	1.732178548	5.629838142	1.06685633	$27.59 	-5.9324923	-8.657739022	-0.248524386	6.908003985	-0.314517464	-0.313531353	6.690140845	2.712477396	-5.47008547	0.446860807
4/3/2000	$1.50 	-0.331565	-1.373446697	0.13097577	1.732178548	5.629838142	$26.28 	-4.7480971	-5.932492329	-8.657739022	-0.248524386	6.908003985	-0.314517464	-0.313531353	6.690140845	2.712477396	2.214774371
4/10/2000	$1.48 	-1.8629408	-0.331564987	-1.373446697	0.13097577	1.732178548	$23.91 	-9.0182648	-4.748097137	-5.932492329	-8.657739022	-0.248524386	6.908003985	-0.314517464	-0.313531353	6.690140845	1.335965935
4/17/2000	$1.44 	-2.1016949	-1.862940785	-0.331564987	-1.373446697	0.13097577	$26.06 	8.99205353	-9.01826484	-4.748097137	-5.932492329	-8.657739022	-0.248524386	6.908003985	-0.314517464	-0.313531353	0.049968699
4/24/2000	$1.44 	-0.4847645	-2.101694915	-1.862940785	-0.331564987	-1.373446697	$27.41 	5.18035303	8.992053534	-9.01826484	-4.748097137	-5.932492329	-8.657739022	-0.248524386	6.908003985	-0.314517464	-0.711392369
5/1/2000	$1.42 	-1.1830202	-0.484764543	-2.101694915	-1.862940785	-0.331564987	$25.84 	-5.7278366	5.180353032	8.992053534	-9.01826484	-4.748097137	-5.932492329	-8.657739022	-0.248524386	6.908003985	-1.42439656
5/8/2000	$1.46 	2.46478873	-1.183020181	-0.484764543	-2.101694915	-1.862940785	$28.05 	8.55263158	-5.727836556	5.180353032	8.992053534	-9.01826484	-4.748097137	-5.932492329	-8.657739022	-0.248524386	2.107016429
5/15/2000	$1.49 	2.54295533	2.464788732	-1.183020181	-0.484764543	-2.101694915	$29.95 	6.77361854	8.552631579	-5.727836556	5.180353032	8.992053534	-9.01826484	-4.748097137	-5.932492329	-8.657739022	0.421345919
5/22/2000	$1.53 	2.3458445	2.542955327	2.464788732	-1.183020181	-0.484764543	$28.62 	-4.4407346	6.773618538	8.552631579	-5.727836556	5.180353032	8.992053534	-9.01826484	-4.748097137	-5.932492329	0.518825592
5/29/2000	$1.54 	0.8513425	2.345844504	2.542955327	2.464788732	-1.183020181	$29.25 	2.18378756	-4.440734558	6.773618538	8.552631579	-5.727836556	5.180353032	8.992053534	-9.01826484	-4.748097137	-0.03701439
6/5/2000	$1.56 	1.49350649	0.851342502	2.345844504	2.542955327	2.464788732	$29.87 	2.13711746	2.183787561	-4.440734558	6.773618538	8.552631579	-5.727836556	5.180353032	8.992053534	-9.01826484	0.558844534
6/12/2000	$1.63 	4.35060781	1.493506494	0.851342502	2.345844504	2.542955327	$31.76 	6.32741881	2.137117456	2.183787561	-4.440734558	6.773618538	8.552631579	-5.727836556	5.180353032	8.992053534	2.821654388
6/19/2000	$1.68 	3.06560392	4.350607806	1.493506494	0.851342502	2.345844504	$31.57 	-0.5982368	6.327418815	2.137117456	2.183787561	-4.440734558	6.773618538	8.552631579	-5.727836556	5.180353032	1.3225592
6/26/2000	$1.66 	-1.3682332	3.065603924	4.350607806	1.493506494	0.851342502	$31.56 	-0.0316756	-0.598236776	6.327418815	2.137117456	2.183787561	-4.440734558	6.773618538	8.552631579	-5.727836556	-2.327466466
7/3/2000	$1.63 	-1.9903498	-1.368233195	3.065603924	4.350607806	1.493506494	$30.54 	-3.247782	-0.031675641	-0.598236776	6.327418815	2.137117456	2.183787561	-4.440734558	6.773618538	8.552631579	-2.024990111
7/10/2000	$1.59 	-1.9692308	-1.990349819	-1.368233195	3.065603924	4.350607806	$29.51 	-3.3568037	-3.247782003	-0.031675641	-0.598236776	6.327418815	2.137117456	2.183787561	-4.440734558	6.773618538	-1.309628417
7/17/2000	$1.55 	-2.950408	-1.969230769	-1.990349819	-1.368233195	3.065603924	$30.71 	4.06641816	-3.356803668	-3.247782003	-0.031675641	-0.598236776	6.327418815	2.137117456	2.183787561	-4.440734558	-2.482768275
7/24/2000	$1.52 	-1.6817594	-2.950408035	-1.969230769	-1.990349819	-1.368233195	$27.97 	-8.9221752	4.066418163	-3.356803668	-3.247782003	-0.031675641	-0.598236776	6.327418815	2.137117456	2.183787561	-0.901404107
7/31/2000	$1.47 	-3.2236842	-1.681759379	-2.950408035	-1.969230769	-1.990349819	$27.50 	-1.6803718	-8.922175187	4.066418163	-3.356803668	-3.247782003	-0.031675641	-0.598236776	6.327418815	2.137117456	-1.341265169
8/7/2000	$1.46 	-0.6118287	-3.223684211	-1.681759379	-2.950408035	-1.969230769	$28.93 	5.2	-1.680371827	-8.922175187	4.066418163	-3.356803668	-3.247782003	-0.031675641	-0.598236776	6.327418815	0.322411423
8/14/2000	$1.45 	-1.0259918	-0.611828688	-3.223684211	-1.681759379	-2.950408035	$31.92 	10.3352921	5.2	-1.680371827	-8.922175187	4.066418163	-3.356803668	-3.247782003	-0.031675641	-0.598236776	-2.35038288
8/21/2000	$1.47 	1.45127851	-1.025991792	-0.611828688	-3.223684211	-1.681759379	$32.42 	1.56641604	10.33529208	5.2	-1.680371827	-8.922175187	4.066418163	-3.356803668	-3.247782003	-0.031675641	-0.854727903
8/28/2000	$1.48 	0.88555858	1.451278507	-1.025991792	-0.611828688	-3.223684211	$32.92 	1.54225787	1.56641604	10.33529208	5.2	-1.680371827	-8.922175187	4.066418163	-3.356803668	-3.247782003	-1.021780466
9/4/2000	$1.53 	3.30857529	0.885558583	1.451278507	-1.025991792	-0.611828688	$34.03 	3.37181045	1.542257866	1.56641604	10.33529208	5.2	-1.680371827	-8.922175187	4.066418163	-3.356803668	1.710896308
9/11/2000	$1.56 	2.02614379	3.308575287	0.885558583	1.451278507	-1.025991792	$35.14 	3.2618278	3.37181045	1.542257866	1.56641604	10.33529208	5.2	-1.680371827	-8.922175187	4.066418163	0.069173082
9/18/2000	$1.56 	0.0640615	2.026143791	3.308575287	0.885558583	1.451278507	$36.75 	4.58167331	3.261827799	3.37181045	1.542257866	1.56641604	10.33529208	5.2	-1.680371827	-8.922175187	-2.110664399
9/25/2000	$1.55 	-0.8962868	0.064061499	2.026143791	3.308575287	0.885558583	$31.50 	-14.285714	4.581673307	3.261827799	3.37181045	1.542257866	1.56641604	10.33529208	5.2	-1.680371827	-1.193100697
10/2/2000	$1.52 	-1.5503876	-0.896286812	0.064061499	2.026143791	3.308575287	$32.05 	1.74603175	-14.28571429	4.581673307	3.261827799	3.37181045	1.542257866	1.56641604	10.33529208	5.2	0.021843562
10/9/2000	$1.50 	-1.4435696	-1.550387597	-0.896286812	0.064061499	2.026143791	$31.98 	-0.2184087	1.746031746	-14.28571429	4.581673307	3.261827799	3.37181045	1.542257866	1.56641604	10.33529208	-0.491562434
10/16/2000	$1.54 	2.46338216	-1.443569554	-1.550387597	-0.896286812	0.064061499	$33.18 	3.75234522	-0.218408736	1.746031746	-14.28571429	4.581673307	3.261827799	3.37181045	1.542257866	1.56641604	2.504937806
10/23/2000	$1.55 	0.7797271	2.463382157	-1.443569554	-1.550387597	-0.896286812	$34.90 	5.18384569	3.752345216	-0.218408736	1.746031746	-14.28571429	4.581673307	3.261827799	3.37181045	1.542257866	-0.062001578
10/30/2000	$1.55 	-0.3868472	0.779727096	2.463382157	-1.443569554	-1.550387597	$32.86 	-5.8452722	5.18384569	3.752345216	-0.218408736	1.746031746	-14.28571429	4.581673307	3.261827799	3.37181045	-0.965867982
11/6/2000	$1.53 	-1.2297735	-0.386847195	0.779727096	2.463382157	-1.443569554	$33.02 	0.48691418	-5.845272206	5.18384569	3.752345216	-0.218408736	1.746031746	-14.28571429	4.581673307	3.261827799	-0.740186831
11/13/2000	$1.52 	-0.1965924	-1.229773463	-0.386847195	0.779727096	2.463382157	$34.30 	3.87643852	0.486914181	-5.845272206	5.18384569	3.752345216	-0.218408736	1.746031746	-14.28571429	4.581673307	-0.525150078
11/20/2000	$1.51 	-0.8535785	-0.196592398	-1.229773463	-0.386847195	0.779727096	$35.98 	4.89795918	3.876438522	0.486914181	-5.845272206	5.18384569	3.752345216	-0.218408736	1.746031746	-14.28571429	-2.148541302
11/27/2000	$1.51 	0	-0.853578464	-0.196592398	-1.229773463	-0.386847195	$36.24 	0.72262368	4.897959184	3.876438522	0.486914181	-5.845272206	5.18384569	3.752345216	-0.218408736	1.746031746	-1.482083126
12/4/2000	$1.49 	-1.589404	0	-0.853578464	-0.196592398	-1.229773463	$31.28 	-13.686534	0.72262368	4.897959184	3.876438522	0.486914181	-5.845272206	5.18384569	3.752345216	-0.218408736	-1.047961709
12/11/2000	$1.45 	-2.4899058	-1.589403974	0	-0.853578464	-0.196592398	$29.75 	-4.8913043	-13.68653422	0.72262368	4.897959184	3.876438522	0.486914181	-5.845272206	5.18384569	3.752345216	0.27417044
12/18/2000	$1.42 	-1.863354	-2.489905787	-1.589403974	0	-0.853578464	$29.52 	-0.7731092	-4.891304348	-13.68653422	0.72262368	4.897959184	3.876438522	0.486914181	-5.845272206	5.18384569	0.581796823
12/25/2000	$1.41 	-0.5625879	-1.863354037	-2.489905787	-1.589403974	0	$29.52 	0	-0.773109244	-4.891304348	-13.68653422	0.72262368	4.897959184	3.876438522	0.486914181	-5.845272206	0.974428552
1/1/2001	$1.41 	-0.5657709	-0.562587904	-1.863354037	-2.489905787	-1.589403974	$29.52 	0	0	-0.773109244	-4.891304348	-13.68653422	0.72262368	4.897959184	3.876438522	0.486914181	0.504424044
1/8/2001	$1.43 	1.35135135	-0.565770863	-0.562587904	-1.863354037	-2.489905787	$27.44 	-7.0460705	0	0	-0.773109244	-4.891304348	-13.68653422	0.72262368	4.897959184	3.876438522	2.878602231
1/15/2001	$1.47 	3.43859649	1.351351351	-0.565770863	-0.562587904	-1.863354037	$29.83 	8.69169096	-7.046070461	0	0	-0.773109244	-4.891304348	-13.68653422	0.72262368	4.897959184	4.399586119
1/22/2001	$1.47 	-0.2035278	3.438596491	1.351351351	-0.565770863	-0.562587904	$32.21 	7.99664711	8.691690962	-7.046070461	0	0	-0.773109244	-4.891304348	-13.68653422	0.72262368	-1.716420298
1/29/2001	$1.46 	-0.7477906	-0.203527815	3.438596491	1.351351351	-0.565770863	$29.07 	-9.7485253	7.996647108	8.691690962	-7.046070461	0	0	-0.773109244	-4.891304348	-13.68653422	-1.803184327
2/5/2001	$1.44 	-1.1643836	-0.747790619	-0.203527815	3.438596491	1.351351351	$30.55 	5.09115927	-9.748525303	7.996647108	8.691690962	-7.046070461	0	0	-0.773109244	-4.891304348	-1.069259797
2/12/2001	$1.48 	2.28690229	-1.164383562	-0.747790619	-0.203527815	3.438596491	$30.52 	-0.0981997	5.091159271	-9.748525303	7.996647108	8.691690962	-7.046070461	0	0	-0.773109244	1.788215196
2/19/2001	$1.45 	-1.8292683	2.286902287	-1.164383562	-0.747790619	-0.203527815	$29.40 	-3.6861075	-0.098199673	5.091159271	-9.748525303	7.996647108	8.691690962	-7.046070461	0	0	-1.831372651
2/26/2001	$1.43 	-1.242236	-1.829268293	2.286902287	-1.164383562	-0.747790619	$28.27 	-3.8271815	-3.686107471	-0.098199673	5.091159271	-9.748525303	7.996647108	8.691690962	-7.046070461	0	-0.326435481
3/5/2001	$1.42 	-0.9783368	-1.242236025	-1.829268293	2.286902287	-1.164383562	$28.61 	1.20268836	-3.827181493	-3.686107471	-0.098199673	5.091159271	-9.748525303	7.996647108	8.691690962	-7.046070461	0.002803888
3/12/2001	$1.41 	-0.3528582	-0.978336827	-1.242236025	-1.829268293	2.286902287	$27.91 	-2.446697	1.202688362	-3.827181493	-3.686107471	-0.098199673	5.091159271	-9.748525303	7.996647108	8.691690962	0.572591657
3/19/2001	$1.40 	-0.5665722	-0.352858151	-0.978336827	-1.242236025	-1.829268293	$26.17 	-6.2343246	-2.446696959	1.202688362	-3.827181493	-3.686107471	-0.098199673	5.091159271	-9.748525303	7.996647108	0.848298499
3/26/2001	$1.40 	0	-0.566572238	-0.352858151	-0.978336827	-1.242236025	$27.40 	4.70003821	-6.234324615	-2.446696959	1.202688362	-3.827181493	-3.686107471	-0.098199673	5.091159271	-9.748525303	1.286885081
4/2/2001	$1.44 	2.70655271	0	-0.566572238	-0.352858151	-0.978336827	$25.70 	-6.2043796	4.700038212	-6.234324615	-2.446696959	1.202688362	-3.827181493	-3.686107471	-0.098199673	5.091159271	3.641157853
4/9/2001	$1.50 	4.0221914	2.706552707	0	-0.566572238	-0.352858151	$27.45 	6.80933852	-6.204379562	4.700038212	-6.234324615	-2.446696959	1.202688362	-3.827181493	-3.686107471	-0.098199673	4.537180759
4/16/2001	$1.57 	4.73333333	4.022191401	2.706552707	0	-0.566572238	$28.81 	4.95446266	6.809338521	-6.204379562	4.700038212	-6.234324615	-2.446696959	1.202688362	-3.827181493	-3.686107471	3.718846179
4/23/2001	$1.62 	3.05537874	4.733333333	4.022191401	2.706552707	0	$26.97 	-6.3866713	4.954462659	6.809338521	-6.204379562	4.700038212	-6.234324615	-2.446696959	1.202688362	-3.827181493	2.385278574
4/30/2001	$1.63 	0.43236566	3.05537874	4.733333333	4.022191401	2.706552707	$28.48 	5.5988135	-6.386671295	4.954462659	6.809338521	-6.204379562	4.700038212	-6.234324615	-2.446696959	1.202688362	0.303576249
5/7/2001	$1.70 	4.73554736	0.432365658	3.05537874	4.733333333	4.022191401	$27.79 	-2.4227528	5.598813497	-6.386671295	4.954462659	6.809338521	-6.204379562	4.700038212	-6.234324615	-2.446696959	4.139360924
5/14/2001	$1.71 	0.58719906	4.735547356	0.432365658	3.05537874	4.733333333	$28.83 	3.74235336	-2.422752809	5.598813497	-6.386671295	4.954462659	6.809338521	-6.204379562	4.700038212	-6.234324615	0.098264335
5/21/2001	$1.69 	-1.517805	0.587199061	4.735547356	0.432365658	3.05537874	$29.96 	3.91952827	3.742353365	-2.422752809	5.598813497	-6.386671295	4.954462659	6.809338521	-6.204379562	4.700038212	-2.710640332
5/28/2001	$1.70 	1.00770599	-1.51780502	0.587199061	4.735547356	0.432365658	$29.05 	-3.0373832	3.919528269	3.742353365	-2.422752809	5.598813497	-6.386671295	4.954462659	6.809338521	-6.204379562	0.079575895
6/4/2001	$1.68 	-1.4671362	1.007705987	-1.51780502	0.587199061	4.735547356	$28.14 	-3.1325301	-3.037383178	3.919528269	3.742353365	-2.422752809	5.598813497	-6.386671295	4.954462659	6.809338521	-1.143216434
6/11/2001	$1.65 	-1.9058964	-1.46713615	1.007705987	-1.51780502	0.587199061	$28.94 	2.84292822	-3.13253012	-3.037383178	3.919528269	3.742353365	-2.422752809	5.598813497	-6.386671295	4.954462659	-1.70612386
6/18/2001	$1.60 	-2.7929569	-1.905896367	-1.46713615	1.007705987	-1.51780502	$27.55 	-4.8030408	2.842928216	-3.13253012	-3.037383178	3.919528269	3.742353365	-2.422752809	5.598813497	-6.386671295	-2.406177
6/25/2001	$1.54 	-3.9350406	-2.792956891	-1.905896367	-1.46713615	1.007705987	$27.11 	-1.5970962	-4.803040774	2.842928216	-3.13253012	-3.037383178	3.919528269	3.742353365	-2.422752809	5.598813497	-2.959718364
7/2/2001	$1.47 	-4.1612484	-3.9350406	-2.792956891	-1.905896367	-1.46713615	$26.02 	-4.0206566	-1.597096189	-4.803040774	2.842928216	-3.13253012	-3.037383178	3.919528269	3.742353365	-2.422752809	-2.77014175
7/9/2001	$1.44 	-2.5101764	-4.161248375	-3.9350406	-2.792956891	-1.905896367	$27.63 	6.18754804	-4.020656584	-1.597096189	-4.803040774	2.842928216	-3.13253012	-3.037383178	3.919528269	3.742353365	-1.80404395
7/16/2001	$1.41 	-1.6701461	-2.510176391	-4.161248375	-3.9350406	-2.792956891	$26.02 	-5.8269996	6.18754804	-4.020656584	-1.597096189	-4.803040774	2.842928216	-3.13253012	-3.037383178	3.919528269	-1.316064846
7/23/2001	$1.40 	-1.2738854	-1.670146138	-2.510176391	-4.161248375	-3.9350406	$25.88 	-0.5380477	-5.826999638	6.18754804	-4.020656584	-1.597096189	-4.803040774	2.842928216	-3.13253012	-3.037383178	-0.386182516
7/30/2001	$1.38 	-0.7885305	-1.27388535	-1.670146138	-2.510176391	-4.161248375	$26.60 	2.7820711	-0.538047656	-5.826999638	6.18754804	-4.020656584	-1.597096189	-4.803040774	2.842928216	-3.13253012	-0.265668877
8/6/2001	$1.38 	-0.5780347	-0.788530466	-1.27388535	-1.670146138	-2.510176391	$27.70 	4.13533835	2.782071097	-0.538047656	-5.826999638	6.18754804	-4.020656584	-1.597096189	-4.803040774	2.842928216	-1.230725628
