Date	DayofWeek	DepartureTime	WheelsOff	WheelsOn	ArrivalTime	AIR_TIME	ArrivalDelay 	DepartureDelay	TAXI_IN	TAXI_OUT	CARRIER_DELAY	WEATHER_DELAY	NAS_DELAY	SECURITY_DELAY	LATE_AIRCRAFT_DELAY	AIRLINE_ID	Origin	Destination
3239827200	4	1629	1646	1900	1905	74	174	189	5	17	149	0	0	0	25	19790	Los Angeles,CA	Salt Lake City,UT
3239568000	1	900	930	1009	1010	39	35	30	1	30	0	30	5	0	0	20366	Atlanta,GA	Augusta,GA
3239568000	1	1504	1517	1555	1616	38	36	31	21	13	0	0	5	0	31	20366	Augusta,GA	Atlanta,GA
3239568000	1	1841	1845	1917	1924	32	50	56	7	4	0	0	0	0	50	20366	Columbus,GA	Atlanta,GA
3238790400	6	2126	2135	2200	2212	85	-2	16	12	9	0	0	0	0	0	20366	Atlanta,GA	Milwaukee,WI
3239222400	4	2235	2250	2343	2347	113	-12	0	4	15	0	0	0	0	0	20366	Atlanta,GA	San Antonio,TX
3238358400	1	1000	1021	1129	1133	68	28	21	4	21	0	0	7	0	21	20366	Atlanta,GA	Daytona Beach,FL
3237321600	3	1022	1038	1055	1057	77	3	23	2	16	0	0	0	0	0	20366	Atlanta,GA	Fayetteville,AR
3239481600	7	1937	1944	2030	2054	46	112	102	24	7	0	0	10	0	102	20366	Tallahassee,FL	Atlanta,GA
3237667200	7	1424	1444	1539	1544	115	-5	1	5	20	0	0	0	0	0	20366	Oklahoma City,OK	Salt Lake City,UT
3238963200	1	1808	1846	1857	1859	71	62	42	2	38	0	0	20	0	42	20366	Atlanta,GA	Panama City,FL
3238876800	7	2000	2005	2049	2104	44	146	150	15	5	0	146	0	0	0	20366	Brunswick,GA	Atlanta,GA
3237494400	5	1714	1734	1759	1803	85	9	12	4	20	0	0	0	0	0	20366	Atlanta,GA	Fayetteville,AR
3237235200	2	2253	2316	2246	2249	30	15	13	3	23	13	0	2	0	0	20366	Atlanta,GA	Huntsville,AL
3239740800	3	2315	13	33	2440	-1360	83	47	1447	58	47	0	36	0	0	20366	Atlanta,GA	Fayetteville,AR
3237235200	2	1045	1111	1202	1207	111	-8	-6	5	26	0	0	0	0	0	20366	Atlanta,GA	Corpus Christi,TX
3239654400	2	1255	1431	1701	1705	90	77	-5	4	96	0	0	77	0	0	20366	Bloomington,IL	Atlanta,GA
3238444800	2	620	630	915	927	105	-16	-10	12	10	0	0	0	0	0	20366	Madison,WI	Atlanta,GA
3238704000	5	1525	1547	1717	1720	90	15	13	3	22	13	0	2	0	0	20366	Atlanta,GA	Grand Rapids,MI
3239481600	7	1525	1532	1659	1701	87	-4	13	2	7	0	0	0	0	0	20366	Atlanta,GA	Grand Rapids,MI
3237667200	7	1810	1819	2114	2128	115	32	37	14	9	0	32	0	0	0	20366	Omaha,NE	Atlanta,GA
3239481600	7	1110	1120	1225	1248	65	11	-5	23	10	0	0	0	0	0	20366	Wilmington,NC	Atlanta,GA
3237926400	3	740	745	846	848	61	-12	0	2	5	0	0	0	0	0	20366	Missoula,MT	Salt Lake City,UT
3238617600	4	925	958	954	1000	56	9	0	6	33	0	0	0	0	0	20366	Atlanta,GA	Gulfport/Biloxi,MS
3238704000	5	1640	1654	1801	1807	127	-3	4	6	14	0	0	0	0	0	20366	Atlanta,GA	Minneapolis/St. Paul,MN
3238963200	1	1830	1830	1933	1941	63	-17	0	8	0	0	0	0	0	0	20366	Roanoke,VA	Atlanta,GA
3237321600	3	1215	1241	1406	1410	145	-20	0	4	26	0	0	0	0	0	20366	Houston,TX	Salt Lake City,UT
3239222400	4	1822	1849	1926	1929	37	54	52	3	27	0	0	2	0	52	20366	Atlanta,GA	Tallahassee,FL
3238185600	6	1411	1420	1622	1632	62	38	46	10	9	38	0	0	0	0	20366	New Orleans,LA	Atlanta,GA
3237321600	3	1625	1630	1807	1817	97	18	15	10	5	15	0	3	0	0	20366	Toledo,OH	Atlanta,GA
3238444800	2	1025	1037	1308	1318	91	0	5	10	12	0	0	0	0	0	20366	Chicago,IL	Atlanta,GA
3237840000	2	1705	1741	1755	1818	74	84	65	23	36	16	49	19	0	0	20366	Atlanta,GA	Chicago,IL
3239740800	3	625	636	945	956	129	4	-5	11	11	0	0	0	0	0	20366	Corpus Christi,TX	Atlanta,GA
3238358400	1	1454	1504	1748	1805	104	57	54	17	10	54	0	3	0	0	20366	Kansas City,MO	Atlanta,GA
3238185600	6	1219	1225	1336	1343	71	-2	4	7	6	0	0	0	0	0	20366	Columbia,SC	Cincinnati,OH
3239049600	2	1040	1058	1258	1313	60	42	24	15	18	24	0	18	0	0	20366	Gulfport/Biloxi,MS	Atlanta,GA
3237926400	3	615	622	844	918	82	13	0	34	7	0	0	0	0	0	20366	Peoria,IL	Atlanta,GA
3237580800	6	610	634	855	915	81	14	0	20	24	0	0	0	0	0	20366	Shreveport,LA	Atlanta,GA
3237753600	1	1410	1433	1507	1511	34	1	0	4	23	0	0	0	0	0	20366	Atlanta,GA	Tallahassee,FL
3238012800	4	720	730	746	754	16	-20	-5	8	10	0	0	0	0	0	20366	Macon,GA	Atlanta,GA
3238790400	6	1537	1540	1803	1811	143	-10	21	8	3	0	0	0	0	0	20366	Burlington,VT	Atlanta,GA
3237494400	5	2013	2028	2150	2202	82	44	50	12	15	44	0	0	0	0	20366	Cleveland,OH	Atlanta,GA
3237494400	5	635	647	820	835	93	-5	-5	15	12	0	0	0	0	0	20366	Wilmington,DE	Atlanta,GA
3239308800	5	2035	2103	2123	2126	80	-1	0	3	28	0	0	0	0	0	20366	Atlanta,GA	Springfield,MO
3237580800	6	922	935	1028	1051	53	16	7	23	13	7	0	9	0	0	20366	Raleigh/Durham,NC	Atlanta,GA
3237753600	1	1238	1255	1358	1405	123	8	15	7	17	0	0	0	0	0	20366	Atlanta,GA	Minneapolis/St. Paul,MN
3239222400	4	2210	2238	2256	2303	78	74	67	7	28	67	0	7	0	0	20366	Atlanta,GA	Shreveport,LA
3239481600	7	2221	2239	2303	2309	84	80	78	6	18	78	0	2	0	0	20366	Atlanta,GA	Shreveport,LA
3237235200	2	1700	1711	1811	1820	120	0	5	9	11	0	0	0	0	0	20436	Denver,CO	Los Angeles,CA
3237321600	3	2138	2203	2326	2336	143	26	13	10	25	13	0	13	0	0	20436	Denver,CO	Seattle,WA
3237408000	4	1551	1636	1923	1929	107	34	1	6	45	1	0	33	0	0	20436	Denver,CO	Austin,TX
3237494400	5	722	742	918	925	216	-25	-3	7	20	0	0	0	0	0	20436	Philadelphia,PA	Denver,CO
3237494400	5	1005	1019	1234	1238	75	3	10	4	14	0	0	0	0	0	20436	Phoenix,AZ	Denver,CO
3237667200	7	655	703	723	732	80	-8	-5	9	8	0	0	0	0	0	20436	Kansas City,MO	Denver,CO
3238185600	6	613	624	734	737	70	-3	-7	3	11	0	0	0	0	0	20436	Denver,CO	Salt Lake City,UT
3238272000	7	1228	1236	1355	1402	139	-3	8	7	8	0	0	0	0	0	20436	Denver,CO	Seattle,WA
3238272000	7	2212	2225	2344	2351	139	41	47	7	13	0	41	0	0	0	20436	Denver,CO	Seattle,WA
3238531200	3	1031	1044	1312	1323	88	3	1	11	13	0	0	0	0	0	20436	Denver,CO	Dallas/Ft.Worth,TX
3239049600	2	2021	2030	2322	2329	112	14	21	7	9	0	0	0	0	0	20436	Sacramento,CA	Denver,CO
3239049600	2	1638	1648	2133	2140	165	-19	-2	7	10	0	0	0	0	0	20436	Denver,CO	Washington,DC
3239395200	6	824	844	956	1001	132	6	-1	5	20	0	0	0	0	0	20436	Denver,CO	San Jose,CA
3239481600	7	603	614	729	739	135	-1	-7	10	11	0	0	0	0	0	20436	Milwaukee,WI	Denver,CO
3239568000	1	1026	1039	1344	1350	125	-10	-9	6	13	0	0	0	0	0	20436	San Jose,CA	Denver,CO
3239568000	1	1030	1046	1351	1358	125	-17	-10	7	16	0	0	0	0	0	20436	Denver,CO	Nashville,TN
3239654400	2	2050	2102	2329	2336	87	-9	-10	7	12	0	0	0	0	0	20436	Las Vegas,NV	Denver,CO
3239654400	2	626	636	927	932	111	-8	-4	5	10	0	0	0	0	0	20436	Los Angeles,CA	Denver,CO
3239827200	4	1015	1028	1124	1134	56	-6	-5	10	13	0	0	0	0	0	20436	San Francisco,CA	Los Angeles,CA
3237235200	2	1554	1603	1646	1658	43	-16	-4	12	9	0	0	0	0	0	20437	Jacksonville,FL	Atlanta,GA
3237235200	2	1317	1328	2042	2110	254	40	-3	28	11	0	0	40	0	0	20437	Los Angeles,CA	Atlanta,GA
3237321600	3	808	822	924	929	62	-9	-2	5	14	0	0	0	0	0	20437	Atlanta,GA	Dayton,OH
3237321600	3	1741	1822	2036	2048	134	32	14	12	41	0	0	32	0	0	20437	Boston,MA	Atlanta,GA
3237321600	3	544	554	711	717	77	-13	-1	6	10	0	0	0	0	0	20437	Washington,DC	Atlanta,GA
3237408000	4	633	651	828	834	157	12	3	6	18	0	0	0	0	0	20437	Boston,MA	Chicago,IL
3237580800	6	1219	1226	1358	1403	92	-5	2	5	7	0	0	0	0	0	20437	Orlando,FL	Newport News/Williamsburg,VA
3237667200	7	1629	1637	1939	1946	122	-11	-4	7	8	0	0	0	0	0	20437	Bloomington,IL	Orlando,FL
3237926400	3	1901	1908	2122	2149	74	74	41	27	7	0	0	33	0	41	20437	Pensacola,FL	Atlanta,GA
3238012800	4	2217	2232	2335	2345	63	80	85	10	15	0	0	80	0	0	20437	Orlando,FL	Atlanta,GA
3238012800	4	1738	1750	2018	2024	88	-5	-6	6	12	0	0	0	0	0	20437	Milwaukee,WI	Baltimore,MD
3238012800	4	1442	1525	1620	1634	55	53	17	14	43	0	0	36	0	17	20437	Myrtle Beach,SC	Atlanta,GA
3238099200	5	1628	1644	1750	1755	66	-4	4	5	16	0	0	0	0	0	20437	Baltimore,MD	Detroit,MI
3238099200	5	939	946	1217	1227	91	-20	-5	10	7	0	0	0	0	0	20437	Kansas City,MO	Atlanta,GA
3238099200	5	1847	1915	2053	2109	98	34	42	16	28	0	0	0	0	34	20437	Philadelphia,PA	Atlanta,GA
3238358400	1	1020	1040	1141	1148	61	6	2	7	20	0	0	0	0	0	20437	Atlanta,GA	Orlando,FL
3238358400	1	806	817	1013	1019	116	-5	-4	6	11	0	0	0	0	0	20437	Tampa,FL	Baltimore,MD
3238444800	2	1400	1410	1607	1626	117	-14	-13	19	10	0	0	0	0	0	20437	Fort Lauderdale,FL	Baltimore,MD
3238704000	5	1724	1742	1905	1915	83	-8	-6	10	18	0	0	0	0	0	20437	Baltimore,MD	Atlanta,GA
3238790400	6	809	819	1020	1029	121	5	-1	9	10	0	0	0	0	0	20437	Tampa,FL	Baltimore,MD
3239222400	4	2131	2148	2329	2333	101	9	11	4	17	0	0	0	0	0	20437	Atlanta,GA	Rochester,NY
3239308800	5	855	905	1206	1217	121	-18	-7	11	10	0	0	0	0	0	20437	Minneapolis/St. Paul,MN	Atlanta,GA
3239395200	6	921	950	1113	1117	83	6	1	4	29	0	0	0	0	0	20437	Atlanta,GA	Baltimore,MD
3239395200	6	627	636	754	812	78	-6	-8	18	9	0	0	0	0	0	20437	Richmond,VA	Atlanta,GA
3239481600	7	1833	1844	1958	2010	74	-17	-2	12	11	0	0	0	0	0	20437	Washington,DC	Atlanta,GA
3239481600	7	553	601	753	814	52	-4	-7	21	8	0	0	0	0	0	20437	Memphis,TN	Atlanta,GA
3238617600	4	1259	1318	2053	2059	455	24	19	6	19	19	0	0	0	5	19690	Honolulu,HI	San Francisco,CA
3237494400	5	947	1000	1218	1223	138	-22	-13	5	13	0	0	0	0	0	19690	Seattle,WA	Kahului,HI
3238012800	4	1439	1450	2232	2236	462	26	34	4	11	0	0	0	0	26	19690	Kahului,HI	San Diego,CA
3237753600	1	522	531	606	612	35	-4	-3	6	9	0	0	0	0	0	19690	Honolulu,HI	Hilo,HI
3237235200	2	622	632	653	658	21	-4	-3	5	10	0	0	0	0	0	19690	Honolulu,HI	Kahului,HI
3238617600	4	622	629	651	655	22	-7	-3	4	7	0	0	0	0	0	19690	Honolulu,HI	Kahului,HI
3238185600	6	801	811	832	836	21	-6	-4	4	10	0	0	0	0	0	19690	Honolulu,HI	Kahului,HI
3237494400	5	1355	1400	1427	1432	27	-10	-7	5	5	0	0	0	0	0	19690	Kona,HI	Honolulu,HI
3238790400	6	1130	1140	1204	1209	24	0	-5	5	10	0	0	0	0	0	19690	Kahului,HI	Honolulu,HI
3239827200	4	1540	1546	1607	1612	21	-10	-5	5	6	0	0	0	0	0	19690	Honolulu,HI	Kahului,HI
3239654400	2	2016	2029	2120	2122	51	-5	-2	2	13	0	0	0	0	0	20398	Los Angeles,CA	Fresno,CA
3238185600	6	1843	1854	1951	1959	57	-3	-4	8	11	0	0	0	0	0	20398	Fresno,CA	Los Angeles,CA
3238704000	5	530	544	616	619	32	-6	-3	3	14	0	0	0	0	0	20398	Santa Barbara,CA	Los Angeles,CA
3237494400	5	1658	1714	2205	2216	171	26	18	11	16	18	0	8	0	0	20398	Los Angeles,CA	Fayetteville,AR
3238963200	1	846	910	1015	1020	65	32	21	5	24	3	0	11	0	18	20398	San Jose,CA	Santa Ana,CA
3239568000	1	1954	2005	2110	2120	65	-5	-5	10	11	0	0	0	0	0	20398	San Jose,CA	San Diego,CA
3238185600	6	1817	1826	1931	1951	65	1	-7	20	9	0	0	0	0	0	20398	San Francisco,CA	Santa Ana,CA
3239395200	6	1428	1431	1524	1534	53	-6	-1	10	3	0	0	0	0	0	20398	Shreveport,LA	Dallas/Ft.Worth,TX
3237321600	3	1902	1909	1939	1946	30	-14	-5	7	7	0	0	0	0	0	20398	Wichita Falls,TX	Dallas/Ft.Worth,TX
3239136000	3	623	628	653	658	25	-20	-5	5	5	0	0	0	0	0	20398	Waco,TX	Dallas/Ft.Worth,TX
3239136000	3	1802	1806	1833	1848	27	-12	-4	15	4	0	0	0	0	0	20398	Wichita Falls,TX	Dallas/Ft.Worth,TX
3237926400	3	855	913	1024	1028	71	4	-5	4	18	0	0	0	0	0	20398	Dallas/Ft.Worth,TX	Monroe,LA
3238963200	1	2015	2035	2109	2110	34	-7	-5	1	20	0	0	0	0	0	20398	Dallas/Ft.Worth,TX	Lawton/Fort Sill,OK
3238012800	4	941	948	1031	1033	43	13	20	2	7	0	0	0	0	0	20398	San Antonio,TX	Dallas,TX
3239395200	6	1027	1035	1122	1131	47	11	19	9	8	0	0	0	0	0	20398	Little Rock,AR	Dallas/Ft.Worth,TX
3237753600	1	1044	1055	1144	1148	49	3	-1	4	11	0	0	0	0	0	20398	Dallas,TX	San Antonio,TX
3237840000	2	1554	1612	1658	1701	46	1	0	3	18	0	0	0	0	0	20398	Dallas/Ft.Worth,TX	Lubbock,TX
3239308800	5	1430	1435	1618	1625	103	18	22	7	5	0	0	0	0	18	20398	Peoria,IL	Dallas/Ft.Worth,TX
3237753600	1	1936	1952	2251	2255	119	36	43	4	16	0	24	0	0	12	20398	Dallas/Ft.Worth,TX	Columbia,SC
3239827200	4	653	708	821	829	133	-11	-3	8	15	0	0	0	0	0	20398	Cleveland,OH	Dallas/Ft.Worth,TX
3239222400	4	551	601	728	739	147	-5	-9	11	10	0	0	0	0	0	20398	Greensboro/High Point,NC	Dallas/Ft.Worth,TX
3238185600	6	735	740	915	923	95	-17	-5	8	5	0	0	0	0	0	20398	Champaign/Urbana,IL	Dallas/Ft.Worth,TX
3237753600	1	34	45	139	141	54	187	194	2	11	0	0	0	0	187	20398	Dallas/Ft.Worth,TX	Springfield,MO
3237753600	1	1834	1841	1944	2028	63	108	84	44	7	21	0	24	0	63	20398	Jackson/Vicksburg,MS	Dallas/Ft.Worth,TX
3237840000	2	1447	1503	1535	1542	32	4	6	7	16	0	0	0	0	0	20398	Dallas/Ft.Worth,TX	Shreveport,LA
3238790400	6	1619	1629	1714	1719	45	-21	-6	5	10	0	0	0	0	0	20398	Little Rock,AR	Dallas/Ft.Worth,TX
3238963200	1	1207	1213	1345	1354	92	-17	-9	9	6	0	0	0	0	0	20398	Des Moines,IA	Dallas/Ft.Worth,TX
3238272000	7	1407	1416	1502	1506	46	-19	-9	4	9	0	0	0	0	0	20398	Houston,TX	Dallas/Ft.Worth,TX
3237667200	7	1743	1934	2028	2046	54	144	21	18	111	0	0	123	0	21	20398	Shreveport,LA	Dallas/Ft.Worth,TX
3239222400	4	1840	1848	1920	1936	32	-6	-5	16	8	0	0	0	0	0	20398	Dallas/Ft.Worth,TX	Shreveport,LA
3239654400	2	654	701	744	749	43	-11	-8	5	7	0	0	0	0	0	20398	Cedar Rapids/Iowa City,IA	Chicago,IL
3237494400	5	1333	1359	1615	1619	136	7	-4	4	26	0	0	0	0	0	20398	Cincinnati,OH	Miami,FL
3238099200	5	1927	1936	2056	2105	80	54	62	9	9	0	3	0	0	51	20398	Little Rock,AR	Chicago,IL
3238272000	7	1011	1019	1034	1040	15	-10	1	6	8	0	0	0	0	0	20398	Milwaukee,WI	Chicago,IL
3238012800	4	2034	2045	2136	2142	51	64	62	6	11	0	0	2	0	62	20398	Nashville,TN	St. Louis,MO
3238704000	5	1228	1253	1340	1347	47	17	2	7	25	0	0	17	0	0	20398	Chicago,IL	Evansville,IN
3238531200	3	1140	1147	1405	1409	78	-19	-1	4	7	0	0	0	0	0	20398	Chicago,IL	Washington,DC
3237494400	5	2132	2141	2321	2346	100	13	0	25	9	0	0	0	0	0	20398	Chicago,IL	Oklahoma City,OK
3239308800	5	543	555	708	716	73	17	0	8	12	0	0	17	0	0	20398	Minneapolis/St. Paul,MN	Chicago,IL
3238012800	4	826	910	1007	1012	117	99	52	5	44	0	0	47	52	0	20398	Washington,DC	Chicago,IL
3238617600	4	954	1008	957	1002	49	-11	-5	5	14	0	0	0	0	0	20398	Columbus,OH	Chicago,IL
3238531200	3	821	838	1017	1022	39	-7	-4	5	17	0	0	0	0	0	20398	Chicago,IL	Dayton,OH
3238444800	2	1605	1612	1631	1637	79	-22	-8	6	7	0	0	0	0	0	20398	Knoxville,TN	Chicago,IL
3237235200	2	1249	1257	1326	1334	29	-12	-7	8	8	0	0	0	0	0	20398	Dubuque,IA	Chicago,IL
3237840000	2	1750	1821	1854	1915	93	28	12	21	31	2	0	16	0	10	20398	Charlotte,NC	Chicago,IL
3238617600	4	1804	1820	1803	1810	43	41	38	7	16	0	0	3	0	38	20398	Toledo,OH	Chicago,IL
3239827200	4	953	1005	1103	1107	58	-17	-2	4	12	0	0	0	0	0	20398	Chicago,IL	Minneapolis/St. Paul,MN
3239740800	3	911	925	1005	1007	40	-7	3	2	14	0	0	0	0	0	20398	Chicago,IL	Rochester,MN
3239222400	4	1655	1724	1756	1758	32	8	0	2	29	0	0	0	0	0	20398	Chicago,IL	Green Bay/Clintonville,WI
3237926400	3	1219	1248	1353	1359	125	9	-4	6	29	0	0	0	0	0	20398	Chicago,IL	Colorado Springs,CO
3239568000	1	725	737	744	749	67	5	-1	5	12	0	0	0	0	0	20398	Cleveland,OH	Chicago,IL
3239568000	1	2150	2202	27	32	85	74	85	5	12	0	0	0	0	74	20398	Chicago,IL	Charlotte,NC
3239481600	7	959	1013	1205	1210	52	0	1	5	14	0	0	0	0	0	20398	Chicago,IL	Louisville,KY
3239308800	5	2000	2021	2021	2049	60	49	31	28	21	0	0	49	0	0	20398	Cleveland,OH	Chicago,IL
3237321600	3	703	712	759	814	107	-5	-1	15	9	0	0	0	0	0	20398	White Plains,NY	Chicago,IL
3237667200	7	1109	1134	1229	1235	115	3	0	6	25	0	0	0	0	0	20398	Miami,FL	Memphis,TN
3237408000	4	818	848	1114	1118	86	24	18	4	30	18	0	6	0	0	20398	Chicago,IL	Charlotte,NC
3238531200	3	1851	1917	2210	2218	113	12	11	8	26	0	0	0	0	0	20398	Chicago,IL	Jacksonville,FL
3239395200	6	1839	1855	2150	2158	115	-8	-1	8	16	0	0	0	0	0	20398	Chicago,IL	Jacksonville,FL
3237840000	2	941	1001	1150	1153	109	1	1	3	20	0	0	0	0	0	20398	Chicago,IL	Pensacola,FL
3239395200	6	1109	1159	1357	1359	118	127	89	2	50	0	89	38	0	0	20398	Chicago,IL	Pensacola,FL
3238099200	5	1438	1448	1614	1623	86	-12	-5	9	10	0	0	0	0	0	20398	Raleigh/Durham,NC	Boston,MA
3239136000	3	1011	1021	1123	1126	62	-18	-4	3	10	0	0	0	0	0	20398	Boston,MA	Baltimore,MD
3238704000	5	615	624	759	805	95	-5	-5	6	9	0	0	0	0	0	20398	Raleigh/Durham,NC	Boston,MA
3237753600	1	630	644	1031	1034	167	12	0	3	14	0	0	0	0	0	20398	Austin,TX	Raleigh/Durham,NC
3238876800	7	1435	1454	1535	1537	41	7	3	2	19	0	0	0	0	0	20398	Raleigh/Durham,NC	Washington,DC
3237321600	3	655	703	822	826	79	-14	-5	4	8	0	0	0	0	0	20398	Raleigh/Durham,NC	Hartford,CT
3238531200	3	1327	1339	1447	1458	68	-10	-3	11	12	0	0	0	0	0	20398	Raleigh/Durham,NC	New York,NY
3239654400	2	2220	2252	2356	2359	64	87	80	3	32	80	0	7	0	0	20398	New York,NY	Raleigh/Durham,NC
3238272000	7	1755	1812	1917	1923	125	-32	-4	6	17	0	0	0	0	0	20398	New York,NY	St. Louis,MO
3239136000	3	1355	1407	1506	1517	59	-8	-5	11	12	0	0	0	0	0	20398	Washington,DC	Boston,MA
3239308800	5	650	702	742	745	40	-27	-10	3	12	0	0	0	0	0	20398	New York,NY	Washington,DC
3239481600	7	1026	1044	1147	1200	63	5	-4	13	18	0	0	0	0	0	20398	Pittsburgh,PA	New York,NY
3239654400	2	1135	1204	1326	1332	82	7	-5	6	29	0	0	0	0	0	20398	New York,NY	Columbus,OH
3237753600	1	1302	1321	1418	1424	57	-7	2	6	19	0	0	0	0	0	20398	New York,NY	Pittsburgh,PA
3239827200	4	1344	1403	1503	1508	60	37	44	5	19	0	0	0	0	37	20398	New York,NY	Pittsburgh,PA
3238012800	4	2104	2135	544	549	309	-2	-16	5	31	0	0	0	0	0	19386	Kona,HI	Seattle,WA
3239481600	7	1122	1131	1559	1607	148	-35	-13	8	9	0	0	0	0	0	19386	Phoenix,AZ	Minneapolis/St. Paul,MN
3239308800	5	1513	1524	1613	1621	49	11	20	8	11	0	0	0	0	0	19386	Milwaukee,WI	Minneapolis/St. Paul,MN
3238012800	4	1403	1435	1541	1557	66	89	63	16	32	0	0	26	0	63	19386	Chicago,IL	Minneapolis/St. Paul,MN
3238272000	7	905	919	1404	1417	165	9	10	13	14	0	0	0	0	0	19386	Seattle,WA	Minneapolis/St. Paul,MN
3237667200	7	1251	1316	1836	1842	200	1	1	6	25	0	0	0	0	0	19386	Los Angeles,CA	Memphis,TN
3237840000	2	1727	1749	1908	1911	199	8	7	3	22	0	0	0	0	0	19386	Minneapolis/St. Paul,MN	San Diego,CA
3239308800	5	2205	2231	556	559	265	-14	-10	3	26	0	0	0	0	0	19386	Honolulu,HI	San Francisco,CA
3237494400	5	2127	2151	2255	2304	64	5	-1	9	24	0	0	0	0	0	19386	Detroit,MI	Baltimore,MD
3238099200	5	2228	2242	2340	2356	58	57	60	16	14	47	0	0	0	10	19386	Detroit,MI	Baltimore,MD
3237408000	4	2247	2311	2357	3	46	46	33	6	24	0	0	13	0	33	19386	Minneapolis/St. Paul,MN	Milwaukee,WI
3237667200	7	1803	1829	2009	2019	100	5	3	10	26	0	0	0	0	0	19386	Boston,MA	Detroit,MI
3238790400	6	1525	1553	1543	1548	50	13	-1	5	28	0	0	0	0	0	19386	Detroit,MI	Milwaukee,WI
3238617600	4	1126	1137	1407	1412	90	-8	6	5	11	0	0	0	0	0	19386	Billings,MT	Minneapolis/St. Paul,MN
3239568000	1	1918	1938	2049	2058	71	-7	-1	9	20	0	0	0	0	0	19386	Detroit,MI	New York,NY
3237926400	3	748	811	1151	1159	160	18	17	8	23	17	0	1	0	0	19386	Minneapolis/St. Paul,MN	Orlando,FL
3237235200	2	928	1000	1027	1034	87	14	-2	7	32	0	0	0	0	0	19386	Indianapolis,IN	Minneapolis/St. Paul,MN
3238790400	6	1347	1406	1520	1528	74	-6	-3	8	19	0	0	0	0	0	19386	Detroit,MI	Newark,NJ
3237753600	1	1035	1045	1335	1339	110	-6	10	4	10	0	0	0	0	0	19386	Minneapolis/St. Paul,MN	Washington,DC
3239222400	4	2224	2246	20	24	154	91	78	4	22	34	14	13	0	30	19386	Minneapolis/St. Paul,MN	Salt Lake City,UT
3237408000	4	835	849	955	1003	126	-34	-7	8	14	0	0	0	0	0	19386	Washington,DC	Minneapolis/St. Paul,MN
3239222400	4	839	903	939	946	96	10	-6	7	24	0	0	0	0	0	19386	Detroit,MI	Minneapolis/St. Paul,MN
3238012800	4	2017	2031	2331	2346	120	76	87	15	14	0	76	0	0	0	19386	Minneapolis/St. Paul,MN	New York,NY
3239049600	2	1537	1556	1859	1906	123	-22	2	7	19	0	0	0	0	0	19386	Minneapolis/St. Paul,MN	Boston,MA
3237494400	5	844	902	1542	1601	220	-7	-6	19	18	0	0	0	0	0	19386	Portland,OR	Detroit,MI
3237408000	4	1629	1653	1848	1900	115	8	-1	12	24	0	0	0	0	0	19386	Indianapolis,IN	Orlando,FL
3239049600	2	858	907	1016	1022	69	-4	-2	6	9	0	0	0	0	0	19386	Minneapolis/St. Paul,MN	Minot,ND
3239481600	7	2253	2304	2338	2343	34	30	33	5	11	7	0	0	0	23	19386	Minneapolis/St. Paul,MN	Madison,WI
3237840000	2	720	735	929	941	234	9	0	12	15	0	0	0	0	0	19386	Milwaukee,WI	Los Angeles,CA
3238531200	3	1205	1221	1306	1315	45	1	-1	9	16	0	0	0	0	0	19386	Detroit,MI	Indianapolis,IN
3239740800	3	1627	1643	1747	1751	64	39	45	4	16	39	0	0	0	0	19386	Detroit,MI	Baltimore,MD
3239481600	7	1400	1415	1651	1709	96	2	-10	18	15	0	0	0	0	0	19386	Billings,MT	Minneapolis/St. Paul,MN
3239568000	1	819	829	1106	1109	97	1082	1089	3	10	1082	0	0	0	0	19386	Billings,MT	Minneapolis/St. Paul,MN
3239395200	6	1335	1344	1443	1446	59	-8	-5	3	9	0	0	0	0	0	19386	Memphis,TN	New Orleans,LA
3238012800	4	911	921	1050	1059	89	-8	1	9	10	0	0	0	0	0	19386	Manchester,NH	Detroit,MI
3239395200	6	1119	1131	1548	1554	137	-17	-6	6	12	0	0	0	0	0	19386	Denver,CO	Detroit,MI
3238185600	6	619	631	902	929	91	-2	-11	27	12	0	0	0	0	0	19386	Colorado Springs,CO	Minneapolis/St. Paul,MN
3237235200	2	1854	1933	2305	2310	152	68	29	5	39	0	29	39	0	0	19386	Memphis,TN	Newark,NJ
3238963200	1	628	647	756	808	69	4	-4	12	19	0	0	0	0	0	19386	Washington,DC	Detroit,MI
3239568000	1	1706	1724	1749	1757	25	-3	-2	8	18	0	0	0	0	0	19386	Detroit,MI	Cleveland,OH
3237926400	3	1336	1346	1517	1521	91	-8	-4	4	10	0	0	0	0	0	19386	Detroit,MI	Portland,ME
3239827200	4	1516	1533	1604	1612	31	-5	-12	8	17	0	0	0	0	0	19386	Saginaw/Bay City/Midland,MI	Detroit,MI
3237580800	6	1359	1410	1717	1728	127	3	4	11	11	0	0	0	0	0	19386	Missoula,MT	Minneapolis/St. Paul,MN
3238358400	1	1309	1350	1427	1432	37	24	-3	5	41	0	0	24	0	0	19386	Minneapolis/St. Paul,MN	Madison,WI
3237667200	7	1007	1018	1119	1125	61	-11	-3	6	11	0	0	0	0	0	19386	Minneapolis/St. Paul,MN	Kansas City,MO
3237667200	7	2113	2129	2243	2251	74	0	-3	8	16	0	0	0	0	0	19386	Detroit,MI	Charlotte,NC
3238963200	1	709	729	841	847	72	-13	-13	6	20	0	0	0	0	0	19386	Indianapolis,IN	Washington,DC
