Price ($, using Credit Card)	Weight (carats)	Clarity	Color	Depth %	Table %	Cut
$1,630.00 	0.54	SI1	D	68.7	58	Good
$1,611.00 	0.5	SI1	D	68.9	60	Premium
$1,834.00 	0.56	SI1	D	63.8	59	Good
$2,279.00 	0.64	VS2	D	67.9	58	Good
$1,338.00 	0.51	VS2	D	73.1	66	Ideal
$1,462.00 	0.55	VS2	D	69.4	55	Average
$2,401.00 	0.61	VS1	D	68	56	Average
$1,699.00 	0.59	VS1	D	68	61	Premium
$1,911.00 	0.52	VS1	D	66.6	65	Ideal
$1,840.00 	0.58	VS1	D	69.6	67	Ideal
$1,639.00 	0.53	VS1	D	63	60	Premium
$2,174.00 	0.64	VS1	D	69	58	Good
$2,629.00 	0.63	VS1	D	68	61	Premium
$2,854.00 	0.67	VS1	D	63.3	63	Ideal
$2,282.00 	0.55	VS1	D	58.9	64	Good
$2,023.00 	0.53	VS1	D	67.9	57	Average
$2,314.00 	0.52	VVS2	D	66.9	57	Average
$3,056.00 	0.67	VVS2	D	63.8	60	Premium
$2,611.00 	0.59	VVS2	D	66.7	59	Good
$2,380.00 	0.61	VVS2	D	66.3	66	Ideal
$2,361.00 	0.65	VVS2	D	70	61	Premium
$1,773.00 	0.58	VVS2	D	64	68	Ideal
$1,714.00 	0.58	VVS2	D	68.6	62	Ideal
$1,806.00 	0.53	VVS2	D	69	64	Ideal
$2,006.00 	0.51	VVS2	D	69.1	55	Average
$1,742.00 	0.51	VVS2	D	69.1	63	Ideal
$1,547.00 	0.52	VVS2	D	67.6	62	Ideal
$2,125.00 	0.52	VVS2	D	67.3	59	Good
$1,935.00 	0.57	VVS2	D	64.8	67	Ideal
$1,870.00 	0.54	VVS2	D			
$2,564.00 	0.64	VVS1	D	60.5	62	Good
$1,391.00 	0.51	VVS1	D	72.7	72	Ideal
$1,891.00 	0.51	VVS1	D	62.9	67	Ideal
$1,616.00 	0.5	VVS1	D	69.8	78	Good
$1,469.00 	0.53	VVS1	D	73.1	62	Ideal
$1,996.00 	0.54	VVS1	D	68.9	63	Ideal
$2,102.00 	0.57	VVS1	D	68.5	63	Ideal
$2,377.00 	0.6	VVS1	D	67.1	60	Premium
$3,154.00 	0.65	VVS1	D	65.9	57	Average
$2,456.00 	0.52	VVS1	D	70.1	58	Good
$2,546.00 	0.54	VVS1	D	69.2	59	Good
$3,229.00 	0.67	IF	D	51.9	66	Poor
$2,640.00 	0.62	IF	D	60.2	77	Good
$1,938.00 	0.89	VS2	K	66.1	58	Good
$1,602.00 	0.7	VS1	K	69.2	77	Good
$2,167.00 	0.86	VS1	J	73.1	67	Ideal
$2,082.00 	0.75	VVS1	J	66.2	57	Average
$1,269.00 	0.78	SI1	I	66.8	64	Ideal
$1,485.00 	0.72	SI1	I	70.6	72	Ideal
$2,513.00 	0.77	SI1	I	69.5	62	Ideal
$1,847.00 	0.77	SI1	I	64.5	66	Ideal
$2,704.00 	0.76	VS2	I	69.5	60	Premium
$2,942.00 	0.81	VS2	I	70.7	55	Average
$2,065.00 	0.71	VS2	I	68.6	59	Good
$2,371.00 	0.81	VS2	I	74	73	Premium
$2,445.00 	0.71	VS2	I	67.3	58	Good
$2,011.00 	0.75	VS1	I	64.5	64	Ultra
$2,653.00 	0.78	VS1	I	65.8	60	Premium
$2,177.00 	0.71	VS1	I	67.3	60	Premium
$2,258.00 	0.7	VVS2	I	64.3	59	Good
$2,659.00 	0.84	VVS2	I	70	77	Good
$1,846.00 	0.71	SI2	H	68	76	Good
$2,149.00 	0.72	SI1	H	65.2	61	Premium
$2,138.00 	0.76	SI1	H	75.1	64	Premium
$2,857.00 	0.76	VS2	H	67.9	57	Average
$2,466.00 	0.73	VS2	H	68	60	Premium
$2,680.00 	0.77	VS2	H	70.6	60	Premium
$2,507.00 	0.85	VS2	H	65.2	62	Ideal
$2,446.00 	0.78	VS2	H	65.9	67	Ideal
$2,728.00 	0.8	VS2	H	77.7	65	Good
$2,401.00 	0.71	VS2	H	67.5	58	Good
$3,151.00 	0.76	VS2	H	67.8	57	Average
$2,854.00 	0.78	VS2	H	68	60	Premium
$2,784.00 	0.74	VS2	H	67.6	60	Premium
$2,417.00 	0.87	VS1	H	68.7	62	Ideal
$2,723.00 	0.81	VS1	H	70.6	74	Premium
$2,374.00 	0.71	VS1	H	70.2	79	Good
$2,468.00 	0.8	VS1	H	68.4	80	Average
$3,062.00 	0.89	VS1	H	62.9	64	Ideal
$2,303.00 	0.81	VS1	H	69.3	71	Ideal
$2,732.00 	0.74	VVS2	H	67.6	58	Good
$2,477.00 	0.72	VVS2	H	69.5	69	Ideal
$3,205.00 	0.75	VVS2	H	67.9	58	Good
$3,200.00 	0.73	VVS2	H	69.2	64	Ultra
$2,625.00 	0.71	VVS2	H	65.3	56	Average
$3,612.00 	0.78	VVS1	H	69.6	58	Good
$3,225.00 	0.72	VVS1	H	69.5	59	Good
$2,477.00 	0.81	VVS1	H	70	73	Premium
$2,660.00 	0.78	VVS1	H	66.4	65	Ultra
$2,148.00 	0.71	SI2	G	64.9	75	Premium
$3,084.00 	0.87	SI1	G	67	69	Ideal
$1,969.00 	0.72	SI1	G	64	68	Ideal
$2,073.00 	0.76	SI1	G	70.6	68	Ideal
$3,536.00 	0.78	VS2	G	66.9	63	Ideal
$2,961.00 	0.77	VS2	G	67.8	59	Good
$2,158.00 	0.7	VS2	G	63.5	72	Ideal
$3,639.00 	0.86	VS1	G	67.5	72	Ideal
$2,698.00 	0.74	VS1	G	67.3	68	Ideal
$2,914.00 	0.71	VS1	G	64.5	61	Premium
$2,444.00 	0.71	VS1	G	70	72	Ideal
$2,854.00 	0.76	VS1	G	56.3	62	Average
$3,339.00 	0.87	VS1	G	61.5	71	Premium
$2,898.00 	0.77	VS1	G	69.5	65	Ideal
$2,542.00 	0.78	VS1	G	68.3	73	Premium
$2,564.00 	0.7	VS1	G	60.2	70	Good
$3,152.00 	0.77	VS1	G	70	59	Good
$3,452.00 	0.74	VS1	G	68.4	59	Good
$2,831.00 	0.72	VS1	G	68.5	66	Ultra
$2,794.00 	0.71	VS1	G	66.8	61	Premium
$2,652.00 	0.73	VVS1	G	69.9	56	Average
$3,018.00 	0.71	VVS1	G	68.4	58	Good
$2,563.00 	0.74	VVS1	G	68.8	72	Ideal
$2,843.00 	0.73	VVS1	G	67.7	69	Ideal
$3,275.00 	0.82	VVS1	G	66	72	Ideal
$3,108.00 	0.79	VVS1	G	68.4	60	Premium
$3,370.00 	0.86	VVS1	G	68.4	67	Ideal
$2,520.00 	0.71	VVS1	G	68.4	73	Premium
$2,680.00 	0.71	VVS1	G	67.2	69	Ultra
$3,215.00 	0.73	IF	G	64.9	59	Good
$3,717.00 	0.71	IF	G	66.5	61	Premium
$3,143.00 	0.87	SI1	F	70.2	66	Ideal
$2,258.00 	0.75	SI1	F	65.8	70	Ideal
$2,394.00 	0.7	SI1	F	70.8	78	Good
$2,171.00 	0.74	SI1	F	66.4	71	Ideal
$2,973.00 	0.82	VS2	F	61.6	66	Premium
$2,578.00 	0.79	VS2	F	71.5	69	Ideal
$4,334.00 	0.88	VS2	F	68.8	59	Good
$3,361.00 	0.72	VS2	F	68.5	60	Premium
$2,436.00 	0.75	VS2	F	74.6	62	Ideal
$2,327.00 	0.71	VS2	F	67.8	69	Ideal
$3,680.00 	0.87	VS2	F	68.4	70	Ideal
$3,316.00 	0.71	VS2	F	69.1	58	Good
$2,951.00 	0.81	VS2	F	64.7	65	Ideal
$2,994.00 	0.74	VS1	F	69.2	61	Premium
$3,478.00 	0.78	VS1	F	62.8	66	Ideal
$3,613.00 	0.73	VS1	F	63.8	65	Ultra
$3,998.00 	0.81	VS1	F	65.6	59	Good
$2,306.00 	0.72	VS1	F	68.2	65	Ideal
$2,962.00 	0.71	VS1	F	61.8	59	Good
$3,006.00 	0.7	VS1	F	68.4	58	Good
$2,438.00 	0.7	VS1	F	68.5	68	Ideal
$2,823.00 	0.73	VS1	F	68.9	62	Ideal
$2,436.00 	0.72	VS1	F	69.9	57	Average
$2,677.00 	0.8	VS1	F	70.4	64	Ideal
$2,450.00 	0.71	VS1	F	66.7	73	Premium
$3,339.00 	0.87	VS1	F	55.4	74	Poor
$3,911.00 	0.88	VS1	F	68.8	69	Ideal
$2,896.00 	0.84	VS1	F	64.6	72	Ideal
$2,673.00 	0.76	VS1	F	71.4	64	Ideal
$2,885.00 	0.82	VS1	F	64.6	71	Ideal
$2,765.00 	0.79	VVS2	F	71.9	62	Ideal
$2,315.00 	0.71	VVS2	F	69.7	65	Ideal
$2,915.00 	0.84	VVS2	F	64.8	65	Ideal
$2,630.00 	0.71	VVS2	F	55.6	71	Poor
$3,472.00 	0.87	VVS2	F	64.4	73	Premium
$3,496.00 	0.8	VVS2	F	73.8	67	Ideal
$3,750.00 	0.73	VVS2	F	68.5	59	Good
$3,750.00 	0.73	VVS2	F	69.7	58	Good
$4,621.00 	0.82	VVS1	F	66.1	61	Premium
$2,616.00 	0.7	VVS1	F	68	65	Ideal
$3,317.00 	0.88	IF	F	44.1	81	Poor
$3,156.00 	0.74	IF	F	64.5	68	Ultra
$1,997.00 	0.83	I1	E	72.4	62	Ideal
$2,466.00 	0.73	SI2	E	67.5	55	Average
$2,567.00 	0.72	SI1	E	63.9	69	Ideal
$3,111.00 	0.74	SI1	E	64.1	57	Average
$2,960.00 	0.88	SI1	E	64.6	75	Premium
$2,242.00 	0.73	SI1	E	68.8	72	Ideal
$3,012.00 	0.85	SI1	E			
$1,980.00 	0.7	SI1	E	63.1	69	Ideal
$2,582.00 	0.81	SI1	E	67.5	66	Ideal
$2,275.00 	0.71	SI1	E	67.1	72	Ideal
$2,317.00 	0.7	SI1	E	73.2	72	Ideal
$2,347.00 	0.71	SI1	E	66.8	72	Ideal
$2,290.00 	0.7	VS2	E	73.7	59	Good
$2,797.00 	0.71	VS2	E	66	74	Premium
$2,724.00 	0.76	VS2	E	70.7	56	Average
$2,438.00 	0.7	VS2	E	70.8	64	Ideal
$2,472.00 	0.71	VS2	E	68	60	Premium
$2,408.00 	0.71	VS2	E	68	66	Ideal
$2,876.00 	0.71	VS2	E	64.8	67	Ideal
$3,695.00 	0.83	VS2	E	67.2	56	Average
$3,619.00 	0.75	VS2	E	67.2	58	Good
$3,469.00 	0.8	VS2	E	69.4	60	Premium
$4,198.00 	0.79	VS1	E	69.1	59	Good
$3,612.00 	0.89	VS1	E	74	70	Ideal
$2,945.00 	0.7	VS1	E	62.8	68	Ideal
$3,066.00 	0.73	VS1	E	68.2	62	Ideal
$3,469.00 	0.77	VS1	E	70.6	55	Average
$4,828.00 	0.89	VS1	E	68.4	62	Ideal
$2,525.00 	0.7	VS1	E	66.9	75	Premium
$2,629.00 	0.73	VS1	E	68.9	66	Ideal
$2,906.00 	0.77	VS1	E	68.1	69	Ideal
$3,708.00 	0.85	VS1	E	74.5	66	Ideal
$2,690.00 	0.71	VS1	E	70.5	64	Ideal
$3,148.00 	0.81	VS1	E	68.8	66	Ultra
$3,431.00 	0.74	VS1	E	63.9	62	Ideal
$3,084.00 	0.77	VS1	E	68.1	68	Ultra
$2,951.00 	0.8	VS1	E	69.4	66	Ideal
$3,046.00 	0.76	VS1	E	68.3	59	Good
$3,369.00 	0.84	VS1	E	69.3	67	Ideal
$2,732.00 	0.71	VS1	E	68.8	70	Ideal
$2,855.00 	0.78	VS1	E	69.9	69	Ideal
$2,525.00 	0.7	VS1	E	64.3	78	Good
$2,733.00 	0.76	VS1	E	72.7	56	Average
$2,820.00 	0.75	VS1	E	68.1	73	Premium
$3,143.00 	0.82	VS1	E	62	70	Ideal
$3,632.00 	0.86	VS1	E	59.5	69	Good
$3,139.00 	0.82	VS1	E	67.9	64	Ideal
$2,885.00 	0.74	VVS2	E	71.3	63	Ideal
$3,054.00 	0.85	VVS2	E	69.1	64	Ultra
$3,036.00 	0.73	VVS2	E	65.2	64	Ideal
$2,916.00 	0.7	VVS2	E	66.7	64	Ideal
$2,689.00 	0.7	VVS2	E	69.7	70	Ideal
$3,053.00 	0.78	VVS2	E	66.7	66	Ideal
$3,417.00 	0.81	VVS2	E	74.4	74	Premium
$2,616.00 	0.7	VVS2	E	71.8	66	Ideal
$3,273.00 	0.73	VVS2	E	70	60	Premium
$3,094.00 	0.71	VVS2	E	61.7	62	Premium
$3,733.00 	0.8	VVS2	E	68.3	66	Ultra
$4,214.00 	0.85	VVS1	E	68.5	62	Ideal
$3,676.00 	0.76	VVS1	E	68.2	61	Premium
$3,253.00 	0.7	VVS1	E	65.8	61	Premium
$3,019.00 	0.75	VVS1	E	67.7	64	Ideal
$2,821.00 	0.71	VVS1	E	63.8	67	Ideal
$4,242.00 	0.79	VVS1	E	66.9	62	Ideal
$3,771.00 	0.78	VVS1	E	64.2	63	Ideal
$3,102.00 	0.73	VVS1	E	69.9	61	Premium
$3,421.00 	0.76	VVS1	E	69.8	55	Average
$3,818.00 	0.79	VVS1	E	68.1	59	Good
$3,433.00 	0.74	VVS1	E	67.9	58	Good
$3,135.00 	0.76	IF	E	68.6	64	Ideal
$3,610.00 	0.85	IF	E	75.6	69	Premium
$2,831.00 	0.72	SI1	D	66.7	58	Good
$2,371.00 	0.71	SI1	D	60.2	70	Good
$2,602.00 	0.7	SI1	D			
$2,805.00 	0.72	VS2	D	69.1	74	Premium
$3,116.00 	0.72	VS2	D	67.3	55	Average
$3,199.00 	0.74	VS2	D	67.7	61	Premium
$3,757.00 	0.75	VS2	D	62	63	Ideal
$3,331.00 	0.86	VS2	D	66.2	68	Ideal
$3,365.00 	0.78	VS2	D	69.2	67	Ideal
$3,492.00 	0.81	VS2	D	70.3	65	Ideal
$2,235.00 	0.7	VS2	D	62.2	75	Premium
$3,053.00 	0.78	VS1	D	77.5	70	Good
$3,883.00 	0.81	VS1	D	68.6	67	Ideal
$2,773.00 	0.73	VS1	D	72.3	63	Ideal
$3,262.00 	0.81	VS1	D	67.9	71	Ideal
$3,687.00 	0.79	VS1	D	69.1	61	Premium
$3,019.00 	0.84	VS1	D	70	73	Premium
$2,915.00 	0.81	VS1	D	71.3	75	Premium
$3,143.00 	0.7	VS1	D	67.4	58	Good
$3,186.00 	0.71	VS1	D	68.7	65	Ultra
$2,956.00 	0.71	VS1	D	68.9	59	Good
$3,895.00 	0.78	VS1	D	66.6	61	Premium
$3,305.00 	0.76	VS1	D	69.3	59	Good
$4,614.00 	0.87	VS1	D	65.8	60	Premium
$3,463.00 	0.72	VS1	D	69.2	64	Ideal
$3,506.00 	0.7	VS1	D	65.2	58	Good
$3,633.00 	0.73	VVS2	D	69.8	65	Ultra
$3,334.00 	0.74	VVS2	D	63	62	Ideal
$3,629.00 	0.75	VVS2	D	66.7	58	Good
$3,253.00 	0.7	VVS2	D	66.1	59	Good
$2,921.00 	0.73	VVS1	D	68	73	Premium
$3,815.00 	0.75	VVS1	D	70.2	56	Average
$3,406.00 	0.74	VVS1	D	73.7	66	Ideal
$2,991.00 	0.7	VVS1	D	68.7	69	Ideal
$2,942.00 	0.73	VVS1	D	69	60	Premium
$4,768.00 	0.89	IF	D	66.1	71	Ideal
$4,455.00 	0.78	IF	D	68.1	66	Ideal
$3,971.00 	0.75	IF	D	64.5	77	Good
$1,584.00 	0.91	VS2	M	78.1	63	Good
$2,072.00 	0.96	SI1	K	76.3	69	Good
$2,134.00 	0.91	VS1	K	78.5	81	Average
$2,106.00 	0.94	VVS2	K	69.4	70	Ideal
$2,529.00 	0.92	VS2	J	67.5	71	Ideal
$2,477.00 	0.9	VS2	J	78.9	71	Good
$2,355.00 	0.9	VS1	J	68.1	73	Premium
$2,608.00 	0.91	VS1	J	67	75	Premium
$2,542.00 	0.9	VS1	J	80.8	70	Average
$3,268.00 	0.96	SI1	I	69.2	74	Premium
$2,975.00 	0.99	SI1	I	57.5	72	Average
$2,668.00 	0.91	VS2	I	80.1	71	Average
$2,795.00 	0.91	VS2	I	59.1	73	Good
$3,260.00 	0.93	VS1	I	69	62	Ideal
$3,846.00 	0.99	VS1	I	72.8	80	Average
$4,193.00 	0.92	VVS1	I	64.5	65	Ideal
$2,570.00 	0.9	SI2	H	65.6	68	Ideal
$3,293.00 	0.95	SI2	H	67.1	68	Ultra
$2,832.00 	0.9	SI1	H	69.8	67	Ideal
$3,869.00 	0.99	VS2	H	59	76	Good
$3,526.00 	0.91	VS1	H	65.5	80	Average
$3,619.00 	0.95	VVS2	H	66.9	73	Premium
$1,996.00 	0.91	I1	G	70.5	65	Ideal
$3,338.00 	0.94	SI2	G	63	68	Ideal
$3,089.00 	0.92	SI1	G	69.1	68	Ideal
$3,285.00 	0.9	SI1	G	67.6	67	Ideal
$3,722.00 	0.95	VS2	G	62.9	74	Premium
$3,357.00 	0.91	VS2	G	62	58	Good
$4,174.00 	0.98	VS1	G	68.8	65	Ideal
$3,262.00 	0.91	VS1	G	54.9	74	Poor
$4,334.00 	0.91	VS1	G	62.1	78	Good
$3,488.00 	0.91	VS1	G	70	67	Ideal
$3,691.00 	0.92	VS1	G	70.3	69	Ideal
$3,810.00 	0.92	VS1	G	64.1	66	Ideal
$3,549.00 	0.9	VVS2	G	71.2	63	Ideal
$4,435.00 	0.93	VVS1	G	69.8	59	Good
$4,247.00 	0.93	VVS1	G	63.4	75	Premium
$3,136.00 	0.9	SI2	F	69.5	66	Ideal
$3,412.00 	0.9	SI1	F	73.9	70	Ideal
$3,451.00 	0.9	SI1	F	71.3	71	Ideal
$3,170.00 	0.91	SI1	F	76.3	61	Good
$2,770.00 	0.91	SI1	F	63.1	74	Premium
$3,585.00 	0.9	SI1	F	69.9	72	Ideal
$3,532.00 	0.9	SI1	F	74.6	68	Ideal
$4,373.00 	0.97	VS2	F	78.4	70	Good
$3,451.00 	0.9	VS2	F	69.3	69	Ideal
$4,994.00 	0.98	VS2	F	68.9	63	Ideal
$3,714.00 	0.91	VS2	F	69.1	68	Ideal
$3,703.00 	0.91	VS2	F	62.9	74	Premium
$4,645.00 	0.91	VS2	F	66.3	63	Ideal
$3,497.00 	0.9	VS2	F	69.1	57	Average
$4,295.00 	0.98	VS2	F	68.3	69	Ideal
$4,624.00 	0.93	VS2	F	68.6	56	Average
$4,303.00 	0.9	VS2	F	68.5	65	Ultra
$4,788.00 	0.93	VS1	F	57.8	65	Average
$3,774.00 	0.92	VS1	F	68.3	71	Ideal
$3,999.00 	0.96	VS1	F	74.9	67	Ideal
$4,335.00 	0.9	VS1	F	68.4	69	Ideal
$3,851.00 	0.9	VS1	F	70.2	67	Ideal
$4,224.00 	0.94	VVS2	F	69.5	68	Ideal
$3,999.00 	0.9	VVS2	F	71.6	64	Ideal
$3,964.00 	0.91	VVS2	F	64.2	72	Ideal
$3,782.00 	0.93	VVS1	F	47.9	76	Poor
$5,447.00 	0.94	IF	F	69.5	58	Good
$2,802.00 	0.91	SI2	E	68.4	78	Good
$3,851.00 	0.9	VS2	E	68.5	71	Ideal
$3,744.00 	0.91	VS2	E	68.8	73	Premium
$3,730.00 	0.9	VS2	E	67.2	78	Good
$3,684.00 	0.9	VS2	E	63.3	67	Ultra
$4,544.00 	0.98	VS1	E	57.9	72	Average
$4,331.00 	0.92	VS1	E	60.3	57	Average
$3,616.00 	0.91	VS1	E	64.6	67	Ideal
$3,605.00 	0.94	VS1	E	66.5	71	Ideal
$5,933.00 	0.97	VS1	E	69.3	60	Premium
$4,719.00 	0.91	VS1	E	59.5	81	Average
$3,999.00 	0.9	VS1	E	71.8	69	Ideal
$4,197.00 	0.9	VVS2	E	69.1	63	Ideal
$4,042.00 	0.91	VVS2	E	67.1	68	Ideal
$4,065.00 	0.9	VVS2	E	68.9	66	Ideal
$4,509.00 	0.9	VVS1	E	69.5	64	Ideal
$4,982.00 	0.95	VVS1	E	69	60	Premium
$4,842.00 	0.91	IF	E	64.8	78	Good
$3,549.00 	0.96	SI2	D	71.7	67	Ideal
$4,124.00 	0.98	SI1	D	70	71	Ideal
$4,665.00 	0.96	SI1	D	68.7	64	Ideal
$4,909.00 	0.96	VS2	D	68	59	Good
$3,673.00 	0.91	VS2	D	66.9	69	Ideal
$4,246.00 	0.9	VS1	D	62	66	Ideal
$4,350.00 	0.92	VS1	D	62.7	69	Ideal
$3,816.00 	0.9	VS1	D	65.8	62	Ideal
$5,420.00 	0.93	VS1	D	61.5	64	Premium
$4,509.00 	0.9	VVS2	D	69.7	63	Ideal
$5,023.00 	0.93	VVS2	D	69.7	61	Premium
$4,970.00 	0.92	VVS2	D	70.1	62	Ideal
$5,073.00 	0.94	VVS2	D	64.5	63	Ideal
$4,437.00 	0.91	VVS2	D	70.9	71	Ideal
$5,003.00 	0.9	VVS1	D	67.9	69	Ultra
$1,203.00 	1.09	I1	Q	70.3	66	Ideal
$2,070.00 	1.15	VS1	M	67.4	74	Premium
$1,989.00 	1.03	VVS1	M	76.9	67	Good
$1,878.00 	1.01	SI1	L	73	70	Ideal
$2,141.00 	1.07	VS2	L	71.3	73	Premium
$2,274.00 	1.14	VS2	L	73	66	Ideal
$2,454.00 	1.13	VS2	L	73.3	76	Good
$2,239.00 	1.08	VS1	L	67.6	68	Ideal
$2,397.00 	1.16	VS1	L	71.7	68	Ideal
$2,440.00 	1.1	VVS1	L	71.3	69	Ideal
$1,564.00 	1.05	I1	K	65.4	71	Ideal
$2,441.00 	1.14	SI2	K	72.9	69	Ideal
$2,478.00 	1.03	SI1	K	73.3	77	Good
$2,657.00 	1.01	VS1	K	70.1	76	Good
$2,824.00 	1	VS1	K	68.6	84	Average
$3,076.00 	1.06	VS1	K	65.8	60	Premium
$2,619.00 	1.01	VS1	K	73.5	72	Ideal
$2,918.00 	1.13	VS1	K	75.3	67	Premium
$2,581.00 	1.06	VS1	K	73.7	73	Premium
$2,632.00 	1	VS1	K	71.7	76	Good
$2,708.00 	1.03	VS1	K	74.6	69	Ideal
$2,936.00 	1.12	VS1	K	65.9	79	Good
$2,657.00 	1.01	VS1	K	78.8	67	Good
$2,941.00 	1.09	VVS2	K	74.6	72	Ideal
$1,826.00 	1.12	I1	J	72.2	71	Ideal
$2,669.00 	1.13	SI2	J	70.1	72	Ideal
$2,234.00 	1	SI2	J	67.6	69	Ideal
$2,781.00 	1	SI1	J	74.7	69	Ideal
$1,969.00 	1	SI1	J	72.7	59	Good
$3,221.00 	1.12	VS2	J	71.2	68	Ideal
$2,943.00 	1.02	VS2	J	71	71	Ideal
$3,213.00 	1.1	VS2	J	74.1	71	Ideal
$2,915.00 	1.01	VS2	J	70	67	Ideal
$2,887.00 	1	VS2	J	70.6	77	Good
$3,110.00 	1.08	VS2	J	76.5	66	Good
$3,611.00 	1.17	VS2	J	68.3	72	Ideal
$3,149.00 	1.05	VS1	J	70.7	71	Ideal
$3,598.00 	1.06	VS1	J	63.8	67	Ideal
$2,838.00 	1.02	VS1	J	73.5	73	Premium
$3,284.00 	1.08	VS1	J	66.3	78	Good
$3,237.00 	1.1	VS1	J	69.8	59	Good
$2,945.00 	1.06	VS1	J	64.9	72	Ideal
$3,620.00 	1.12	VVS2	J	69.1	62	Ideal
$3,306.00 	1.05	VVS2	J	72.8	69	Ideal
$3,167.00 	1.02	VVS2	J	66.4	74	Premium
$3,137.00 	1.01	VVS2	J	71.3	76	Good
$3,317.00 	1.07	VVS2	J	70.8	70	Ideal
$3,693.00 	1.09	VVS1	J	69.8	61	Premium
$4,020.00 	1.17	IF	J	76.2	67	Good
$3,618.00 	1.05	IF	J	65.4	71	Ideal
$3,853.00 	1.12	IF	J	69.1	69	Ideal
$2,501.00 	1.12	I1	I	66.6	76	Good
$1,934.00 	1	I1	I	68.5	70	Ideal
$2,347.00 	1.02	SI3	I	73.6	72	Ideal
$2,438.00 	1	SI2	I	68.2	68	Ideal
$3,158.00 	1.11	SI2	I	62	74	Premium
$3,303.00 	1.04	SI1	I	76.8	67	Good
$3,390.00 	1.12	SI1	I	70	64	Ideal
$3,880.00 	1.06	SI1	I	60.8	61	Good
$3,531.00 	1.09	VS2	I	74.9	72	Ideal
$3,259.00 	1.02	VS2	I	71.3	68	Ideal
$3,000.00 	1.02	VS2	I	64.7	71	Ideal
$3,000.00 	1.02	VS1	I	70.9	75	Premium
$4,643.00 	1.07	VS1	I	66.8	60	Premium
$4,940.00 	1.14	VS1	I	67.9	56	Average
$4,007.00 	1.03	VS1	I	65.8	64	Ideal
$3,535.00 	1.04	VS1	I	59.9	75	Good
$4,042.00 	1.12	VS1	I	65	70	Ideal
$4,353.00 	1.19	VS1	I	68.9	69	Ideal
$3,690.00 	1.02	VS1	I	71.7	69	Ideal
$4,288.00 	1.19	VS1	I	75.9	69	Premium
$4,007.00 	1.11	VS1	I	63.8	85	Average
$3,674.00 	1	VS1	I	66	73	Premium
$3,620.00 	1	VS1	I	67.1	77	Good
$4,232.00 	1.11	VVS2	I	71	66	Ideal
$4,023.00 	1.07	VVS2	I	69.7	69	Ideal
$4,096.00 	1.09	VVS2	I	67.3	72	Ideal
$4,762.00 	1.18	VVS2	I	69.8	65	Ultra
$3,715.00 	1.09	VVS2	I	63.6	70	Ideal
$4,351.00 	1.03	VVS2	I	68.8	58	Good
$4,180.00 	1.07	VVS1	I	61.2	61	Premium
$4,180.00 	1.07	VVS1	I	71	71	Ideal
$4,332.00 	1.11	VVS1	I	73.9	70	Ideal
$4,049.00 	1.02	VVS1	I	69.4	66	Ideal
$4,225.00 	1.11	IF	I	66.7	69	Ideal
$4,321.00 	1.05	IF	I	66.6	61	Premium
$4,201.00 	1.02	IF	I	70.2	79	Good
$5,464.00 	1.17	IF	I	67.8	63	Ideal
$4,693.00 	1.16	IF	I	63.2	70	Ideal
$2,027.00 	1.01	I1	H	77.8	71	Good
$2,356.00 	1.02	SI3	H	81.7	70	Average
$3,648.00 	1.18	SI2	H	71.1	72	Ideal
$2,743.00 	1.02	SI2	H	77.4	68	Good
$3,197.00 	1.03	SI2	H	67.2	68	Ideal
$3,329.00 	1.02	SI1	H	66.7	73	Premium
$3,608.00 	1.04	SI1	H	77.7	70	Good
$3,675.00 	1.06	SI1	H	69.1	70	Ideal
$3,708.00 	1.03	SI1	H	67.5	64	Ideal
$4,306.00 	1.13	VS2	H	69.1	74	Premium
$4,466.00 	1.09	VS1	H	62.2	77	Good
