Profit from Sales	Number Accounts	Early Commission	Early Selling	Log Profit	Log Accounts	Log Commission	Office	Office Dummy	Office Dummy * Log Accounts
4109.63	23	0	17937	8.32108828	3.13549422	0	Existing	0	0
24862.01	70	668.79	285865	10.1210962	4.24849524	6.50547011	Existing	0	0
10919.83	14	1231.7	108024	9.29833568	2.63905733	7.11615061	New	1	2.63905733
14896.66	7	2350	102969	9.60889231	1.94591015	7.76217061	Existing	0	0
30279.32	255	1707.35	7187532	10.3182203	5.54126355	7.44269774	Existing	0	0
26922.13	203	640.66	3874419	10.2007039	5.31320598	6.46249889	Existing	0	0
10647.61	14	539.8	169768	9.27309073	2.63905733	6.2911987	Existing	0	0
46096.08	30	1650.79	110811	10.7384832	3.40119738	7.40900924	New	1	3.401197382
36494.7	33	3326.75	419865	10.5049223	3.49650756	8.10975113	New	1	3.496507562
9369.5	9	1913.96	33617	9.14521501	2.19722458	7.55692967	New	1	2.197224577
16842.94	23	4825.75	300036	9.73168686	3.13549422	8.48172144	New	1	3.135494216
17665.66	26	1426.54	224051	9.77937792	3.25809654	7.26300721	New	1	3.258096538
22148.19	8	85	23781	10.0055111	2.07944154	4.44265126	New	1	2.079441542
30030.33	22	316	10649	10.3099631	3.09104245	5.75574221	Existing	0	0
43319.52	44	2486.75	119454	10.6763586	3.78418963	7.81873192	New	1	3.784189634
8040.89	12	1227.43	56176	8.99229505	2.48490665	7.11267783	New	1	2.48490665
13223.49	34	2339.76	1172868	9.48975007	3.52636052	7.75780364	Existing	0	0
162381.38	29	7077.38	961419	11.997703	3.36729583	8.86465906	New	1	3.36729583
15329.5	28	1773.29	247681	9.63753436	3.33220451	7.48059186	Existing	0	0
11163.61	25	175	30850	9.32041466	3.21887582	5.16478597	Existing	0	0
17654.42	62	302.5	524890	9.77874146	4.12713439	5.71208128	Existing	0	0
13429.82	10	0	0	9.50523289	2.30258509	0	Existing	0	0
17140.84	5	9875	345635	9.7492192	1.60943791	9.19776159	New	1	1.609437912
8326.07	7	871.86	41634	9.02714684	1.94591015	6.77062886	Existing	0	0
3204.97	8	3.6	12875	8.07245801	2.07944154	1.28093385	Existing	0	0
8144.77	45	138.8	378821	9.00513128	3.80666249	4.93303405	Existing	0	0
39791.57	27	5571.69	4930492.5	10.5914104	3.29583687	8.6254537	New	1	3.295836866
38365.73	74	1425.49	844222	10.5549199	4.30406509	7.26227089	New	1	4.304065093
30761.02	10	1997.88	183778	10.3340036	2.30258509	7.5998419	New	1	2.302585093
11676.58	63	6079.03	1772735	9.36534041	4.14313473	8.71260042	Existing	0	0
14931.1	308	593.51	7664558	9.61120156	5.73009978	6.38605406	Existing	0	0
22571.78	7	200	236540	10.0244557	1.94591015	5.29831737	New	1	1.945910149
34908.84	26	1818.96	2428169.5	10.4604954	3.25809654	7.50602019	New	1	3.258096538
37656.42	113	1530.08	1349428	10.5362587	4.72738782	7.3330753	Existing	0	0
24180.71	14	2537.69	109405	10.0933105	2.63905733	7.8390095	New	1	2.63905733
26708.16	46	5942.72	421183	10.1927244	3.8286414	8.68992222	New	1	3.828641397
47447.24	24	6261.87	9698829.5	10.7673736	3.17805383	8.74223414	New	1	3.17805383
40198.49	33	13973.93	858155	10.6015847	3.49650756	9.54494873	New	1	3.496507562
16852.98	24	2052.09	248174	9.73228277	3.17805383	7.62661406	New	1	3.17805383
20612.45	8	5.01	28781	9.93365054	2.07944154	1.61143592	New	1	2.079441542
8878.7	1	0	0	9.09141043	0	0	New	1	0
9560.42	3	110	5290	9.16538694	1.09861229	4.70048037	New	1	1.098612289
25707	29	2915.92	951986	10.1545186	3.36729583	7.97794066	Existing	0	0
30357.95	26	2890.42	4966094	10.3208137	3.25809654	7.9691571	New	1	3.258096538
9229.26	18	495.74	61066	9.13013415	2.89037176	6.2060516	Existing	0	0
10393.22	12	654.86	187186	9.24890895	2.48490665	6.48442147	New	1	2.48490665
12196.38	22	5543.73	288950	9.40889447	3.09104245	8.62042284	New	1	3.091042453
17284.65	318	3997.03	6563828	9.7575741	5.76205138	8.29330686	Existing	0	0
28967.95	63	6156.86	553131	10.2739453	4.14313473	8.72532219	Existing	0	0
21448.85	23	1563.31	97081	9.97342631	3.13549422	7.35456065	New	1	3.135494216
22440.05	12	150	55736	10.0186026	2.48490665	5.01063529	New	1	2.48490665
6663.4	11	908.54	210106	8.80438514	2.39789527	6.81183892	New	1	2.397895273
6125.71	13	510.47	53823	8.72024995	2.56494936	6.23533187	New	1	2.564949358
10479.47	56	0	343125	9.25717338	4.02535169	0	Existing	0	0
20028.31	14	2027.75	220651	9.90490205	2.63905733	7.61468208	New	1	2.63905733
4313.39	3	0	0	8.36947942	1.09861229	0	Existing	0	0
14869.9	14	240	15251	9.60709431	2.63905733	5.48063892	Existing	0	0
45768.17	32	3898.85	163251	10.7313442	3.4657359	8.26843692	New	1	3.465735903
25059.4	8	27.5	231	10.1290043	2.07944154	3.314186	New	1	2.079441542
48396.41	92	3590.32	1719615	10.7871809	4.52178858	8.18599661	Existing	0	0
12485.41	102	3464.26	829856	9.43231604	4.62497281	8.15025432	Existing	0	0
7589.56	40	28.38	239550	8.9345289	3.68887945	3.34568467	Existing	0	0
14777.03	9	150	121276	9.60082923	2.19722458	5.01063529	New	1	2.197224577
32053.19	7	2069.07	262895	10.375152	1.94591015	7.63485451	New	1	1.945910149
10534.74	10	793.71	22098	9.26243365	2.30258509	6.67671816	Existing	0	0
36960.83	22	2925.49	164334	10.517614	3.09104245	7.98121727	New	1	3.091042453
6187.08	7	2115	68405	8.73021853	1.94591015	7.65681009	New	1	1.945910149
18790.64	7	3567.6	140700	9.84111415	1.94591015	8.17964838	Existing	0	0
13010.26	22	349.58	14083	9.47349356	3.09104245	5.85673243	New	1	3.091042453
11659.67	18	2370	115014	9.36389116	2.89037176	7.77064523	Existing	0	0
10206.85	63	1173.56	621686	9.23081434	4.14313473	7.06779714	Existing	0	0
11827.7	11	481.03	128879	9.37819952	2.39789527	6.17592964	New	1	2.397895273
35228.41	31	5999.55	187546	10.4696081	3.4339872	8.69943975	Existing	0	0
2656.27	18	173.73	28143	7.88467816	2.89037176	5.15750237	Existing	0	0
7030.73	7	600	629576	8.85804582	1.94591015	6.39692966	New	1	1.945910149
18139.55	5	1643.26	942805	9.80584992	1.60943791	7.40443735	New	1	1.609437912
30003.98	27	1232.4	83624	10.3090853	3.29583687	7.11671877	New	1	3.295836866
3802.32	29	480.25	36690	8.24336669	3.36729583	6.1743068	New	1	3.36729583
8322.71	8	58.34	18980	9.0267432	2.07944154	4.06628796	Existing	0	0
32187.03	190	4293.31	2021314	10.3793189	5.24702407	8.36481328	Existing	0	0
57025.74	43	2237.37	277045	10.951258	3.76120012	7.71305635	New	1	3.761200116
41266.76	32	1256.02	6743365.5	10.6278126	3.4657359	7.13570327	New	1	3.465735903
25890.83	16	2060.14	6050470.5	10.1616441	2.77258872	7.63052922	New	1	2.772588722
45792.02	43	6094.4	5622511	10.7318651	3.76120012	8.7151256	Existing	0	0
14147.56	7	160	4176	9.55729745	1.94591015	5.07517382	New	1	1.945910149
9955.42	11	3242.5	18490	9.20587241	2.39789527	8.08409992	Existing	0	0
32096.93	21	600	822776	10.3765157	3.04452244	6.39692966	New	1	3.044522438
4278.8	12	195.25	6879	8.36142788	2.48490665	5.27428079	New	1	2.48490665
6043.6	6	0	0	8.70675514	1.79175947	0	New	1	1.791759469
7730.83	9	750	46132	8.95297151	2.19722458	6.62007321	New	1	2.197224577
10989.97	7	0	0	9.30473832	1.94591015	0	New	1	1.945910149
10510.48	14	2597.44	124080	9.26012813	2.63905733	7.86228162	New	1	2.63905733
20832.7	18	175	201123	9.94427915	2.89037176	5.16478597	New	1	2.890371758
11345.25	14	150	48489	9.33655443	2.63905733	5.01063529	New	1	2.63905733
17017.58	19	2092.32	158953	9.74200221	2.94443898	7.64602878	New	1	2.944438979
47246.81	20	4102.5	172184	10.7631404	2.99573227	8.31935182	Existing	0	0
25893.99	116	1346.31	2372768	10.1617662	4.75359019	7.2051228	Existing	0	0
30774.79	25	10438.45	364510	10.3344511	3.21887582	9.25325138	New	1	3.218875825
3868.56	169	708.51	1177545	8.26063762	5.12989871	6.56316417	Existing	0	0
6794.07	13	357.5	9497	8.82380545	2.56494936	5.87913536	New	1	2.564949358
8740.44	10	6516.51	277495	9.07571581	2.30258509	8.78209424	New	1	2.302585093
10820.63	12	1736.4	450349	9.28920978	2.48490665	7.45956928	Existing	0	0
20400.45	15	835	389755	9.92331224	2.7080502	6.72743172	New	1	2.708050201
26154.68	11	3020.48	354593	10.1717834	2.39789527	8.01317104	New	1	2.397895273
34851.05	16	3845	125198	10.4588385	2.77258872	8.25452888	New	1	2.772588722
5247.69	9	497.08	61230	8.56554326	2.19722458	6.20875098	New	1	2.197224577
19956.31	14	1137.5	73191	9.90130066	2.63905733	7.03658815	New	1	2.63905733
23712.22	407	1434.77	2753226	10.0737458	6.00881319	7.26875984	Existing	0	0
24958.86	42	511.64	499575	10.1249841	3.73766962	6.23762125	Existing	0	0
62047.75	55	5365.92	712128	11.0356595	4.00733319	8.58782312	New	1	4.007333185
18057.91	88	800.02	765745	9.80133909	4.47733681	6.68463673	Existing	0	0
23269.62	12	80.77	10301	10.0549039	2.48490665	4.39160561	New	1	2.48490665
41846.63	265	1990.57	4433173	10.6417665	5.57972983	7.59617631	Existing	0	0
49638.17	13	250.55	54996	10.8125154	2.56494936	5.5236585	Existing	0	0
31110.85	24	998.19	60642	10.3453119	3.17805383	6.90594364	New	1	3.17805383
10317.13	12	600	114358	9.2415609	2.48490665	6.39692966	New	1	2.48490665
47411.81	6	275	5594261.5	10.7666266	1.79175947	5.6167711	Existing	0	0
7369.91	3	1425	48578	8.90516077	1.09861229	7.26192709	New	1	1.098612289
12458.67	11	529.88	38046	9.43017205	2.39789527	6.27265057	New	1	2.397895273
15935.92	38	512.25	532121	9.67633096	3.63758616	6.23881279	Existing	0	0
7983.65	10	357.03	34678	8.98515098	2.30258509	5.87781981	Existing	0	0
24726.24	9	1092.14	32406	10.1156203	2.19722458	6.99589435	New	1	2.197224577
24941.07	32	3485.76	648284	10.1242711	3.4657359	8.15644138	Existing	0	0
32472.07	288	4877.47	252122	10.3881356	5.66296048	8.49238192	Existing	0	0
2893.1	7	250	9817	7.97008387	1.94591015	5.52146092	New	1	1.945910149
6817.68	6	150	2775	8.82727452	1.79175947	5.01063529	Existing	0	0
12999.57	5	300	10176	9.47267156	1.60943791	5.70378247	New	1	1.609437912
28764.46	25	6.25	170605	10.2668959	3.21887582	1.83258146	New	1	3.218875825
6649.42	16	52.25	30881	8.80228491	2.77258872	3.95603989	Existing	0	0
